,naNe,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_1,3M1_2,3M2_1,3M2_2,3M3_1,3M3_2,3M4_1,3M4_2,3M5_1,3M5_2,3M6_1,3M6_2,3M7_1,3M7_2,3M8_1,3M8_2,29M1_1,29M1_2,29M2_1,29M2_2,29M3_1,29M3_2,29M4_1,29M4_2,29M5_1,29M5_2,29M6_1,29M6_2,29M7_1,29M7_2,29M8_1,29M8_2,Mode
1345,N522T23,1.054739403,-0.076886593,-0.381324433,0.70565341,0.327890676,DOWN,522.2805834,522.2789832,522.2878769,22.89716667,22.81733333,22.9825,28,11,11,17509.381,69915.13295,26423.38368,66286.64173,27395.611,59180.14185,103261.7374,80975.98257,59928.48856,42985.93058,42174.5767,95505.11928,91912.80851,55572.46018,29482.35935,60876.30315,99211.65226,70289.58945,113018.1701,83825.03014,30441.77711,114441.8442,46909.98739,34412.55286,96846.81459,76913.6293,20012.92588,83455.64123,37721.74541,84011.88574,42670.28269,46470.48911,88817.53077,90309.25661,67015.14101,44113.19905,86463.34188,Neg
1346,N89T0,1.016595724,-0.023746068,-0.378383719,0.707811074,0.328648913,DOWN,89.02419223,89.02410909,89.02427457,0.121085,0.087564167,0.99903,25,10,14,17658.008,185894.8779,22908.44021,182860.1807,22458.18965,155835.0906,199781.6104,181659.7598,231930.1242,182192.314,183130.8122,158589.8215,217487.1733,176299.6086,177599.4776,156891.1778,220261.0752,162084.6706,192214.9464,183623.2084,194737.1753,170035.7218,207964.0322,171592.4062,198466.887,161763.4798,190489.6032,165550.1492,243094.0806,204301.5755,190747.6191,178878.8294,181276.8789,161436.3528,155634.6586,173731.2826,170799.3345,Neg
1347,N193T25,1.078327814,-0.108795827,-0.37453866,0.710766347,0.329441179,DOWN,193.0868161,193.0867419,193.0870868,24.60125,23.62133333,25.5925,64,15,12,16172.561,446506.0944,216153.9866,414072.686,270662.675,346290.8867,890667.4972,754649.1466,465856.3336,374985.5094,290692.7643,317879.9852,319618.8377,361502.0286,610593.6616,345008.5021,250240.6993,309534.6996,339000.1639,888064.0128,279512.782,262432.2071,396102.824,309639.1556,364842.8417,1085829.801,404573.6103,305564.3493,289167.923,354382.182,1087698.033,283330.7874,245000.4326,319788.7989,266748.4484,455490.9685,194570.6138,Neg
1348,N129T5_1,1.032323867,0.045895652,0.374307109,0.710831877,0.329441179,UP,129.0191946,129.0190237,129.0193518,4.8093,4.76145,4.864616667,27,14,13,13296.36,281017.3397,65324.19627,290100.9067,71801.65667,302916.5683,431740.1553,277543.1829,292919.939,219774.5787,232023.1261,293619.1974,272516.7381,296529.4688,245761.9822,428491.7455,248852.6786,235248.6151,197651.1505,267747.1103,252941.1984,260209.6424,278548.9157,220273.1576,379420.696,238693.5065,270567.5764,405482.387,380749.642,255084.7158,222119.0738,234813.5412,206605.7386,382970.7559,346018.7983,354414.3471,205642.0124,Neg
1349,N267T23_2,1.032292365,-0.045851627,-0.373901447,0.711614479,0.329441179,DOWN,267.2328455,267.2327102,267.2331255,22.8955,22.8775,22.91866667,32,16,16,52762.383,235293.6594,41647.39598,227933.1587,66827.42196,213405.6509,253188.8796,230489.9503,276028.3713,152690.7682,213406.6077,192424.3485,197492.8786,307208.7641,310455.1025,196609.6629,230463.2731,245068.0599,248242.6083,248533.0323,248990.5917,144668.6623,143523.4091,150232.9485,136402.5246,214030.4649,211357.8299,201275.0852,237808.8596,270858.5503,310789.3131,218038.9459,187130.4108,344966.2991,311368.8362,271940.1092,292538.291,Neg
1350,N284T23_4,1.047045686,0.066324394,0.373325506,0.711625898,0.329441179,UP,284.1218623,284.1142196,284.1222605,22.93366667,22.879,22.99883333,21,10,10,5488.94,21048.09929,8184.972687,22038.32157,6750.774068,9695.157288,25973.31155,27517.98204,26868.40829,12507.84233,27384.36655,21517.91794,14757.8108,29007.62961,10414.20295,7858.3444,26478.67478,11934.35023,28639.57652,29313.15685,26900.85649,20015.8817,16467.60511,30806.1647,7480.246515,19056.43578,32349.04845,24282.31015,26651.52109,18020.92636,13958.9541,14301.43258,26566.70003,24886.52794,24541.80745,26845.94052,26381.64259,Neg
1351,N435T24,1.039418315,0.055776386,0.369902443,0.714360574,0.330246203,UP,435.2543623,435.2483428,435.2549284,23.94166667,23.85683333,24.06966667,40,15,16,5552.899,33940.66355,8282.052188,35278.54732,11862.29059,16276.51981,37141.17913,31405.13937,49261.74198,23404.83006,33167.27593,21330.04711,34941.11005,36919.56899,41591.79171,37168.6725,40891.27141,34565.06838,34987.92064,40654.03174,29344.448,45768.99077,25319.74047,39924.11089,27694.89794,33674.3964,17362.06233,31930.10514,24615.2922,35594.0082,51541.96797,13662.6825,42018.17081,49457.15752,53024.64172,30189.1362,42679.39611,Neg
1352,N255T4,1.053863336,-0.075687792,-0.370203159,0.714421667,0.330246203,DOWN,255.08047,255.0802066,255.0807635,3.5771,3.529483333,3.785016667,24,8,16,4588.928,27264.02753,12941.44912,25870.55323,7694.911508,47675.05892,38171.41432,44425.89942,39375.84624,44304.50595,35623.82661,14073.15053,13403.37377,16829.56234,16105.63401,15747.11994,34345.63005,13756.98404,27865.5323,15034.80421,19486.09786,22332.27139,24933.25627,19422.0441,22383.35044,19234.56841,27234.6058,22884.82425,20478.26304,18037.85517,18452.05688,42538.94901,43062.29208,28433.52099,24166.06735,29472.004,30862.92258,Neg
1353,N164T6_2,1.025570783,-0.036427068,-0.368873404,0.715301302,0.330408435,DOWN,164.0715138,164.0712917,164.0716845,5.888925,5.854683333,5.9275,32,16,16,125970.742,1407561.121,322424.1589,1372466.088,202168.2891,1678860.11,1900640.27,1702163.969,1950555.623,866413.4658,963372.4607,1382137.927,1523867.454,1518235.487,1717031.073,1116443.393,1242993.843,1158025.869,1285645.427,1172045.694,1342545.871,1131449.001,1252503.936,1242087.629,1278203.771,1084356.505,1167167.905,1263014.099,1308621.392,1685535.978,1739925.476,1269833.724,1352093.791,1588239.92,1597386.696,1492968.257,1506069.332,Neg
1354,N306T23_1,1.103707187,0.142357477,0.366803801,0.716363785,0.330497779,UP,305.8130923,305.8128692,305.81347,22.8875,22.86733333,22.93116667,21,10,11,5375.445,14727.03891,12331.66082,16254.33869,11194.93625,1968.877914,31448.99697,395.115823,27161.21986,1073.533969,17948.54009,3620.474839,9178.318491,23720.65007,40163.1791,941.9872434,11491.58619,6370.419611,15805.53405,19216.7504,25127.4379,836.0436824,1872.405828,4884.404468,636.7490317,18681.79591,21038.12124,16481.65889,20059.2784,34455.77859,32280.03451,9448.314132,6867.034204,25399.13956,14558.37489,28352.47646,24217.80928,Neg
1355,N227T23_1,1.015200546,0.02176475,0.367450116,0.716552363,0.330497779,UP,227.177076,227.176854,227.1773193,22.89716667,22.8775,22.92733333,32,16,16,4809.031,33026.5029,2681.038882,33528.52376,4762.071112,34980.93521,33859.22641,36685.54978,35731.10215,28361.90095,29720.70538,31598.0823,31415.69479,37605.8331,34260.49542,32868.05447,30230.20738,35102.56659,33262.97536,32965.97206,29774.745,27549.97747,28078.84014,27491.34163,30555.84247,35784.13521,37495.08679,31352.13408,34923.51815,32275.55302,36204.59084,34745.76741,24897.71475,38521.83571,41022.85993,37801.60161,37755.58102,Neg
1356,N140T4_3,1.185337344,-0.245297705,-0.363780198,0.718575553,0.330968275,DOWN,140.0325602,140.0324033,140.0327152,4.413558333,4.36845,4.514983333,22,10,12,31634.012,101461.9128,125130.9678,85597.4996,121537.6338,445821.3739,22854.71716,18586.22513,23489.02058,193784.4375,199612.7977,14886.32015,20262.47857,17913.00856,21860.13176,18916.78052,19504.97797,17603.66156,248773.5426,170028.7134,169492.4183,16043.55858,13761.38274,337824.31,331561.491,16751.79427,18236.40426,251321.4479,18310.0953,17447.31304,16122.60886,17471.21445,215494.2452,33805.269,36148.87606,15304.31736,13955.66562,Neg
1357,N261T23,1.191662663,-0.252975894,-0.364202948,0.719027808,0.330968275,DOWN,261.2780131,261.2778634,261.2789113,22.902,22.87816667,22.93716667,20,8,12,7477.25,24711.61674,25388.64546,22085.49027,13685.89403,737.5319453,45892.84263,0,48123.38227,1189.574114,45042.86391,271.2823229,44397.21803,0,42439.38335,1123.73668,50020.4792,339.4738101,59496.23317,0,56311.86649,8421.381306,28875.68904,13808.34144,14299.51309,23144.98842,11037.48593,23438.70015,26802.12746,37040.23379,13940.56032,39146.58631,17168.63839,47548.9454,3490.211043,41315.8886,3888.553662,Neg
1358,N99T4_2,1.140251359,-0.189351889,-0.362727757,0.719351477,0.330968275,DOWN,99.00855632,99.00624128,99.01345284,3.6291,2.783116667,4.20185,35,12,12,26262.109,125231.3005,120457.8624,109827.8021,119763.5715,357387.8883,282902.9938,328189.371,30730.04054,332876.9456,56985.12829,68125.09917,66824.60715,68185.87214,68616.73728,54285.96443,60177.72476,54522.27967,57819.01661,54436.10325,61635.03642,20150.85018,29629.29449,66135.49351,36411.61965,20902.16371,55310.6347,66866.82564,8714.547539,286153.8232,84243.57094,62220.50189,441336.1809,237313.0199,196427.7971,70367.99971,75060.50984,Neg
1359,N289T26,1.031570994,-0.044843113,-0.362317552,0.719690741,0.330968275,DOWN,289.0863168,289.0859087,289.0917867,26.47025,26.38416667,26.76583333,30,15,13,2913.508,27769.67901,6225.922382,26919.79433,7019.549786,24474.37007,40199.68776,16578.43014,31611.47315,28392.34032,37338.29186,25815.89386,23957.87461,28955.53929,26746.78458,26900.78413,32284.98309,32319.37137,27654.16708,17627.28625,23457.5866,10588.93005,25076.66513,24060.69932,27347.05232,22843.51612,22402.57112,26947.97209,29881.91559,34152.49013,30395.43608,22096.30914,18875.88637,38601.29091,36429.36804,28288.27351,32728.33343,Neg
1360,N330T23,1.055668974,-0.07815752,-0.361499972,0.720336665,0.331021742,DOWN,330.2503881,330.2495577,330.2508662,22.897,22.85083333,22.9705,31,16,15,17618.801,31025.40327,13876.33973,29389.32946,11626.3468,32380.94097,40660.98963,32365.17087,31874.05975,24507.64311,29556.69591,26691.58733,28378.34226,20438.5001,71962.32279,27084.50537,18099.14637,9690.663926,20981.09002,40451.48247,41283.31143,29368.0962,33239.9711,18150.10123,14504.3169,28354.02955,30528.03744,15820.13691,19962.74954,34422.74446,17577.84013,24665.99394,26301.50738,48141.10643,56271.66498,33416.4185,39504.55661,Neg
1361,N237T3_1,1.063831671,-0.089269893,-0.358599096,0.722421777,0.331736006,DOWN,236.8609428,236.8606039,236.8611507,3.085316667,2.450483333,3.357166667,37,16,16,22165.172,257133.5341,116813.139,241705.094,126380.3874,155734.2085,223331.2521,204572.3779,252053.9801,318309.4384,275094.0165,56839.23813,135119.0693,295055.7203,219452.6295,542705.1541,275294.5041,346555.5852,413366.5763,262769.4125,137883.3825,333381.3091,254099.9494,258777.971,183732.3847,243362.9284,206855.8871,141750.8002,81685.45388,179562.281,233110.1594,358420.7734,160957.2578,159502.3454,99359.40821,585719.0526,387003.543,Neg
1362,N565T3,1.046508686,0.065584286,0.344677681,0.732796551,0.336253038,UP,565.0454538,565.0429321,565.050685,3.49505,3.389616667,3.785016667,21,11,9,55895.566,244637.2783,85989.01054,256015.0366,100201.2604,330684.6163,116689.6612,289205.4264,311432.9065,188071.0591,360689.0461,229931.7137,104981.0832,227006.3447,367777.5262,294108.0659,238592.8609,131655.6751,250738.0607,154455.7345,318176.6717,136017.8244,151970.0022,290867.4925,155558.0968,311146.9292,166620.3146,63283.67837,330503.2001,358157.5049,291954.579,397270.5441,397024.0337,305939.6631,307920.7952,230120.2403,201885.6874,Neg
1363,N304T4_2,1.043715315,0.061728255,0.340898215,0.735886203,0.337423023,UP,304.113459,304.1128587,304.113992,3.556741667,3.490383333,3.799266667,28,15,13,4371.049,21373.02674,6134.692531,22307.35535,9086.030908,18317.90924,28598.37878,27503.1194,30168.89368,15244.43124,7760.883648,17318.406,25904.72352,25707.29264,23714.35448,24589.8678,23182.62829,20505.6828,11950.50289,20703.81332,20797.54015,21848.79635,11331.918,36602.7634,36193.70414,16755.92222,11284.28573,17316.19436,16358.70495,41070.44812,22053.69432,16914.27367,14228.4479,18165.54223,23338.67163,28158.11243,25296.2061,Neg
1364,N147T2,1.077661525,-0.107904123,-0.33954295,0.736609443,0.337507027,DOWN,147.0296576,147.0294826,147.0297737,2.19325,1.184836667,2.864866667,49,11,15,51147.801,1676597.706,1072366.279,1555773.931,935954.8503,1737219.29,1051969.993,1449966.505,782539.4254,1447641.651,1822734.283,1035731.804,1372919.546,1687318.688,1629331.557,4634037.745,840784.8283,3770403.717,764761.4361,1952019.777,846183.0507,3783399.239,917145.8636,840517.4903,1728527.506,2410031.92,1942583.3,735377.3662,753762.1052,1266588.739,1674880.187,1039913.483,870426.4367,1669584.41,1241349.936,3364947.346,653347.5608,Neg
1365,N436T24,1.074155283,0.103202568,0.338089118,0.738076703,0.33793156,UP,436.2829211,436.2796921,436.2868533,23.74633333,23.6295,23.9735,38,16,15,72612.883,206499.2766,97005.29885,221812.2888,153013.1236,211570.4482,345336.2266,92939.53764,109505.5253,242651.1175,141168.0489,256100.5408,300606.125,257807.8206,404582.4554,155399.312,112798.5093,190061.1992,80395.60254,282686.1215,120379.8346,37792.81975,333783.4137,77271.43143,21443.42242,243054.6691,296704.2319,379399.0727,216977.4746,469496.3567,28201.2016,80149.33636,147059.8588,260150.0932,515300.8981,201838.6872,240373.6532,Neg
1366,N125T4_3,1.166957285,0.222751753,0.336322043,0.739103365,0.33815389,UP,125.0072432,125.004009,125.0104744,4.303483333,4.258433333,4.432183333,64,16,16,59918.672,237649.5876,290901.3208,277326.9174,371568.4025,55108.46123,706329.4488,475506.8206,45247.30182,36551.33011,41390.02107,49951.91352,58747.01771,60140.19045,716521.5393,658850.4036,686458.4925,38629.42863,49777.64871,58686.60453,64496.77946,66645.94316,68772.88753,67572.78112,70881.36299,61852.88957,58856.33544,802343.358,73905.57644,78645.74411,849001.07,63345.18861,59549.4263,996775.5044,87837.74351,92134.12001,939110.748,Neg
1367,N235T25_1,1.02451636,0.034943023,0.331942728,0.742368356,0.339399224,UP,235.1558988,235.155614,235.1561143,25.42683333,25.07883333,26.49983333,39,16,16,3623.823,136629.2286,24948.81737,139978.8801,31730.51973,139136.2436,151696.144,142887.7136,112973.6188,141766.7412,155957.6906,97406.48772,149466.7617,145325.7243,157554.4384,153001.458,164230.4119,140688.4308,154098.7268,99327.84769,80549.21923,70671.26887,152441.4966,153786.1497,155132.8287,76247.46012,154730.7738,161054.3187,157764.722,159281.3393,146482.2628,142513.4791,84087.96712,160071.7775,158827.5168,149730.7293,156837.9902,Neg
1368,N256T23_4,1.13456832,0.182143486,0.329833839,0.74381764,0.339710668,UP,256.2246157,256.2233497,256.2255189,22.882,22.84783333,22.92733333,17,9,8,1430262.25,3574968.82,4129848.668,4056046.368,4120923.882,8358597.157,8938803.898,74146.82581,8656127.001,6957354.355,90315.80676,48542.89694,7611986.765,8453977.933,70994.76877,90852.61807,107744.9622,52608.34304,53480.74024,33985.16131,7599981.888,103372.9971,134338.1353,7058664.073,7706066.764,82296.50376,8460401.859,50911.89911,8268779.196,7805422.381,85745.40222,7790444.56,83144.43185,41764.14821,8326307.863,79122.98251,8819958.696,Neg
1369,N284T26_1,1.060796373,0.085147748,0.329080379,0.744383084,0.339710668,UP,284.2330671,284.2327775,284.23335,26.0195,25.48266667,26.76416667,58,14,16,2080.641,40201.13464,21294.0735,42645.21783,20715.45356,23930.60248,36955.65596,31765.9426,28660.3699,20662.18987,42328.32435,45527.9363,68177.60532,22589.61615,23756.50183,39656.38068,98550.8146,68787.81779,32264.31799,34414.96032,25189.11818,89430.14365,39221.044,42357.93574,48476.12855,31915.97165,27540.21667,44894.03201,34199.75114,27556.99173,26389.6864,50040.08211,41990.00632,93603.05953,31509.54781,26646.34806,26552.53993,Neg
1370,N256T23_2,1.033707571,-0.047828114,-0.329032352,0.744680265,0.339710668,DOWN,255.6764498,255.6759262,255.6771481,22.89716667,22.858,22.96383333,13,4,9,4288.415,15590.99446,3550.193136,15082.59676,5059.144889,21675.7287,15431.40408,20601.33084,17531.73082,13496.01517,14877.11218,8789.389259,17442.80127,13545.85601,17744.11289,8899.6419,17242.76951,12544.38598,16820.02073,16635.49544,16178.11651,11888.00635,13150.80164,13885.31707,7374.618432,15149.93034,23309.65422,16414.07127,16588.33609,16140.80791,18952.22467,15415.59482,13414.60327,16048.41027,26192.98943,6195.381875,11200.80049,Neg
1371,N169T4_3,1.044956878,-0.063443408,-0.327836352,0.745624574,0.339817475,DOWN,169.1056571,169.1055702,169.1058861,3.617133333,3.592016667,3.86995,17,8,9,4343.921,29360.80298,8641.384446,28097.62163,12761.92415,40781.3622,24318.38367,35581.58629,23146.26949,40700.62687,18489.6282,38356.09651,20304.06058,35529.53512,23143.48157,38712.99875,22206.98329,34545.16296,20302.45847,35196.56729,18457.64644,34834.86544,20379.42432,29075.30959,20465.02737,16860.40041,19107.91905,30896.73462,17624.43043,36159.66007,15751.82219,53861.66069,55612.26559,24552.9903,18637.59665,17531.70482,38210.13452,Neg
1372,N97T17,1.05119413,-0.072029124,-0.326522867,0.746536682,0.339817475,DOWN,96.96954534,96.96945623,96.96964225,17.41791667,16.75583333,18.2605,40,11,12,3848.215,73793.48854,35857.68655,70199.67715,25543.0524,184820.5619,69329.65687,50054.56987,53049.44667,41747.59089,79411.60321,96397.93823,49145.62945,93327.83878,60635.13364,54299.33454,111869.7461,64946.96393,53551.33703,74249.33827,43859.12726,38148.44216,54284.22652,123126.8005,49006.03319,57174.55472,64710.0268,79528.61042,54148.00551,66295.84903,58958.53615,91939.83793,70720.30781,77287.31738,127668.2544,67094.07235,43103.95952,Neg
1373,N128T7,1.017908861,0.025608394,0.327823418,0.746545598,0.339817475,UP,128.0352136,128.0350608,128.0353223,7.248666667,6.866233333,7.849083333,17,2,9,4523.122,110571.1799,8781.02593,112551.3837,22509.72831,125336.7955,103769.3637,119192.1741,102891.8822,117023.6554,98925.36889,116163.2542,103264.3896,129254.0545,103095.0853,109921.6971,106868.2564,103085.6778,107772.6701,108725.0607,113849.4919,105922.6813,162052.2336,126715.3387,116127.824,99931.28003,120382.7185,98372.23624,102224.8475,111604.5068,99155.89352,142784.5766,140292.6277,119764.927,92776.22243,88811.56252,73902.66281,Neg
1374,N157T5,1.039461628,0.055836502,0.323727838,0.748390196,0.340409181,UP,156.9905958,156.9902649,156.9908291,4.810125,4.026366667,5.716066667,46,16,16,29021.871,330667.0081,114117.875,343715.6667,113895.6473,244444.3599,504418.511,262085.4703,420509.3082,195432.7095,504496.5356,135965.8565,206589.4577,260757.3308,387687.4249,445580.0414,385130.8894,319882.4177,426343.3345,236066.0073,355282.4756,255178.5415,350340.3643,316055.3278,397741.8994,190047.1821,225350.6127,314862.1767,410908.9146,222873.259,283792.4268,202657.0161,359138.4271,574588.8046,457531.6141,424634.861,513749.2395,Neg
1375,N268T6_1,1.245738095,-0.317000787,-0.321110046,0.75070818,0.341215191,DOWN,268.0701076,268.0643904,268.0710034,5.5149,5.444183333,5.571133333,33,14,11,72652.383,140557.9365,289004.4146,112831.0493,189127.7392,38372.05159,47076.65178,35914.2385,31314.24533,25024.45658,21869.84535,929832.5074,39542.54202,45513.52043,22982.06693,39669.95168,56611.35947,21982.3453,828065.6671,38294.04408,26861.49003,99242.82303,107653.6867,238873.5669,234689.704,30235.07122,42830.53628,770435.1612,30189.91828,50680.43435,41134.00683,25907.51505,21370.22184,52993.22113,16678.73336,26260.42667,16121.76229,Neg
1376,N257T23_1,1.110250053,-0.15088464,-0.319247694,0.7517516,0.34144113,DOWN,257.1756376,257.1755314,257.1759852,22.90366667,22.88216667,22.9915,15,7,8,103701.648,338073.3799,299580.8254,304502.0165,295265.483,12477.6882,688272.1465,14576.71677,662767.3445,513778.2738,626387.2157,507528.8459,608891.5855,14578.13441,12174.81595,489927.6967,22123.67278,587777.2817,17189.50742,6044.43301,624678.7189,16377.43177,599932.9129,542678.9565,588202.508,20394.32731,18136.08447,590689.4025,639332.2373,23514.77095,20478.43444,600899.3115,561088.5,23757.41946,595198.2199,17248.13923,14103.60794,Neg
