,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
279,M381T0,1.207150575,0.271605643,2.39431728,0.021871041,0.107669295,UP,381.3718204,381.3714705,381.3770064,0.228133333,0.106900667,0.714388333,28,13,10,840.4685059,10434.16877,2030.559483,12595.61283,3600.199792,10764.13534,7954.998062,12404.38016,10166.20659,11382.43017,13290.64521,10815.62538,12035.56638,11298.55577,5549.382417,11690.88067,9295.309341,10097.03337,11825.69077,7941.691944,12756.88478,11006.85238,12230.15068,13034.20033,11853.44181,8096.996861,8515.859458,12041.42596,7612.74307,20939.61545,12273.81139,11996.46096,12552.29502,20074.11509,12572.42248,10879.25343,12370.79197,20756.56179,12244.02554,9187.181256,11052.82519,9571.31558,12373.34476,16302.13279,Neg
280,M140T1_50,1.220747918,0.287765317,2.412191652,0.021982788,0.107669295,UP,140.4844357,140.4772333,140.4907161,1.142648333,1.088903333,1.158813333,20,13,5,803.875,2954.458072,806.6842004,3606.64854,844.5406229,1891.343463,2708.504089,2759.698875,1694.460093,2488.464818,2796.442889,3609.921455,2795.814298,2766.959918,2433.083096,3096.766258,2538.194292,4062.233431,4189.245452,4485.738647,3176.197735,3271.460677,3113.738137,5084.517406,4343.888235,4089.248123,4288.404784,3663.894725,2864.469979,4774.751557,2434.805332,2491.942452,2729.121938,3393.996028,3767.262824,4835.200768,2645.470408,3816.72494,4574.864791,5018.907991,3051.93777,3154.371924,2554.515357,3419.871077,Neg
281,M181T6_1,13.60092737,3.765633119,2.456791449,0.021983179,0.107669295,UP,181.0542168,181.054054,181.0542911,6.061566667,6.031416667,6.095383333,33,18,15,57608.668,12779.12451,3454.463601,173807.9443,321070.7358,8512.282441,11079.39665,11613.13141,11829.59628,15490.40632,20869.23284,7723.340407,11443.68645,12596.83448,8918.895553,13280.10314,14727.85945,11453.50965,16818.7222,15329.87038,9248.067102,14021.52389,11456.96005,307398.6569,345349.2406,368248.9583,1026791.761,10284.20383,11308.91402,943533.2041,8864.761287,8006.499009,39443.85936,50877.40438,40779.08891,9583.524792,13586.09017,13585.03603,8871.428796,10165.87693,10103.50007,891387.4101,8906.16795,9588.524821,Neg
282,M181T6_3,14.24284151,3.832165094,2.455356131,0.022051794,0.107669295,UP,181.0892191,181.0891027,181.0893497,6.0636,6.031416667,6.09865,33,18,15,57608.668,11714.89109,3639.37888,166853.3371,309501.3381,7459.713906,10469.49736,9985.488665,11119.44492,15321.17509,20233.6276,6336.301573,10356.76471,11886.69838,7405.357885,12829.4792,13493.30547,9551.405223,15446.57971,13828.52672,7731.063943,12858.47221,10290.6264,294279.5707,327691.5343,350023.1051,988029.3062,9573.708888,9409.879576,910302.3367,8293.425713,7326.978179,38793.63013,50626.79932,40356.15141,8369.477249,13105.84645,13228.74568,7784.639266,9751.464029,9678.793811,861912.5676,6573.8255,8488.14299,Neg
283,M128T4_2,1.328522463,0.409822621,2.397559566,0.023337845,0.112058571,UP,127.9959579,127.9958935,127.9960033,4.42345,4.372016667,4.493433333,39,24,15,2144.976,9783.525581,1719.621739,12997.6335,6196.77499,7496.427136,7650.486713,7307.884047,12238.43481,12474.81154,11363.41572,9599.446846,9533.256681,10323.53133,8873.763086,9141.181822,7940.873185,11617.10087,10501.73071,10690.53923,27157.48344,28425.18254,28283.01591,10885.86765,10837.77132,10748.4764,11975.71709,11564.27606,12337.36802,9705.120532,8733.021069,9006.484635,12777.64802,11414.46897,12018.25056,15519.24215,14810.13082,15424.18071,9097.286772,7507.199543,8705.788644,8780.287815,8304.401285,7924.533997,Neg
284,M128T4_1,1.361499921,0.445196898,2.379670502,0.02334451,0.112058571,UP,127.9174351,127.9173651,127.9175594,4.4286,4.386316667,4.4911,27,17,10,1380.043,5073.413039,1333.690161,6907.45145,3377.858251,2258.75762,3909.365697,4784.77864,6346.107381,6471.721025,6373.380773,3739.869201,4784.480569,5863.273419,4100.993786,4141.126643,5102.087512,4782.46427,7200.488369,6242.300678,14190.21817,16419.80383,13776.03591,4118.432801,5531.814368,6900.812591,5403.451172,6813.307946,6929.636956,4322.995853,4939.284426,5409.703362,5642.779157,7141.990545,5706.182952,8122.644779,8411.828526,8906.717771,3745.208551,4750.908135,5202.053412,3817.297782,4613.233872,4962.491924,Neg
285,M354T6,1.594919118,0.673483264,2.38109074,0.023363371,0.112058571,UP,354.0709868,354.0707935,354.075372,5.577833333,5.495116667,5.768583333,37,23,14,33188.992,73752.92709,30999.86293,117629.9535,81313.9925,38234.72504,44763.03683,33869.45003,124622.4824,143636.6452,96559.98362,81821.60288,97907.64388,53225.29641,54290.36573,61794.00845,71337.72041,69859.17787,73128.70213,61243.06555,242419.4975,286014.3206,251858.4642,33333.21159,35555.13735,27234.39873,175279.3602,219813.8077,292721.7547,52974.65913,67637.01257,73521.95932,114983.0984,90276.79662,126383.7567,111778.088,57834.29779,92345.38945,90426.94907,78929.98049,96139.87939,62239.81998,70074.55175,73342.69182,Neg
286,M141T1_15,1.43743512,-0.52349684,-2.365918711,0.023365846,0.112058571,DOWN,140.8057862,140.7996681,140.8126104,1.12739,1.08799,1.14818,18,13,1,2654.933,13365.96959,4287.238306,9298.485483,6444.128436,9294.051975,11113.90981,13731.20823,10428.88927,10717.98123,10853.8302,13100.07021,14640.18682,16202.15081,20139.90418,20945.69576,4043.523739,15559.49481,13387.16454,16331.48233,12369.21516,13060.38605,11865.32591,5586.4291,4713.469903,21029.02388,17461.31879,3318.686216,2397.784746,4097.392298,3611.020165,4936.491571,12325.39408,12452.61044,14858.97721,3741.644613,3837.047323,3509.670124,19892.43608,3997.213318,3072.632928,3914.168731,18166.46902,18948.84395,Neg
287,M469T1_3,1.390181858,0.475273622,2.393544635,0.023418174,0.112058571,UP,469.0289983,469.0268181,469.029508,1.121088333,1.064836667,1.235403333,40,24,15,206882.719,651058.5528,327908.1657,905089.7883,313523.6287,257347.3809,415567.9525,410313.4959,327301.5583,328471.2902,260427.189,736531.0025,786825.8868,811351.3561,1174177.538,1267965.596,1061807.795,656332.3505,618941.8503,652516.0501,401905.4905,498512.5781,452809.3314,1450717.39,1265333.265,1252591.729,974429.7551,840716.9738,861605.2808,1393522.785,1152355.822,1152294.475,450572.5549,546085.1524,471418.8465,1153278.481,1034690.861,1114036.912,738470.7379,950576.2777,987115.8502,760831.1358,822896.4228,995386.8111,Neg
288,M107T24_2,1.254498576,-0.327110833,-2.423144601,0.023439078,0.112058571,DOWN,107.0502996,107.0502053,107.0503465,24.13858333,23.98816667,24.28683333,22,14,8,1530.079,32518.25738,9093.655517,25921.31868,6750.772415,43140.73363,34560.21802,28993.69504,35418.66192,37788.22986,24825.8504,42296.86572,28550.89948,26788.93486,38869.64729,30617.90154,26939.94338,47055.88233,31809.85983,10116.53741,22833.70565,8167.553051,15691.12911,24205.53008,34531.15549,23696.71094,33283.97206,20305.37842,23225.36081,30613.82373,27716.56563,25849.86523,27609.57776,29110.51624,24173.42727,43088.75371,27401.8455,23209.61113,30207.95748,22563.23825,22851.44812,32587.93846,26950.8316,22235.75263,Neg
289,M279T26,1.320219066,-0.400777338,-2.413069966,0.02357608,0.112323546,DOWN,279.1598017,279.1594186,279.1602822,25.63308333,25.53616667,25.775,32,19,13,1955.537,19877.80398,6568.67087,15056.44366,5174.364315,33542.0683,16979.23078,12532.92837,25748.85223,16622.24542,9537.704179,28830.55346,19210.83316,14716.45898,27784.08485,21787.40703,15551.0681,20138.28877,18036.19707,17149.13899,24132.1268,10044.90897,11284.78419,18704.32956,20618.96221,17802.44878,16333.99279,13614.79808,6853.809732,23762.52306,14490.38916,6520.585965,19940.87015,11693.1654,14383.82192,20626.03868,13711.55428,9543.010989,20997.80704,10180.80282,13766.32344,19008.52536,8191.887774,15147.18066,Neg
290,M89T4_4,1.630340163,0.705173007,2.367949028,0.023693297,0.112492752,UP,89.04357381,89.04352284,89.04366755,4.462966667,4.4081,4.544433333,39,24,15,10041.713,17672.94253,8881.643115,28812.90799,20123.54623,11565.98684,12563.77551,8491.492401,31740.08246,33275.60975,30826.47963,18819.09816,17705.20724,16570.72341,20209.99722,20208.49369,20392.73998,9099.846156,9063.072696,4561.532745,35316.70578,40743.53126,36387.45861,19983.50546,14507.53984,22390.5571,59531.7132,77166.08551,78286.46734,10260.83833,7520.720067,9753.002802,41686.85221,40312.66936,40930.01338,23971.16972,23813.20539,25384.90571,13583.56209,12175.55632,11116.82035,16372.83067,13848.80194,16465.27942,Neg
291,M327T24_2,1.170120311,0.226656875,2.408940753,0.024161798,0.11429127,UP,327.1787481,327.1784876,327.1793413,23.97241667,23.941,24.02033333,38,23,15,12590.515,47383.81596,11169.78626,55444.76548,8313.653773,25716.91259,52894.36942,44326.91946,47057.27814,49302.88336,31032.53404,50585.04932,53332.73792,74527.23548,50863.93597,42686.214,40467.40151,44115.33085,46921.89026,56926.54708,61678.61344,46565.29254,55521.71591,53507.66978,63345.98105,55447.94341,58024.35382,53300.04762,36688.0045,50892.32475,46328.72016,60199.10124,57537.12724,58762.07739,59025.58782,55702.45977,62633.12619,56722.20865,50520.07371,48503.06853,67902.03209,38403.20824,61169.24309,72294.3905,Neg
292,M103T4_2,1.296970519,0.375145687,2.38754602,0.024238116,0.11429127,UP,103.0593957,103.0593711,103.0594267,4.415583333,4.3684,4.481816667,39,24,15,29121.594,203048.4229,28052.33817,263347.8185,118530.3422,157121.4355,179592.6886,183239.7903,194440.3679,211434.9041,222835.5274,203558.5864,202069.5856,216161.5322,167630.7623,179641.6322,269049.8166,208584.6688,218581.8623,231783.1832,445786.9037,642055.3642,546181.0966,231826.2416,267095.3649,274898.2003,227779.3602,241421.6621,248819.9618,180103.6561,196394.5806,198057.8216,196905.641,217516.4677,223463.2317,231247.2825,282820.364,326177.0842,182822.4826,189301.0202,229223.1698,167978.9346,179774.4983,192697.2544,Neg
293,M237T2_2,1.775136903,0.827930294,2.346911079,0.024464446,0.114964781,UP,236.918314,236.9180721,236.91883,1.993175,1.535283333,2.533966667,36,21,9,3296.392,33257.10203,27998.66084,59035.90912,40513.62198,2772.010807,60866.33883,66237.30931,2113.61688,24844.23437,60419.74053,2285.792614,11577.97857,22086.36942,2001.616644,54865.47487,68876.82167,15046.659,75708.32613,29154.24086,24800.90332,19526.85863,48450.45959,64965.91232,154819.4376,158477.912,14602.06232,67951.61844,84889.64655,12507.8935,48491.01443,38687.85169,59950.41707,52942.68565,57285.28911,18499.30658,70518.04812,80208.30751,75036.18378,101874.7924,26068.81874,18433.79733,18288.80444,99583.79785,Neg
294,M125T1_3,1.033880947,-0.048070066,-2.355341911,0.024558933,0.11501625,DOWN,125.0430755,125.0430407,125.0431258,1.08478,1.040393333,1.106693333,39,24,15,18993.375,170388.8185,6758.604753,164805.0668,7861.074315,172857.5513,172350.6123,169482.4331,175448.6537,165714.689,176012.5638,173260.7403,174078.4054,173314.1034,161177.6211,156310.7823,162191.67,183340.9803,169392.0315,170899.44,169597.2237,170128.9468,179763.9665,161622.2453,149578.8651,152004.9996,170261.4219,160523.9467,168236.1809,158072.5772,161311.423,161526.1726,174981.1573,172843.4811,178752.6724,168471.732,152118.1041,162889.738,159840.0338,161294.9668,162431.9572,164480.0264,164431.9494,170157.8162,Neg
295,M195T6,1.473943429,0.559681153,2.33959085,0.024827914,0.115881809,UP,194.9463888,194.9462893,194.946453,6.022133333,5.792816667,7.7882,23,14,5,4289.359,37634.89632,17511.33315,55471.70811,30072.21919,10617.86187,13746.12352,15766.2341,55825.91636,51199.84364,56729.03621,34991.73945,43257.09139,20900.96581,27335.20267,27840.2846,36882.9119,50891.70744,60185.17834,58353.34748,96206.01354,107423.9353,74812.08593,83026.78857,51185.51804,59152.51111,42150.34881,71743.84583,49937.04306,28956.04924,46392.96803,35852.43056,80923.3595,100730.2754,114319.5623,58160.84614,31698.10186,66829.94925,20114.4417,21186.65092,26993.3721,19516.95618,23178.52306,20829.41833,Neg
296,M157T2,1.690286869,0.757268116,2.364322314,0.024970596,0.116098458,UP,156.9906823,156.990601,156.9907477,1.648783333,1.207566667,3.2306,75,24,15,98190.391,584511.9437,232615.0247,987992.8635,782541.2572,585104.9755,299629.3388,317993.6046,576653.3123,319388.3531,599608.5897,374817.1846,882126.751,1000190.243,272891.7862,761911.3309,502491.6846,776361.175,788236.0769,710274.749,442269.0768,228527.9036,1216310.771,958833.1883,2287681.629,3632898.013,506670.2157,1246450.953,1359218.805,396926.5994,576155.1775,621929.7155,504181.1637,385333.9639,561239.8951,363475.0812,1066693.371,1174684.521,820381.1152,420039.8851,1895282.937,638947.1836,577884.8626,1829812.696,Neg
297,M322T4,1.505318361,0.590068636,2.365928191,0.025094135,0.116098458,UP,322.0432367,322.0430047,322.0469319,4.277716667,4.131933333,4.525583333,43,24,15,24318.84,34260.57964,9271.242034,51573.07957,33875.40701,25220.84734,29496.87722,32090.65498,37724.9161,45006.20471,43259.02213,58649.67196,39411.74033,33344.2038,25806.15106,23943.64738,28118.55656,29271.49101,32917.77253,29646.93743,138454.9609,104783.7506,124363.391,7834.719298,11073.29623,9092.119034,41781.19415,46716.06118,49410.12512,39685.75905,39107.47412,24204.75468,45105.96332,85320.01053,37672.37937,67294.06346,47382.20966,83199.31103,46768.37471,49921.1539,51286.93612,27236.15544,28980.37954,31079.36716,Neg
298,M255T24_4,1.144468369,0.19467759,2.33254931,0.025224829,0.116098458,UP,255.0883572,255.0872956,255.0884612,24.004,22.99066667,24.368,38,24,14,8446.742,76524.63467,11512.07305,87580.02385,18085.64699,71976.0473,85203.58364,48906.1104,93180.1354,78865.85906,70089.9352,70717.19721,62117.0787,72261.00459,75825.16726,84143.80428,90430.97463,88182.3518,81203.99839,74766.27219,70305.87058,85130.22783,70788.81202,125716.0269,94588.46473,81616.16973,81257.1938,84833.43559,83660.01779,94934.06534,98022.8608,92824.67835,92171.13197,89718.21922,90936.51814,89562.10504,75347.23626,76770.79418,79811.93764,86151.39921,53386.23827,146062.3616,74506.72484,83818.08258,Neg
299,M237T5_1,1.345485888,0.428127259,2.335704831,0.025280143,0.116098458,UP,236.6958352,236.695188,236.6962858,4.653316667,4.5866,4.8113,20,14,6,1198.349,4520.260116,1365.919476,6081.946195,2782.788212,2653.337568,4789.664925,6455.094853,5448.046757,6727.4872,4192.563484,3295.949497,5556.924685,5987.474094,3620.313927,3739.281038,5630.896369,3398.916659,3705.412112,2602.538577,10249.3948,10083.01119,8516.39244,1058.843875,281.4977419,999.1286239,7321.868102,8515.822944,10700.31219,4520.269467,5237.250966,5982.94898,7238.089479,7100.384739,3797.732472,5815.015291,7790.518983,7151.38082,4900.202175,3670.221634,6767.675935,4772.690509,7005.450946,6490.604385,Neg
300,M236T5,1.615734567,0.692190212,2.331377664,0.025303204,0.116098458,UP,236.3206426,236.3202735,236.3215309,4.6831,4.599966667,4.7507,13,12,1,1189.21,3400.418649,1960.335729,5385.347619,3353.862917,1219.736446,2522.544833,4403.39745,1549.593724,3655.24612,7139.772054,1928.283442,4792.742572,6305.393575,1435.226121,3537.879351,5911.912567,860.3866167,2710.18491,3033.979958,3689.603067,5971.440082,13771.85326,0,936.9390591,1112.815142,3184.67637,7350.422574,9171.423876,3273.146465,4840.710882,5804.958708,4902.528741,8736.399319,11514.70976,2291.309038,5454.041312,7680.875318,3437.065926,5365.851726,9076.67607,2832.635921,3935.500523,4912.75972,Neg
301,M93T1_1,1.220549185,0.287530433,2.352014385,0.025427723,0.116098458,UP,92.92800421,92.92795589,92.92805454,0.9535,0.910658333,1.017793333,23,17,6,2083.624,8369.237978,2378.636974,10215.06659,2393.467322,5931.564435,10824.0981,11053.03218,5319.584652,11392.29815,8493.173916,6272.246252,9961.857992,6894.080614,4398.611965,9765.464759,10548.7853,6559.512731,10761.22654,7363.032081,6896.109192,11843.09602,12153.82472,7581.255166,11849.57147,12469.07058,9524.636177,11046.96991,10331.3845,4422.489495,11936.1903,11873.62653,13184.75594,12827.28865,11101.36577,6673.543108,10003.26575,6734.172639,9137.588528,9510.338462,11492.52992,9176.505755,9538.47159,13853.54799,Neg
302,M218T4_4,1.513966575,0.598333354,2.334352713,0.02546457,0.116098458,UP,218.0801633,218.0800558,218.0802196,4.466516667,4.428283333,4.52865,39,24,15,13195.536,39099.84103,16956.4594,59195.85242,36313.17121,21924.5233,25875.14011,22609.85666,55007.04745,61442.22513,82170.10795,35506.06412,45866.94684,41762.54826,33982.65368,41947.22443,41052.79096,20611.58222,28703.93677,28034.96755,65201.4237,90219.40996,72700.28882,25891.42216,37684.8307,32603.89499,109891.3585,141296.6379,142890.8812,23980.35162,27289.32752,27084.29977,75976.70702,99567.99009,81640.84996,49829.24287,63225.42104,65173.84383,26714.57883,34780.0405,26583.13335,30645.17497,35187.4353,34641.91334,Neg
303,M428T6_2,1.589515329,0.66858693,2.369582511,0.025607877,0.116366506,UP,428.1429378,428.1423652,428.1490485,6.084883333,6.003916667,6.18465,47,21,9,2274.036,8101.996331,1776.864224,12660.59469,9152.725606,5964.826216,7967.003465,11480.82386,7935.365809,4648.924174,7340.49816,6672.373918,8542.262215,9234.645786,7362.350599,8761.984975,9833.164617,6634.262307,8662.020449,10489.43841,12075.52163,18518.07014,27621.68509,0,0,241.9226094,5143.066626,13635.6534,16938.34731,6912.774318,8444.902932,9905.739809,30008.25,22148.613,35703.55578,8869.538019,16682.99225,16033.55617,9256.437702,10847.49096,9351.65694,6256.999971,7367.501596,11889.99642,Neg
304,M427T5,1.664200026,0.734828847,2.333970217,0.025815856,0.116925703,UP,427.0258161,427.0217797,427.0289007,4.515683333,4.329616667,5.196766667,42,19,12,9401.609,23273.03756,11805.90887,38730.98971,28805.22701,16555.35704,34495.96258,30987.67311,51469.43246,25556.54551,18552.35785,36219.56465,22309.44697,25880.63057,24684.41369,17397.60938,8821.488683,11308.86987,5388.465445,19467.7456,66334.77636,121134.8724,100963.1933,5343.494947,14528.74963,14200.96376,18233.27649,59574.67819,50485.89824,25384.05683,37949.64099,52033.46123,31932.04291,45793.79789,17895.82282,73879.12855,32993.35885,26260.20094,21652.7161,36232.0018,21518.39653,27376.23885,20990.77071,6852.214753,Neg
305,M469T1_4,1.422733096,0.508665038,2.334122831,0.026212005,0.118219821,UP,469.102029,469.1013567,469.1024292,1.118258333,1.103016667,1.147103333,26,18,8,1240.318,2770.917578,1491.116281,3942.276144,1576.95315,771.3134183,1937.103242,1686.197916,898.4204469,1070.401129,1462.70097,2283.935673,4103.507875,3942.466307,4081.271613,5067.076329,5254.76295,2469.721405,3167.071229,3367.813161,1604.059675,2158.023961,1555.38647,4920.698635,6515.204985,6217.123567,3812.663783,4000.830145,3004.583803,5395.694518,6703.090755,5073.044509,1659.625026,2806.892959,1696.126757,4739.835893,5806.930704,4629.796987,3109.576669,4298.975865,3740.989555,3324.418838,3284.633154,4556.420239,Neg
306,M428T27,1.469943366,0.555760572,2.329353983,0.026273303,0.118219821,UP,428.1258187,428.1192841,428.1262254,27.49683333,27.34933333,27.58616667,41,21,14,2517.232,16184.37234,5524.024333,23790.11075,14389.17661,13502.78382,13369.84639,19735.77931,23772.32927,18411.91767,28123.94763,14028.38453,16477.37389,18915.61324,15917.0375,18019.59415,16792.1125,8100.379535,10205.74128,7392.744402,53134.5019,47347.5916,51845.42819,3366.16904,3735.059516,3665.572584,36316.88871,36971.84542,39412.44902,14076.80616,12598.04055,17279.80685,18837.55123,17531.83636,17803.78503,16336.56243,28711.602,23886.1853,7909.16705,21195.6982,20948.50622,21072.99468,28386.97225,28591.63784,Neg
307,M482T25,1.69236534,0.759041045,2.326139464,0.02650217,0.1188612,UP,481.9887959,481.9873466,481.9956639,24.70141667,24.45483333,24.98166667,52,21,13,9130.748,31583.82315,15742.42909,53451.36761,41526.82436,24925.58007,35568.21811,12509.81525,18084.52322,66227.59842,48589.22421,31171.44906,54330.27954,43903.21379,25780.97962,32066.99097,15219.47897,30552.01921,17757.31528,17070.66151,167499.2402,79155.36417,102037.7507,7335.570084,5020.334471,8392.160995,28006.62264,97399.97424,112309.2435,19544.64469,16591.91558,43994.11244,66902.19623,38532.28477,32146.01032,47884.50297,97116.61507,99524.03387,32990.7116,59289.5885,21050.93105,18191.43986,57015.12694,24902.44785,Neg
308,M231T4_1,1.932333688,0.95034425,2.357049518,0.026725966,0.119415202,UP,231.0308489,231.0306766,231.0319452,4.371916667,4.3167,4.710066667,33,20,11,6691.235,7584.221179,2093.020845,14655.24608,14456.25359,5888.02219,6738.042411,8897.430053,7012.69976,9733.389674,8827.723721,10054.9382,6232.206654,7598.453232,6290.334359,10000.30464,6395.600356,5192.721371,11118.75609,3782.694984,71808.70093,33730.63289,18803.90057,8004.191893,8002.250215,5055.059483,7755.051034,10548.20923,6705.36824,6402.360941,12307.75177,6705.778639,7560.008861,9716.779883,15587.20567,31320.76133,3719.540247,23256.8893,6819.553285,11529.5057,7243.363492,10508.63962,17738.7335,10895.6693,Neg
309,M95T15,1.265339976,-0.339525066,-2.405744887,0.026885635,0.119415202,DOWN,94.9930165,94.99297677,94.993057,15.00286667,14.49143333,15.24363333,39,24,15,1106.585,15846.43255,4982.68408,12523.45839,2462.942981,28928.2596,11216.34027,13337.55121,23186.95567,14115.83404,12847.90815,17229.99744,13201.53972,12486.09048,19552.08009,13665.10296,11760.00449,17539.15589,17468.93502,11160.73319,10237.58905,9873.037906,10254.89333,9948.918851,11275.33336,9579.145045,15734.35629,12900.25687,14931.84572,15022.49812,13495.09388,10963.90474,11959.49136,11478.95575,17981.14651,13291.73301,13874.4006,8500.940369,16089.78005,11972.1004,10841.26384,15159.54603,10755.69017,14441.08023,Neg
310,M263T1_2,1.324750456,0.405720624,2.327568368,0.026885881,0.119415202,UP,263.0117754,263.0113806,263.0120263,1.24331,1.215383333,1.294293333,37,24,13,7482.37,20240.17332,8570.44773,26813.17882,8594.913326,8046.674726,26338.27782,19685.38053,7745.443019,20889.30884,17311.60513,12722.46321,24532.56888,27614.88287,15774.56932,34007.22967,33404.63103,8391.933222,22473.39385,24664.23762,10932.58433,19376.27277,23257.85758,18983.64748,41651.97636,38462.37803,12223.27281,29229.83767,33282.15166,26104.60501,29676.60797,39800.40769,17156.92456,25062.60731,24732.35177,18863.57458,31576.36217,34432.51901,27834.56888,27909.89303,34799.63508,14820.70618,28344.64503,35000.9048,Neg
311,M173T4_3,1.429077993,0.515084655,2.311386009,0.027171606,0.120045623,UP,173.0564774,173.0563766,173.0565224,4.4496,4.371183333,4.5129,39,24,15,43539.41,172868.0831,91675.04222,247041.9732,106153.386,62117.47064,69403.26803,65238.07698,261733.1078,290910.7694,301610.6867,196736.7668,191665.6586,194615.415,232961.883,243801.5867,253879.4896,76249.33761,73311.33444,78786.39451,222652.4555,240344.3853,245523.8203,68141.52971,82108.88011,89556.48349,432836.3547,468834.1077,466742.8612,176423.5583,189212.8717,190576.2698,323931.6843,320450.1059,343593.761,261845.7367,255897.2628,280328.3343,203784.472,190644.6225,197032.8236,216579.1625,230928.5082,231037.3051,Neg
312,M411T1,1.484800971,0.570269559,2.31056768,0.027326822,0.120045623,UP,410.9898107,410.9843323,410.9905493,1.21322,1.1621,1.366613333,29,17,10,8234.859,14976.2402,9076.161706,22236.736,10255.45601,2951.220233,7646.828955,21952.13752,2891.370049,16382.69501,13545.99338,8714.544846,21795.6245,28000.13458,11501.67167,28881.804,27440.78404,3871.225698,11672.67338,17394.89517,6557.913886,14718.80948,24727.01297,9813.193096,23739.50105,31506.76285,7968.040619,28575.67752,30704.06861,37838.34445,31999.65123,28383.63051,16786.27249,13046.02801,27917.01617,11068.87567,38427.1564,38251.54021,10382.43835,25015.8358,25673.17586,7264.429529,22458.90311,20857.38604,Neg
313,M155T25,1.444904464,-0.530974106,-2.373519855,0.02733824,0.120045623,DOWN,155.0714366,155.0713849,155.0714676,25.25966667,25.15833333,25.78583333,29,17,9,8091.288,462613.7865,208732.9647,320169.1172,129342.5905,416813.7107,436165.3153,150925.511,431034.4143,741591.7236,405227.5306,434607.4248,778991.3485,371982.4936,399625.4854,429373.959,773248.9302,220720.2162,755922.2918,192976.4428,346426.5033,381933.1776,312524.7263,214977.9658,442648.3366,419350.1877,171560.9451,320312.6729,162225.6248,213366.2716,383472.2506,225488.6328,203860.5817,223456.1361,157029.0561,221435.3726,416881.8801,191943.9411,408158.8369,717004.8377,355226.0296,422961.5073,419114.9655,352698.3727,Neg
314,M139T4_1,1.35769332,0.441157636,2.300888366,0.027487097,0.120045623,UP,138.9800122,138.9798956,138.9801004,4.277016667,4.221083333,4.33375,31,20,11,1823.44,9621.396633,4083.250464,13062.90594,5197.725557,17156.46001,12984.55679,10705.50176,12445.94809,17295.8908,12962.90277,5078.690539,7297.875461,7110.347264,6119.840738,7783.760511,7161.224309,8914.406474,5464.776232,5838.767751,17656.90035,17335.48798,20805.10438,16903.41723,5056.18394,15985.74227,22081.5983,22869.31162,20087.15295,7214.025787,9526.421084,8614.6984,12718.54665,13382.41118,9218.266774,7516.208781,10281.89483,10040.12036,13966.03524,8809.934656,13339.19624,14640.10984,7309.922816,8151.050889,Neg
315,M218T4_6,1.511038323,0.595540251,2.299651091,0.027497056,0.120045623,UP,218.1265541,218.1263076,218.1266027,4.465333333,4.428283333,4.544433333,39,24,15,12757.771,38852.3011,17434.37276,58707.31591,36093.49046,21540.78006,25063.19251,21842.47707,54620.57778,61829.24938,83149.65145,34487.57262,45920.50908,42521.79636,33052.5675,41980.72074,41323.95099,19848.0302,27751.50103,27851.93975,65728.76204,88985.49785,73020.91084,24933.67317,37088.19112,32179.42641,109275.4642,139883.5471,140847.6024,22979.2164,27839.77039,26260.03275,76297.81874,97839.1058,83224.46906,50352.49799,62480.10632,64695.25352,26505.87363,33972.61694,25661.78375,29781.10904,34859.76707,34283.08545,Neg
316,M140T1_35,1.499507061,0.584488315,2.299371392,0.027550937,0.120045623,UP,140.2068983,140.1984463,140.2130282,1.127326667,1.064836667,2.213316667,47,24,15,25695.6,101398.8302,59807.04501,152048.2618,76954.91499,29794.85763,75632.58838,126687.0653,32543.85116,69507.04136,115241.2071,62843.54206,115773.144,171196.1223,3397.471033,143050.93,219101.4039,69679.84747,116561.391,169971.9902,66288.04371,101561.6947,148778.3303,133411.0568,226073.2443,296393.397,3370.607185,133257.8821,196427.4664,119548.269,189628.9426,267363.3263,79752.7082,131857.3988,180056.9977,99727.22399,3393.106555,224774.0889,121134.0333,190983.7012,260988.9964,94043.61085,156394.8414,223949.3158,Neg
