,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_neg,29M_neg,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
1157,M196T24_2,1.107535593,0.147353063,0.933196503,0.356972335,0.424581522,UP,196.0980116,196.0977965,196.098155,24.091,23.98816667,24.13683333,33,19,14,1961.603,11195.47399,3416.873317,12399.38592,4611.315581,13391.32452,10948.15229,10521.9957,11281.22616,8923.17624,13592.0779,11888.80778,18634.07208,8099.904027,8252.205691,15359.26023,8312.713135,14038.41623,5136.547166,9552.230685,5688.363528,8797.023251,12749.49235,17113.4448,15746.77931,4389.978847,9036.380335,8218.777423,8550.76152,10508.42524,14746.79002,17415.7525,11632.5571,13349.88804,18604.61795,8467.92912,13550.43804,12786.76754,8443.411655,23633.00596,17991.38222,9134.92314,11031.409,15996.96324,Neg
1158,M201T1_2,1.093782588,-0.129326001,-0.93404083,0.35708582,0.424581522,DOWN,201.0768688,201.0761209,201.0770249,0.954451667,0.92392,1.262973333,28,20,8,18362.924,66753.66557,17590.08389,61030.10445,20152.50887,68813.21496,76335.0154,66052.23511,71398.81375,73534.34629,76037.04746,73702.20587,71785.64677,82195.16514,6811.058472,57974.45393,64136.66429,67493.11818,76081.5836,68954.41429,80024.32166,69176.76878,70144.79009,71891.57377,68222.40388,64372.33398,66657.79612,73212.08852,9764.714124,67221.16994,72981.05878,60401.17309,70896.72713,73957.06251,60649.42396,10502.06035,63574.31581,67675.59406,69896.00305,67781.13874,59517.16174,67147.82917,10346.65319,68708.34425,Neg
1159,M97T20,1.371389491,-0.455638372,-0.936103845,0.357867724,0.42479611,DOWN,96.96961335,96.96958761,96.96963547,19.607,17.62083333,21.443,145,24,15,8804.906,480878.1818,449478.2286,350650.3329,375812.5656,167948.5528,867479.9266,876345.0398,1497662.4,298139.9021,209379.6968,1059350.203,128597.1727,166840.9206,173477.2112,1015415.668,226727.3815,148670.0055,200274.6507,176863.995,1028781.741,152846.4109,184606.391,230453.5727,169416.7676,140893.7965,217777.8488,1184396.047,147749.2485,129561.5188,962215.0834,162043.9197,231204.5982,226551.3552,1114491.336,1000079.107,187676.0693,148382.5106,31572.96433,121971.0447,99016.45902,163697.6285,267132.4726,113090.0997,Neg
1160,M131T1_2,1.06008483,-0.084179717,-0.933856879,0.358362342,0.42479611,DOWN,131.0349408,131.0348939,131.0350242,0.986,0.92657,1.21812,44,24,15,9227.183,49746.67191,9452.29603,46927.06704,8708.40821,63178.03342,58887.62432,51419.42685,39371.17895,61357.68334,49704.83101,38945.33804,42700.21219,54927.01466,34638.61168,54421.02774,51743.69531,40291.11224,62101.26574,42513.02312,63745.73936,43627.70743,44590.07138,38278.6909,49143.90224,36745.20779,60531.86332,42512.16559,37435.20258,37484.07386,49398.814,51182.26654,57873.71103,40369.99732,52431.9937,33276.2789,50122.0513,52615.08937,57876.26865,54389.68101,50860.28055,33780.19862,38969.38963,49008.96403,Neg
1161,M80T0,1.11512802,-0.157209346,-0.930285933,0.358382888,0.42479611,DOWN,80.05032377,80.05027386,80.05037703,0.286851667,0.083361333,0.833311667,60,22,15,844.6368408,13367.59546,4460.69334,11769.84582,6241.589218,13083.73551,13337.24855,15659.00236,9931.162244,12887.10692,12024.04981,11018.24312,23511.14739,7993.599544,21207.23018,9931.812094,10255.57093,9252.911303,12433.13383,17987.97809,7514.889674,0,11620.3052,9696.66994,9329.851337,22204.9198,7104.486786,11823.98031,9807.417047,14471.97124,23663.03502,0,8661.672635,8318.162254,12660.26868,8978.571736,8340.256663,18962.29806,24612.50652,10928.71179,18142.14648,14040.12453,10362.82717,11231.22681,Neg
1162,M140T1_15,1.100440774,0.138081502,0.930538468,0.358500376,0.42479611,UP,139.8058156,139.8008493,139.8151784,1.129445,1.08478,1.16593,28,17,6,1432.322,3594.537804,1062.433465,3955.575965,1344.178845,2842.320957,3032.670065,4363.278038,2281.222715,2893.703379,4187.638558,3937.243087,3106.088088,2874.885536,2827.340028,3774.163766,6267.5794,4006.509084,2558.189534,4965.234834,3511.843809,4025.852267,3578.490045,2608.159382,7718.865967,3058.657322,4329.490257,4850.097199,4497.117125,2474.813768,2578.219151,6272.578026,3696.884852,2177.718392,3362.674798,2830.234587,5367.968342,6148.160806,3887.713815,3225.140424,3035.928485,4569.865829,3457.439183,3669.909334,Neg
1163,M169T4_2,1.184573384,-0.244367576,-0.92902026,0.358908679,0.424914244,DOWN,168.9810752,168.980791,168.9811418,4.192833333,4.159416667,4.50695,45,24,15,7689.895,26765.6555,10432.97845,22595.18562,17592.45163,18377.3378,16565.24332,23022.35775,33425.47928,34389.3012,30514.83271,45759.06865,41958.33188,43048.79417,18185.28657,18923.40872,19207.01743,18557.92361,18219.43136,21331.01797,65689.77183,68911.19767,57779.10481,6605.61403,8668.39896,10491.3703,14186.64566,11716.65638,10983.21754,19296.1041,19614.13318,22119.50078,30817.64798,33261.89566,32453.60285,16425.35781,12975.80135,14541.09034,12819.85713,11196.12163,10775.69766,16192.56168,18712.64144,16050.46414,Neg
1164,M125T1_4,1.040112707,0.056739868,0.925422902,0.361463016,0.427570695,UP,125.0607966,125.0607576,125.0608241,0.923579167,0.107316667,1.35473,38,20,12,10304.525,91868.47813,11407.02868,95553.57148,13129.03459,116856.0476,95238.61349,92479.92446,80329.49482,90649.6089,114584.6003,85308.07401,96416.62802,85192.37861,75852.82086,84163.38185,84361.48878,87740.09476,97910.01716,90943.99828,90997.22689,103852.2374,85142.68892,122928.5948,119182.7767,80716.59885,79466.08883,93868.41027,112579.5538,98127.72012,92987.11263,112469.463,89124.34793,87360.46412,105928.4777,87427.7465,87741.4784,81163.59975,91234.49401,91123.02975,88767.57588,84357.1479,87468.59725,119270.284,Neg
1165,M170T24_2,1.121074463,0.164882107,0.922735554,0.362309654,0.428024906,UP,170.0822857,170.0820685,170.082552,24.07141667,24.00383333,24.79483333,24,15,9,1529.941,12708.39809,4400.447,14247.06056,5979.225489,24729.28837,15799.89679,12257.44187,12260.49602,11067.05271,14486.93607,18109.64547,12107.32967,11080.00564,8575.484628,8804.69785,11080.84076,13956.41394,7607.902669,8702.538835,9957.238458,12919.94769,12696.01462,12452.61359,14503.12051,13075.92986,17540.13702,7165.189105,10837.50474,30264.77713,10711.86307,12310.15748,12698.93928,11333.13765,13383.22491,9241.464823,13302.79848,29494.95651,25679.18188,10916.00958,11917.41769,9601.828185,17166.52378,12759.47746,Neg
1166,M229T4_3,1.511848981,0.596314036,0.923302998,0.362501723,0.428024906,UP,229.0708771,229.0705732,229.0717659,4.466641667,3.649316667,5.3526,30,18,12,9519.839,63419.76033,63206.23916,95881.10005,152557.2824,23770.5427,27129.45735,31850.45697,83672.17642,53715.09754,49164.50283,20584.47559,44802.07645,280410.6388,74054.7575,49791.66616,28199.30131,78190.84848,59879.36991,46081.03693,28936.84481,23622.1316,31706.49665,101470.72,108207.0845,90630.86111,52511.25721,57286.64109,61705.70936,612563.5221,33137.13731,557352.1447,36109.53275,39285.40854,54268.34894,60306.64887,48160.07495,57322.92952,64111.39272,53166.79954,41417.22635,16863.03919,35658.60726,35345.84227,Neg
1167,M108T26,1.11572885,-0.157986458,-0.930881096,0.362779596,0.428024906,DOWN,108.045571,108.0455438,108.0456065,25.68933333,25.1115,25.84066667,30,14,10,4311.315,97569.72496,38009.96035,87449.3162,22915.59979,168347.469,67562.54974,77505.46809,147278.3599,74686.24764,93914.19334,90543.02918,183771.252,71357.26292,90285.13769,85742.38072,79267.24992,102028.5769,74307.43847,56949.259,84542.95459,76549.842,65439.71124,104840.3821,106751.5416,108114.675,107254.1756,74325.47156,66881.13342,69393.9407,70474.28378,93918.65364,90340.92003,86898.91222,70181.14635,150350.9883,71510.90375,74550.01507,80447.12826,105640.509,51232.14109,85466.78503,132879.2085,70798.16593,Neg
1168,M90T10,1.057830314,0.081108223,0.923156226,0.363801724,0.428688923,UP,90.00962064,90.00957584,90.00970802,9.61665,9.552666667,9.675683333,39,24,15,1102.198,10680.44471,2093.201241,11298.09818,1932.157547,10089.88516,10519.23495,11077.11374,12023.88261,9753.731682,11560.45955,9831.851134,10033.4174,10402.34568,8602.285795,8031.102326,10935.95795,8707.422766,11637.50191,17000.47801,10442.8989,12029.03516,9566.810072,9959.640395,11034.9378,11655.35475,11476.82928,15910.72095,10921.69699,9991.141274,9919.336658,15920.62818,11772.21991,9761.422822,11354.56073,8938.535793,10179.98676,13116.02968,7754.779127,13685.18988,10334.94352,12212.39302,11972.12962,11243.13496,Neg
1169,M190T5,1.126473248,0.171813052,0.919119672,0.364002081,0.428688923,UP,190.0540699,190.0537137,190.0542754,4.563966667,4.467233333,4.660066667,15,14,1,1893.557,4503.893011,1524.402684,5073.514988,2345.207212,3050.013318,2194.273779,2939.490222,6566.886356,5492.648692,8410.076685,4883.316299,4721.965265,4445.326584,4541.843949,3840.638658,4525.544867,3306.78241,4384.270816,4255.317271,9594.972486,6066.488891,5739.565378,2796.483957,2783.274533,2578.64354,6462.989042,7071.712118,8317.498089,4130.435032,4607.506411,4164.65577,8522.880216,6951.215947,10427.73475,2669.26976,2907.363166,4595.047889,3674.233518,4192.596506,3762.998984,3645.795982,2800.78799,3300.209768,Neg
1170,M134T4_4,1.197037696,0.259468585,0.918944321,0.364607191,0.428688923,UP,134.2711037,134.2710041,134.2711433,4.450033333,4.415583333,4.52865,25,17,8,1724.381,5238.041041,4087.170138,6578.167763,4930.892376,0,1957.237571,4737.091088,0,5582.264349,10584.79854,1939.684996,6300.258053,10050.53519,940.2820208,5173.179468,9523.829561,2194.597185,6921.302868,12665.55472,4799.624191,11691.45918,17268.77218,0,1824.367259,4630.702543,249.4113379,3276.094606,8956.844014,3528.850432,6639.14994,11331.39797,5387.541042,12478.61037,17638.37616,1139.838586,6047.523043,11147.17865,2369.096587,5548.421144,8343.715517,1863.378636,4635.406139,7080.266791,Neg
1171,M197T24,1.074524038,-0.103697757,-0.917946546,0.364951271,0.428688923,DOWN,197.0819798,197.081874,197.0821585,24.16016667,24.05616667,24.217,39,24,15,8144.754,177611.7749,36676.42763,165293.4403,46580.0446,223933.4185,140124.2944,176937.6287,140932.0009,217841.9306,208296.1529,201353.7688,226446.8482,205316.9745,158895.3535,136981.1355,196134.9179,132253.5443,178189.5912,120539.0637,82349.47644,206156.6704,194333.8067,128713.8955,181518.5449,104488.8602,243041.2727,184848.8265,89271.58282,189565.8875,132535.0803,159545.2465,221149.1642,193448.657,140077.192,201408.7454,192656.8912,198822.695,172135.2969,144905.0165,65912.37235,215675.4319,143691.1981,180790.7557,Neg
1172,M140T1_30,1.078417124,0.10891531,0.917117809,0.36515082,0.428688923,UP,140.1072532,140.1014467,140.1149458,1.12832,1.082433333,1.167573333,28,16,7,1118.916,4018.12052,893.0593223,4333.209975,1247.716173,3867.965207,5345.060855,5543.984152,3799.719056,4371.61577,4466.426292,4427.764478,3146.440727,3720.253043,2113.465868,3499.394459,4220.83522,4936.056863,3146.279893,3666.545922,4416.271025,6415.561907,5673.809277,4678.911759,3593.608844,4013.602755,5084.904123,2581.548188,2976.606002,5902.926508,4225.182773,2683.190558,3295.091208,5897.82781,5125.695996,4378.593772,3374.435442,3710.567672,4130.096589,7434.292871,3227.291769,4065.886674,4103.595492,3007.540399,Neg
1173,M309T7,1.044559851,0.062895159,0.919141315,0.365210479,0.428688923,UP,309.1711699,309.1707183,309.1713865,7.367841667,7.2853,7.380966667,38,23,15,29204.09,265183.847,38573.34589,277000.3999,39825.18329,228971.9778,309418.9694,289269.8358,265234.5537,293905.3052,280839.7872,238358.3539,222476.4832,271258.7541,250787.6224,303137.9149,180315.9351,232993.8846,295104.8443,315683.4839,200406.7908,265370.5268,190726.8013,268777.0672,315822.7678,335614.1199,264726.2153,303209.676,285926.7653,237316.8033,294097.9061,304363.3944,272660.1768,294022.7409,288852.1375,196225.6828,277372.7264,280795.0029,299199.3041,272067.6244,324985.1447,263694.3127,268226.64,343549.2689,Neg
1174,M134T4_3,1.423502013,0.509444533,0.913673183,0.367517107,0.431029015,UP,134.0358422,134.0357243,134.0359316,4.491158333,4.3907,4.856366667,32,19,12,21794.326,59126.75468,48574.2726,84167.0543,119378.5756,57872.41344,134907.5571,187230.6748,110586.2179,40340.98046,49051.35766,36562.45478,15544.97067,55464.45503,48082.97407,12679.26524,21715.70606,21614.90598,46529.64993,48717.73699,23455.18991,400412.2685,443676.3887,71898.99309,21679.09963,37152.56186,115469.6468,150369.7236,30151.03373,40616.01122,20852.28429,26397.88816,26289.14225,21094.83173,275090.8679,40213.20349,22869.53869,15091.44609,86140.28782,16566.89018,21557.83446,21554.05535,18940.16933,72469.94645,Neg
1175,M283T24_1,1.061150494,0.085629276,0.913249428,0.368260419,0.431355756,UP,282.747363,282.7466492,282.7481386,23.988,23.95666667,24.03666667,26,17,9,3608.994,14098.23871,2834.402647,14960.35297,2921.208635,9992.387835,15147.05816,14003.987,14323.29067,17914.87243,19132.99991,13410.81592,15212.10022,9345.247475,10665.73947,14230.9788,13248.98563,12165.99353,14936.89235,17742.2313,17687.04128,19037.82655,11657.55662,14223.95062,15564.78538,19415.32927,9316.969423,16401.99846,17418.55228,15291.35343,17212.19462,18411.92075,12157.62489,10722.05015,15626.92903,12948.25212,10435.99092,19119.65873,14959.17182,16465.50644,12793.54018,12650.22231,15995.65189,13534.39413,Neg
1176,M337T7_3,1.833215686,0.874376535,0.91127867,0.368422271,0.431355756,UP,337.210957,337.2106699,337.2111255,7.322675,6.472566667,7.355133333,32,18,13,90459.656,197020.415,493838.7937,361180.9152,623404.7307,8442.521615,9278.260478,1363903.734,10692.11598,9559.034232,11871.41888,11070.91074,12052.24898,8154.029178,8774.757083,9253.372344,9683.783001,10049.70319,11366.01671,1461154.318,9833.755547,14586.02508,1353454.507,11507.40832,9920.022856,10260.23221,9460.380563,10425.18377,8900.180388,6783.342192,11106.11257,1323938.186,9959.418105,13338.96125,1418791.213,1628123.268,9481.612138,8077.808247,9255.745985,9820.747693,1330422.727,8606.837366,10827.04602,1431461.243,Neg
1177,M453T1,1.066149418,-0.092409642,-0.908484573,0.370540409,0.433467117,DOWN,453.058423,453.0516895,453.0588183,1.10676,1.040393333,1.147103333,35,19,12,1466.285,6423.91837,1297.354653,6025.345284,1387.97065,5820.281047,8321.241893,6055.222834,6388.042273,4235.193833,7379.794897,6699.631162,4787.016791,7713.359419,6579.313385,7894.310984,4852.621478,4978.437912,8021.334425,6632.973212,5560.6213,4582.181598,8502.288731,5755.954366,4054.94864,5152.25412,7319.935605,5597.090805,6317.706582,7186.607978,4359.942035,7836.500738,4800.014994,7571.572025,6248.540315,3677.204252,6659.927322,6305.564917,5228.820426,7892.246428,7231.625331,7521.293726,4873.375342,4372.069252,Neg
1178,M140T1_32,1.095694126,0.131845112,0.905598197,0.371616195,0.434108524,UP,140.145842,140.1385499,140.1529155,1.127676667,1.079313333,1.147883333,22,12,5,1118.916,4451.557142,1332.745057,4877.545013,1571.163631,3420.886666,4880.83059,5417.170323,3332.942809,4371.61577,4466.426292,3253.259515,6282.439379,7078.786494,4318.913044,3164.949822,3585.246662,4936.056863,2277.577287,5986.255614,4416.271025,5667.113723,5673.809277,3367.058345,3858.307848,5129.385464,2854.260728,3440.103484,6497.460637,6409.470376,4934.945593,3872.08304,5145.11935,5897.82781,5802.112065,5664.308187,3496.973083,7853.100571,3614.636965,4360.330829,7582.35273,2332.150995,2292.12023,6899.777949,Neg
1179,M238T24,1.074021641,0.103023063,0.906591875,0.371719269,0.434108524,UP,238.1088665,238.1085784,238.1090304,24.07216667,24.00366667,24.13733333,17,14,3,4412.397,46560.40035,5804.786943,50006.87759,17115.32948,47860.6318,31796.45787,49042.2828,40777.50669,47720.9153,46128.5045,50932.83173,46022.96926,47044.47319,39541.34341,48695.85927,47307.7348,47318.73569,50760.71141,57455.04757,27111.96217,42268.48618,36510.32842,60564.33637,34778.92715,52029.52147,49721.93005,33316.17226,96851.64722,50740.80808,51101.71124,48446.54353,58094.42471,54306.5655,48917.34971,38797.90489,35726.04631,45526.36267,95105.08651,65916.35706,33861.26285,51571.96749,37379.53667,51519.82357,Neg
1180,M288T4,1.108249917,0.148283254,0.902696942,0.37299216,0.435123817,UP,288.0648825,288.0646697,288.0652664,4.417183333,4.388516667,4.466266667,39,24,15,20192.172,105322.2895,24008.85895,116723.4185,53908.90373,65313.81064,71905.48605,75408.15934,129939.6386,135460.828,137702.4227,118123.1703,90615.1286,126319.4075,97073.79746,119852.0714,125106.6535,86864.8736,98131.72311,102017.1712,263254.8702,194693.9602,205856.0535,77358.74586,81381.48765,93182.18397,104019.4003,107068.3967,112024.7082,90680.97201,107668.3578,112726.8566,153081.5846,155987.0303,196153.9431,121671.4016,126360.185,121659.7442,56715.70805,60863.39219,65248.87484,56741.04578,67273.455,69689.68734,Neg
1181,M119T24_1,1.425627871,0.511597447,0.903984117,0.373220688,0.435123817,UP,119.0256355,119.0255836,119.0256961,24.18758333,24.11283333,24.249,22,12,10,75333.43,818866.6265,1169986.444,1167399.086,1173631.256,19042.87667,20947.75688,2561577.398,18543.59864,23388.94762,2492411.639,19306.78503,2367429.313,27062.83739,20209.2111,20796.63144,26116.31881,12120.68836,2259046.872,2394998.524,2281021.033,2423559.055,19231.76803,2098061.191,2328794.379,2318921.243,13187.33415,2267815.188,2314365.644,2231724.342,15909.11339,2362018.181,16587.88594,2418770.333,21548.93461,17600.13742,25736.79681,28067.49263,19446.01633,2331042.283,2400132.331,20340.71791,24463.34288,19233.31737,Neg
1182,M142T1_16,1.350156213,-0.433126337,-0.901151587,0.374117744,0.435422027,DOWN,141.8109694,141.8041512,141.8182193,1.127346667,1.088756667,1.15002,21,15,4,16540.639,48192.45321,40075.14685,35693.98321,45244.29829,19567.93824,57377.19486,94417.61877,20315.23159,54825.26553,91051.92526,44368.7781,90357.32241,131376.4766,52366.57289,4185.725211,3672.200309,53297.90115,3170.789978,2535.857295,52528.6164,71907.25959,113573.3123,95922.61914,3135.757334,6095.836675,3389.457042,99901.33152,3435.067853,3810.939867,4145.552498,5269.700722,60991.73434,95168.37596,140338.8882,2307.311274,4592.303824,3111.346687,4163.846257,4301.288797,2673.839161,70379.2377,2703.697047,2808.276805,Neg
1183,M381T6,1.209463953,0.274367772,0.898970277,0.374780641,0.435422027,UP,381.0826857,381.0822343,381.0880254,6.03625,5.912616667,6.1082,37,21,15,4512.485,30036.09052,14033.76088,36327.56878,29332.48611,15026.73054,11392.04238,12810.82773,58490.02176,50377.02327,49162.57241,31095.08648,28804.8672,25877.88605,28275.6872,18684.86744,23189.12638,39849.08624,28518.1466,28987.38605,81195.68025,75048.61157,75987.4973,6084.515331,6087.255633,7269.473703,30473.23703,31660.80159,31858.64431,15491.6214,17486.37914,18832.61628,86129.95657,74040.4122,84580.90183,60528.48656,47896.97128,51434.45918,10241.50638,11298.06754,15274.73346,10041.44063,10386.92285,12531.45874,Neg
1184,M312T0,1.121604614,0.165564189,0.905363423,0.375090822,0.435422027,UP,312.1713705,312.1708166,312.1716081,0.248786667,0.106900667,0.482213333,41,23,13,3091.01,45786.84616,22090.49983,51636.50396,14870.10707,63368.39495,29042.43981,60967.4851,37449.52261,56742.88232,60354.06084,60902.64755,51851.00462,61570.00728,65966.00904,36323.65464,0,37921.74814,0,64342.83546,38067.10244,56688.89288,66312.04562,57679.87738,47076.90077,57598.35705,30572.93949,63006.88064,63989.9608,59025.10053,59083.01288,65609.02246,57539.03998,59489.88467,39153.09081,0,56851.53633,53657.36281,56242.99007,60166.85033,35774.1793,40160.28104,61927.64185,53603.14488,Neg
1185,M156T5_1,1.148123211,0.199277473,0.897804888,0.375118581,0.435422027,UP,156.0663908,156.0662422,156.0665297,4.510183333,4.427566667,4.581716667,19,13,6,1343.61,9506.019463,3579.414283,10914.08159,6207.490469,4694.07644,5372.985958,6575.060153,11833.58723,7386.978673,16794.80561,8121.751268,6968.836205,10054.86704,12521.61012,10669.02006,4677.372425,11815.19963,11776.4382,13327.70293,11024.12233,15826.8869,6529.847909,30411.9517,14894.14764,16415.55935,7914.490701,10995.08684,3103.103152,6353.37673,7232.688323,3003.239739,8502.355064,14221.93341,17456.14505,7885.88199,8727.019319,22006.21693,7852.042562,8841.629019,10307.74433,8929.256363,7245.797147,6257.435616,Neg
1186,M326T24,1.029019154,0.041269836,0.897825323,0.376080477,0.435422027,UP,326.1873034,326.187146,326.1903068,23.97233333,23.95633333,24.20966667,40,24,15,96913.695,471255.8804,44929.34464,484931.3272,48356.09603,406466.5781,469273.1671,422771.7699,443128.1947,404861.7497,522000.9009,522794.7406,451130.1256,550560.6387,444176.426,456186.6832,504885.7007,471207.9309,478784.0696,520609.5307,496868.7871,544471.3025,453494.6634,436010.4527,428573.4674,372270.9396,504046.6783,496246.5986,569889.3375,516442.2789,540921.6367,549508.7741,478486.8815,486209.5337,491144.8389,452717.8286,477802.6053,468970.0489,477140.8142,386046.9392,506100.9485,462656.8667,520798.8814,521530.7488,Neg
1187,M199T24_1,1.056783777,-0.079680225,-0.898068908,0.376454494,0.435422027,DOWN,199.0612567,199.0612039,199.0614537,24.19041667,24.158,24.27416667,24,14,10,24170.484,628753.8537,115253.2343,594969.2523,112745.4787,752004.9116,804744.0933,599372.0807,506173.4133,775082.4757,588405.214,512547.8873,611924.8599,784236.4658,561696.2095,549267.6776,770342.5192,582814.5461,468031.6628,564663.7893,750309.6405,435926.0213,517828.1375,519944.894,545313.1629,500780.9273,519729.5988,548895.536,426126.3333,570696.817,735827.9522,610445.1715,562114.4144,781090.7149,658617.7988,574266.0071,484365.1499,815211.5535,638133.1803,535362.31,573458.6243,617196.1855,823188.7929,534433.1317,Neg
1188,M120T5_2,1.176505743,0.234508363,0.894804455,0.376679791,0.435422027,UP,120.0382239,120.0381923,120.0382772,4.558316667,4.523033333,4.625933333,26,16,10,12820.768,91938.6074,43921.94708,108166.2996,69331.51988,37880.39949,45793.65892,54591.41557,97148.56681,145978.7164,196532.5687,62038.1715,106792.3824,94659.15788,49252.21185,66973.5495,115615.3242,65040.17267,130476.0613,110306.7537,157692.8969,162533.4655,362266.8843,89896.78726,98950.04496,101724.3784,91874.40218,110944.7031,111241.8798,52924.11537,61653.57835,72553.82975,151475.1425,181957.1247,178440.7338,131428.6576,80852.95959,89439.78887,49908.0007,51805.32841,51976.36168,44440.81805,52041.29434,57968.01363,Neg
1189,M136T4_1,1.206952289,0.271368647,0.895701783,0.376849468,0.435422027,UP,135.7949329,135.794855,135.7949624,4.464575,4.427566667,4.5129,24,15,9,1649.317,4977.607391,3944.784464,6217.891743,4595.627401,170.5522993,846.0216161,4700.536144,0,4297.061907,10491.30741,2457.056282,6029.306056,10225.98154,812.2976587,4933.572775,9471.11,2152.155158,6983.182207,11093.96981,2574.466314,11932.12373,17055.31274,158.5161442,1260.287644,4606.807411,391.6888692,3337.452251,7861.284358,2949.685934,6510.372225,10881.96232,5720.842208,10662.39094,16133.50586,3014.475369,6107.930314,9738.864133,2933.097578,5246.881039,7640.490329,1643.517401,3997.764869,6869.681856,Neg
1190,M469T1_1,1.525258847,-0.609054099,-0.898618396,0.377061347,0.435422027,DOWN,468.9557149,468.9550869,468.9562389,1.118258333,1.105483333,1.147103333,24,17,7,171110.406,237180.7641,292654.2187,155501.9757,247478.7841,226569.0033,394820.6705,375700.623,226076.9867,354667.2981,288894.8153,2216.981271,4029.501129,3713.199838,988322.2631,4988.509155,4860.804285,676208.1399,3365.518009,3277.148349,397603.8236,443266.6516,452869.1619,4636.757321,6766.405373,6484.881761,3731.868394,3544.950176,3103.036595,5615.255352,6923.061989,5093.524266,504040.9777,561286.1619,528266.605,4756.331866,6149.1804,4764.671604,762061.8783,4823.154094,3910.281754,3138.804771,4314.93865,4895.051418,Neg
1191,M141T1_14,1.192863652,-0.254429148,-0.894536662,0.377153861,0.435422027,DOWN,140.7897231,140.7840194,140.7956396,1.127373333,1.082433333,1.18876,24,15,5,2544.894,9059.549878,4465.454955,7594.790791,5696.083037,9294.051975,10432.75887,12825.77819,10428.88927,10717.98123,10853.8302,11862.87893,12994.46788,16202.15081,3450.501259,3923.593949,3552.43876,3206.214432,13387.16454,2760.54788,12369.21516,12261.07403,11865.32591,3544.048494,3323.014004,4122.098417,14607.52442,16671.77911,2914.314234,4123.579459,3013.048623,4643.351946,11411.74848,11246.14271,2500.007655,4326.457429,18941.5138,4038.387326,2349.061413,3536.842076,3941.49189,19568.18831,2781.574058,4175.190025,Neg
1192,M192T24_1,1.10477656,-0.143754616,-0.900290995,0.377217246,0.435422027,DOWN,192.0667336,192.0663971,192.0669797,24.09033333,24.02,25.21133333,33,19,13,1614.427,12128.74793,4292.563441,10978.4624,3114.088092,4957.63502,9200.484095,12811.23112,18793.44225,18475.79018,9534.69945,9615.546954,13918.80234,8094.481,13905.20327,19791.34215,8558.411933,10809.11658,13073.82235,10391.2102,15699.28585,6337.55325,7135.472095,13068.62041,9216.007173,12524.70736,12722.12259,8747.461147,10989.44096,9368.767692,12926.60417,7447.91472,9226.681743,11712.33605,5731.276304,15270.51908,10038.77364,11293.31695,15306.42233,15145.01883,13783.5841,6840.13054,8683.443225,14267.63739,Neg
1193,M249T26,1.014554932,0.02084698,0.893696685,0.377271322,0.435422027,UP,249.1609454,249.1608896,249.1610263,26.35833333,25.79666667,26.4895,40,24,15,18557.17,271552.2832,10822.93924,275504.7082,16792.81806,256327.3989,279196.4621,275597.6874,254789.063,279899.0843,285507.4448,263227.6889,274957.0898,271346.0544,262423.5422,273367.2324,286399.6479,254172.2463,275417.9121,280655.6935,272765.1645,270474.7224,281904.7588,280694.5103,291162.9083,262248.2984,250631.1308,277736.0523,267719.799,273461.774,280608.903,272504.6837,263932.8821,253133.1335,275851.112,248744.064,270335.5849,302560.2248,284623.049,284465.5552,325746.8497,257862.4281,287008.4337,275936.974,Neg
1194,M174T1,1.05539331,-0.077780743,-0.892088679,0.378658282,0.436651931,DOWN,174.0487701,174.0486076,174.0488301,0.954061667,0.924751667,1.379903333,29,20,8,2775.806,12547.21994,2078.264534,11888.66731,2483.6174,13917.08986,14394.63846,8905.243308,14532.62335,14733.27973,11387.04553,15868.33835,13964.24998,10869.58262,12773.32219,10003.24765,10348.81701,13210.07047,12788.83799,10511.9126,15125.12988,20882.07873,10314.90854,11277.67459,12950.10697,10175.38785,12796.1639,12836.60961,8269.922829,12378.77541,11043.46791,11567.30703,11491.08642,11568.93887,10407.19054,13801.80579,10642.49305,10019.82794,12838.68611,11474.22927,10133.3847,13580.80614,10726.86271,9025.170591,Neg
