,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_A4_1,3M1_A4_2,3M1_A4_3,3M2_C1_1,3M2_C1_2,3M2_C1_3,3M2_D9_1,3M2_D9_2,3M2_D9_3,3M4_E1_1,3M4_E1_2,3M4_E1_3,3M4_E2_1,3M4_E2_2,3M4_E2_3,29M2_C1_1,29M2_C1_2,29M2_C1_3,29M2_D8_1,29M2_D8_2,29M2_D8_3,29M2_E4_1,29M2_E4_2,29M2_E4_3,29M6_E1_1,29M6_E1_2,29M6_E1_3,29M6_E4_1,29M6_E4_2,29M6_E4_3,29M6_F7_1,29M6_F7_2,29M6_F7_3,29M7_G7_1,29M7_G7_2,29M7_G7_3,29M7_H9_1,29M7_H9_2,29M7_H9_3,Mode
3380,M317T12,1.027830353,0.039602162,0.328456265,0.744509456,0.477672547,UP,317.1150073,317.1145086,317.1152176,11.6294,11.292,11.95426667,27,16,9,869.198,15386.50819,3520.456794,15814.72014,4578.437894,12452.90821,10353.01349,19684.62282,10986.32996,12257.29992,11273.47753,15337.46425,18323.77645,21914.55595,15061.39249,14621.87769,18796.16988,14828.93743,16310.11866,18595.67809,25024.17054,8406.622834,15301.097,10407.81485,12846.01425,13746.25008,15127.55662,11818.35168,14010.31486,13225.48391,10386.23725,19234.9257,17650.69767,20786.30444,24565.61541,15918.08934,20963.26768,21400.84863,9112.803396,12446.75797,18044.54774,14704.48923,15886.85807,18538.1642,Pos
3381,M252T26,1.011986351,-0.017189832,-0.328298354,0.745029924,0.477793718,DOWN,252.0500684,252.0499255,252.0503858,26.21333333,26.16116667,26.25416667,39,24,15,3417.631,29060.16711,3221.262399,28715.96744,3127.101006,34357.26821,28269.84334,26991.1259,31857.52391,28904.56161,26563.91617,31015.03077,28386.67769,27332.20275,27456.78698,34503.47912,29549.47025,31297.91933,27504.86105,21911.83958,31246.02109,28473.38542,26301.46522,32548.73368,27252.19222,31803.72723,25262.80401,36323.8522,24625.93757,29493.78886,33792.52162,28734.00311,25660.96299,25268.12545,27164.76285,30512.61717,29814.59986,26471.29529,31618.88126,25721.23827,26637.82242,31038.55831,28300.49587,25115.42664,Pos
3382,M105T27,1.050749367,-0.071418587,-0.328020208,0.745303639,0.477793718,DOWN,105.0009103,105.0008158,105.0009644,26.98158333,26.61933333,27.23833333,30,16,9,18777.932,197558.1061,90516.83305,188016.3932,84844.08078,171252.7789,109501.1397,196650.4561,160988.5174,167415.1282,274328.4293,138779.3948,219522.4955,206689.3788,170320.5414,155551.3909,178803.5697,490807.306,125130.9875,197630.0771,176953.3439,340177.6197,131059.9062,129802.585,527656.3706,172208.6628,165573.7501,161866.9134,239632.9544,163730.0302,135827.8324,129850.4397,179315.946,192735.1053,200869.9375,152066.2347,162007.998,190980.2477,125061.877,171599.0377,165769.8685,189112.6298,165584.1645,142949.9812,Pos
3383,M167T26_3,1.045476192,-0.064160208,-0.327352782,0.745399051,0.477793718,DOWN,167.1430371,167.1428559,167.1431661,25.74783333,25.03416667,26.13083333,36,20,8,2695.267,20383.48692,7552.367109,19496.84467,9208.963577,10453.53536,14879.57187,10637.02057,25693.52742,14636.11155,26333.73042,26429.14218,13705.1056,31239.192,14205.90928,27161.53601,28713.4477,17087.34684,14960.613,29616.51398,11909.41001,16628.30707,23330.6386,4205.173462,19909.66128,10620.18921,38367.31659,24978.47254,43519.48628,12753.96989,15344.97261,22908.42411,14928.50224,27283.71869,22556.04227,14879.14841,16585.36741,10998.77144,26153.83571,8155.578662,26494.45568,14975.19448,13762.41492,26675.22054,Pos
3384,M206T1_2,1.034417031,0.048817934,0.326908342,0.745579615,0.477793718,UP,206.102227,206.1019027,206.1024585,1.0416,0.88721,1.09037,23,13,10,2090.383,5697.401342,1420.844293,5893.488981,2324.837475,4972.753509,9507.685253,7081.580523,4621.785576,4103.233413,6452.331,4693.886523,4922.853584,5518.811826,5690.317465,4374.028753,7312.196949,6108.262389,5177.983183,4923.310179,6156.74338,7973.899178,8032.596595,3174.290121,4167.751925,3817.646648,7215.810746,6565.535494,7230.309368,7629.745038,11278.43491,10857.61889,7010.100003,6844.763454,3768.124459,4563.126218,4690.936731,5627.433588,5204.368288,3891.968989,1370.36412,3943.137584,5658.46111,4770.5687,Pos
3385,M369T29,1.027948615,0.039768149,0.32642343,0.746369696,0.47815873,UP,369.4287226,369.4285867,369.4288854,28.63591667,28.08633333,28.80316667,22,14,8,1769.722,50185.29927,13023.80107,51587.90887,13104.57336,74516.10113,47559.67158,49076.61847,60130.51497,60008.88994,49372.92014,33537.01165,51155.35095,49971.11636,54498.08746,49831.71361,68590.54066,28350.83757,28775.38085,47404.73368,57235.17505,48763.10537,60783.67722,48286.09004,53457.04688,53369.258,31958.93025,44178.62117,71992.08387,32751.33209,32310.97308,47614.24664,31786.80382,72555.99868,49576.9658,51598.72468,60439.58188,31526.85688,62345.9891,47057.51542,58700.27873,55031.63723,77244.99815,57543.92286,Pos
3386,M407T25,1.021685923,-0.030951765,-0.326559387,0.747203577,0.478551578,DOWN,407.336508,407.3361116,407.3368407,25.36508333,25.31383333,25.41116667,38,24,14,5956.796,42309.88932,9509.285725,41411.83543,6068.267622,43360.82908,45118.80004,31545.74237,55876.64799,48854.44678,42339.09507,30043.80115,45270.93171,26806.14757,54606.49976,33257.81317,34590.32461,53345.07253,51432.52763,38199.66028,50448.97023,48395.13847,44792.01548,40809.02702,36449.03389,39140.44236,51471.27673,39019.72206,43394.12841,40367.37452,41042.1798,28383.59669,45679.83255,42115.49637,39489.62718,48679.83785,48258.06551,46472.72871,43740.71941,30616.49085,37038.51143,32634.39886,37544.36224,37901.07362,Pos
3387,M167T1_3,1.014844209,0.021258273,0.32443469,0.747438788,0.478560885,UP,167.0703343,167.070241,167.0704224,0.972098333,0.848506667,1.013183333,39,24,15,3465.751,22079.10802,2465.273597,22406.85491,3842.970463,23624.75244,20751.04447,23365.27419,21105.74795,23552.72256,22354.27252,24041.96371,25338.28948,24967.24751,18314.78318,18496.46932,22503.16854,18754.21988,19268.09761,24748.567,24601.19365,25117.04306,30878.31093,16984.01805,17274.24799,23763.28202,19064.11241,24024.19976,25184.8084,21282.08629,20525.09569,20237.62361,24533.74997,24121.97363,27854.22063,20432.4326,22922.49187,26392.98988,17981.99343,18896.66845,28794.8968,18269.91999,18610.97179,20016.18704,Pos
3388,M641T25,1.024195715,-0.034491428,-0.323897947,0.747932752,0.478626969,DOWN,640.535914,640.5347712,640.5415496,25.38533333,25.21583333,25.661,46,24,15,10087.966,65880.44568,13006.69943,64324.07862,16836.28457,62386.79231,85205.98619,70392.98552,77483.52666,84128.98428,58971.43623,59137.38233,39702.71375,58728.79367,71361.69431,49640.76498,58793.49288,69236.0459,82615.5441,60420.54202,35249.98267,45189.32574,38741.72161,44200.23201,53237.27801,64554.95352,65230.08283,68772.29079,80895.9903,65200.58044,106009.8247,73293.68641,57485.36513,80605.64979,75748.77991,78840.01731,56106.51421,52962.20949,79113.04453,64477.88491,69525.21841,45334.11975,56460.97595,86542.15849,Pos
3389,M367T24,1.111178296,-0.152090326,-0.323631017,0.748062761,0.478626969,DOWN,367.3207074,367.3205827,367.3211476,24.46641667,24.41533333,24.51083333,36,21,15,32942.527,123080.7062,96990.09957,110765.9379,140354.4249,310405.3017,290443.5105,307588.4152,32151.51893,65816.35232,54642.68377,88790.71017,99878.35271,87031.22639,124927.3314,113334.1785,114698.5932,52825.19819,57083.93376,46593.28556,9306.362784,8917.591847,8949.140527,15744.11341,17366.56924,15056.40749,40756.01852,35996.25999,34020.79074,105988.6841,124060.664,102432.2203,17544.16569,18638.37882,12563.90624,32084.3217,34221.33179,27907.63166,192379.9906,414526.5691,425372.2308,291400.1449,347412.5955,325736.4201,Pos
3390,M109T1,1.017427654,-0.024926212,-0.324050708,0.748204128,0.478626969,DOWN,109.0652097,109.0651618,109.0652979,0.94185,0.802766667,0.976915,39,24,15,6559.85,78491.82575,12730.6981,77147.32881,12402.99262,62543.14568,99601.16483,82126.54279,77619.64048,77360.67561,84820.67062,66277.21906,91060.67808,74135.0371,52669.6711,98367.31356,77938.41681,84028.9215,79960.56557,68867.72343,73287.27866,78358.87936,86397.79771,77870.61982,65811.43085,67163.51373,87901.17253,80280.69272,84316.49919,71818.97176,62307.00286,82345.61125,84250.14777,79306.00224,96456.5984,73827.8696,110965.432,92568.54429,61424.73656,62832.02468,77527.87806,66548.88101,60560.39658,67407.90995,Pos
3391,M526T0_2,1.037057583,0.052496002,0.322129286,0.749515685,0.47932458,UP,526.4947993,526.4943288,526.4953188,0.266036667,0.066741167,0.506118333,60,24,15,1310.744873,21521.88644,7373.610762,22319.43553,7754.078485,28876.5228,17144.62966,20405.80558,15171.23524,15615.92015,16455.41828,30630.37875,15190.66623,20378.96016,13474.60485,16279.98139,33182.74782,28945.31522,16997.82326,34078.28718,28348.63735,19261.15044,31138.43154,28362.82058,17674.26056,29197.20256,17901.44564,18100.62802,18873.13581,13552.76117,16155.47213,20328.93098,29454.09598,32840.90347,33455.02229,30411.23008,18016.80317,21938.03389,14417.01446,18335.42819,2908.094209,15355.13481,30071.17136,29568.64391,Pos
3392,M146T1_1,1.022496905,-0.032096476,-0.32075795,0.750219662,0.479633338,DOWN,146.0812323,146.0811521,146.0813975,1.011553333,0.88721,1.065446667,38,24,14,3400.794,13490.52288,2352.73954,13193.70535,3419.723083,11385.75045,20687.7656,15468.26015,13582.63433,12914.10057,13788.16515,11313.1906,13530.43293,14662.84837,12886.00436,13533.56725,11582.00562,12074.65147,11306.46104,13642.00527,14763.63499,13707.93755,15693.52597,8773.545901,7153.661046,8880.173455,18282.2872,15835.57306,14467.40046,20798.74721,17352.04773,17642.59343,12833.17394,11540.79568,14303.94048,14915.31078,12656.74189,11666.97989,8886.716138,10795.73341,11556.79121,13320.35863,11786.77741,9034.48081,Pos
3393,M285T26_1,1.068732341,-0.095900583,-0.320099592,0.751219261,0.480130858,DOWN,285.1696093,285.1691461,285.1701051,25.63933333,25.2585,25.913,24,16,8,2833.387,12241.45394,7626.883719,11454.18124,7218.301685,18694.59768,7007.902883,3611.745486,3236.06583,6570.066783,17876.66053,7063.472761,5791.957412,22960.40109,21544.21996,18659.31193,21760.03592,6667.584869,17815.2178,4362.568106,16445.99955,10311.9984,7519.839167,4341.928635,17535.34141,2019.1353,5432.802389,15717.26911,15049.74392,4406.328063,6926.5988,21019.7727,3401.14519,5567.129047,22294.98686,5454.616609,3493.5768,16883.51385,19215.63283,5832.638717,19378.35166,21295.84858,21358.73685,3997.41531,Pos
3394,M303T5,1.074983586,0.104314631,0.315300056,0.754306111,0.481961728,UP,302.9048661,302.9040461,302.9052353,4.907025,4.830883333,5.05985,24,13,10,1828.536,6558.243385,3665.839708,7050.003988,6072.846746,438.8631422,3512.794512,7923.208961,2304.462225,7723.271767,14946.81975,4915.990879,9772.399246,10913.91575,7210.6539,6455.724525,7116.903164,3764.863059,3729.46089,7644.319,15701.45769,16573.95552,23556.55579,1127.089103,3653.023522,3425.774816,2295.376455,4213.255869,3849.495929,5694.279587,7921.661786,5702.857921,5176.030745,15902.93933,14124.80424,5474.820942,8020.752152,12588.79533,284.781196,2034.175493,2177.385536,3849.14725,2633.967401,3217.712122,Pos
3395,M216T14,1.024228859,-0.034538114,-0.315200474,0.754582976,0.481996615,DOWN,216.1227914,216.1226946,216.1230227,14.1463,13.75616667,14.23916667,40,24,15,1154.145,23749.71945,5085.896229,23187.90302,5904.362066,21621.30023,31548.10156,20112.79024,11721.08468,23658.64404,24339.38508,20439.30719,27242.19227,25857.55617,17037.83442,25945.95056,28411.38019,22214.20273,28029.83605,28066.22636,18324.75189,18356.46714,18801.30153,28491.46529,30429.9375,29948.58761,20795.38627,26091.71592,25472.13821,23718.81887,25687.47493,26083.69141,24026.0178,23836.10989,24334.52119,21025.24949,22252.0551,27118.38846,15185.80095,27622.47159,26455.49231,2130.894,23426.50653,26894.42869,Pos
3396,M143T16,1.026929272,0.038336821,0.315310433,0.755070259,0.482165849,UP,143.0813893,143.0812777,143.0815514,16.0454,15.63566667,16.55883333,41,24,15,1151.398,16177.26641,4475.668138,16612.90841,3709.850725,19884.54787,11792.22878,19276.77803,13002.37513,20374.21016,22615.36574,22332.86271,19650.79009,19138.72524,13689.00181,12339.60946,13786.25077,8103.631255,14344.02038,12328.59879,17821.08574,14023.34725,19217.28521,15883.0645,11566.00372,11728.10856,22604.65033,14477.54003,19012.69691,12503.59402,20886.85368,12126.47012,22660.35074,18257.98949,21665.67736,15451.7833,13976.1495,20220.86877,19486.66799,12781.91201,18730.15587,13498.53832,11733.15353,18395.85497,Pos
3397,M760T26,1.194906031,-0.256897168,-0.314658497,0.755635559,0.482282647,DOWN,759.6373301,759.6367021,759.6443733,25.6305,25.507,25.8805,49,21,14,339700.281,290922.4921,493912.9151,243468.9293,394367.6442,267530.3852,330877.2766,342973.4558,2041465.905,193657.0584,201417.7422,141450.6251,111077.0076,142164.1132,5313.331128,108435.6163,104810.6263,180984.6191,179640.016,12039.60341,608342.1134,5644.044779,736238.1382,3398.213902,2957.497312,1865472.226,136652.0805,100486.421,90392.8443,194358.4461,174500.8821,16940.10313,73659.31466,92977.26947,96961.63809,64947.933,60912.06957,62491.3444,190764.4629,366625.6146,439549.8327,235628.723,5975.621813,217377.4684,Pos
3398,M509T25,1.058580036,0.082130352,0.313535706,0.755825472,0.482282647,UP,509.3796315,509.3750118,509.3842723,25.28191667,25.02433333,25.40383333,58,21,15,4675.278,13124.90881,6969.070549,13893.76645,8161.626245,13731.90366,14105.16709,9380.3171,11448.2758,15330.29535,13715.23497,27938.3474,15111.6677,19185.35908,10950.07863,19632.80102,18126.713,3278.510225,2060.884512,2878.076672,26804.99007,13164.61265,9661.862937,2699.583531,2220.757156,1990.926682,32766.65547,17969.85203,15235.13967,17513.22989,15779.60237,17104.9896,3852.398086,3906.233786,6486.657206,21591.51258,13754.24268,14418.39615,3878.967744,18440.42486,20334.18625,14784.28565,19492.95734,19597.93038,Pos
3399,M149T26_4,1.016518733,0.023636802,0.313565215,0.755920348,0.482282647,UP,149.0232607,149.0232193,149.0233806,26.1605,25.913,26.21833333,45,24,15,435637.781,8686361.111,1351704.279,8829848.789,1449895.028,10132677.14,9083539.166,6030651.954,10062568.4,9380991.836,6365553.952,9876998.125,9070683.019,8413573.145,6422816.582,9014816.631,8745602.75,9917110.442,9035418.57,8742414.956,9878392.456,9510295.178,10063850.17,9668330.141,6039688.52,5670370.791,6510286.446,9695345.788,9311206.016,9021535.838,8813218.116,8745142.294,6365046.575,8707001.403,9170142.51,9867418.123,12224403.27,9087775.508,9777862.591,8716069.918,8699890.913,9249458.556,8928598.27,8195041.549,Pos
3400,M389T26,1.032535586,0.046191505,0.313300516,0.756260827,0.482357963,UP,389.2690681,389.2680153,389.269817,25.9605,25.86233333,26.04833333,39,24,15,2836.628,13211.97829,4197.652901,13641.83775,4121.540576,14322.1846,13135.67195,7367.592174,15290.20276,18028.93405,14368.36188,17391.21784,19455.82814,4126.22232,11070.36172,12282.21731,9620.625072,13294.68734,17608.95806,10816.60917,15374.90183,10591.73118,12953.14535,7385.529355,16857.75235,11297.35106,17006.28048,12047.46306,5206.150556,13185.71231,15474.82875,5536.440886,14450.96923,14683.4937,20598.2636,15439.2692,16327.01435,10395.07747,18057.2878,21159.10044,11955.27935,13154.43377,11135.82503,17130.80496,Pos
3401,M118T5_1,1.046167968,0.065114502,0.310729135,0.757827595,0.483026628,UP,118.0864168,118.0863166,118.0957825,4.782591667,3.5775,5.072066667,48,20,11,46734.348,741232.9083,224121.0424,775454.1253,459052.1999,765701.8952,807343.944,876483.8063,474536.9933,784712.2189,884513.3018,760736.3546,873965.845,19358.67606,718469.2652,859153.184,845032.2194,788686.6987,784397.862,875401.36,874976.0568,1737268.366,802667.6102,521727.5849,522592.5215,1629230.499,769876.7962,859886.63,1537007.017,864695.7379,859026.0562,932579.2492,770035.1997,7999.873202,6953.789312,897528.1339,846624.7715,943995.7011,752701.6448,8854.55621,886069.0945,719737.6964,851360.5829,7503.839207,Pos
3402,M216T28,1.012447319,-0.017846842,-0.31053453,0.757917928,0.483026628,DOWN,216.1231277,216.1230382,216.123199,28.20616667,28.15316667,28.24333333,39,24,15,16500.713,195562.3534,19697.31253,193158.0534,28599.30728,191247.4122,207877.6086,207020.5965,137110.1715,179027.8371,203662.3952,183372.0197,203621.2755,201446.9003,190216.0201,204280.2899,209264.2858,186026.3299,211814.316,217447.8421,178730.1533,189756.3528,182421.651,200591.2255,225274.3486,208015.3848,161113.0873,175973.6581,178804.5761,186034.5788,204710.4467,191041.0466,192184.9306,196445.1066,173765.7904,199168.7574,218842.7533,198275.7017,89189.96481,226509.9955,203450.4797,203860.8458,231633.3961,219999.0513,Pos
3403,M120T1,1.024170433,-0.034455815,-0.310303992,0.758071111,0.483026628,DOWN,120.0657816,120.0657398,120.0659231,1.038616667,0.915643333,1.096203333,39,24,15,12619.704,62080.13716,11303.06451,60615.04527,18182.42362,54518.7384,97435.33237,75767.99824,62244.18927,57252.33898,63867.61978,57675.34821,62657.77935,62365.08824,59557.16665,53757.95493,59735.3959,56073.82806,52616.52218,55676.75691,71882.14424,66454.89122,75777.59605,31782.88994,32183.26382,32409.36033,83525.1833,66812.26819,72178.59247,96681.09282,87054.75337,92046.22785,59810.8148,55784.03391,70523.66653,57968.9784,52612.77424,56666.61233,48514.37711,44361.9559,52765.9502,50858.80807,47314.0771,48790.7743,Pos
3404,M185T11_2,1.081927238,0.113603477,0.310133658,0.758200139,0.483026628,UP,185.1463149,185.1458392,185.1468611,10.80078333,10.44953333,11.04046667,32,20,8,3269.393,12693.83607,7889.971165,13733.807,13048.68302,9314.512716,10664.75527,12575.5682,11626.73977,6770.545809,33914.94761,9639.005261,6712.560067,13279.079,10760.2215,12800.45727,25687.45854,2449.30266,7324.108552,16888.27888,6245.955729,60872.47284,11401.44128,4526.407107,26537.90021,9756.326518,3005.354118,8891.591439,13171.98508,12241.65586,31362.75377,11731.70719,4579.871555,24116.02018,11043.30811,4333.188776,18495.02818,4297.267263,7478.064688,29175.03867,4075.606461,7868.219231,10570.76603,3833.437656,Pos
3405,M327T24,1.026556152,-0.037812544,-0.309898487,0.759146535,0.483487513,DOWN,327.2015649,327.2012473,327.2023368,24.10216667,24.01016667,24.17033333,29,17,12,1922.48,14177.09398,3840.165292,13810.34438,3165.177016,15592.02501,7870.206666,11727.00496,17326.64757,14766.72528,17003.7071,15448.77171,18576.43981,9336.967759,17453.42981,15547.85706,14344.77499,18407.47588,13096.92517,6157.450967,12915.35375,11786.33687,10979.03311,17334.27779,18248.56446,16054.25276,16593.58541,12957.5902,7072.5432,10605.41468,16390.72765,10690.91819,14294.63536,12308.12132,12350.2369,18173.91999,14045.44902,12531.76827,14780.28109,14545.62417,10245.59364,20530.95908,15635.5071,10377.57115,Pos
3406,M225T26_2,1.035947283,0.050950589,0.30953845,0.759806871,0.48354941,UP,225.1848618,225.1846369,225.1850529,25.91866667,25.374,26.09583333,40,18,10,2921.679,20161.05887,7986.901503,20885.79415,5431.4079,28757.02559,24210.23055,15876.83755,9313.15749,30340.63494,21211.45025,9694.14865,16970.99395,28287.90471,9063.241671,15093.43752,11920.58372,24672.16075,28461.508,28542.56765,16658.13257,17050.1458,24131.562,21569.48813,9454.186933,25346.98674,29768.9624,16514.83903,21412.83553,12639.39786,17973.38557,25702.51324,24949.75984,17475.04943,18701.64527,19044.59664,22208.83896,19267.09208,27108.33537,14319.66609,30222.55189,25395.22372,27320.7471,17023.11746,Pos
3407,M135T0_1,1.055697079,0.078195928,0.308047117,0.759929566,0.48354941,UP,135.0805696,135.0804404,135.0806794,0.152296,0.062068167,0.369811667,36,21,14,1156.257324,14551.3552,5750.836967,15183.1174,6930.329001,8063.719795,15331.81895,12893.34548,0,18067.08115,20095.59881,10921.31073,13113.72656,23467.58522,9842.180112,18309.37538,15338.05723,17170.36895,16660.35986,18995.79983,0,12440.68789,15411.99343,14868.91047,0,17893.21146,21770.23682,21535.64949,19340.94612,8981.790107,14749.24206,11275.69077,15632.08153,21699.47438,13154.92758,0,17692.607,21975.07355,23584.93212,18320.91991,18246.18744,21167.98879,15192.34659,19459.92014,Pos
3408,M337T11,1.068560186,-0.095668169,-0.309766389,0.759935778,0.48354941,DOWN,336.9857507,336.9856199,336.9859386,10.76001667,10.47006667,11.04996667,60,24,15,78024.68,928764.538,676484.7913,869173.8194,394926.699,1116127.146,319885.7932,188013.7523,2295777.944,723219.1177,1111319.157,1604761.118,625669.0435,540804.0223,1804785.926,535330.7691,451757.7979,1917729.056,405634.1731,290653.2532,1067671.321,1220263.15,993729.6558,1237187.752,1201709.888,238462.4685,692441.7265,708855.1061,1038344.858,1113308.911,800625.4651,45599.62922,1430189.589,1010988.817,892247.3993,1712692.102,1089213.688,315983.0617,684978.4716,634376.5452,310068.7818,1075649.683,757523.5624,588060.0301,Pos
3409,M130T5_10,1.053732579,-0.075508779,-0.309199949,0.760135639,0.48354941,DOWN,130.1850503,130.1849204,130.1851293,4.966525,4.86715,5.09955,34,23,11,2414.751,17991.54197,10203.92001,17074.10621,6685.832786,6089.658641,25973.27303,31028.46058,9444.118323,6286.184052,18390.47184,14783.97746,16780.10679,19621.91203,10649.09095,5481.099813,17788.24135,29798.68329,17243.51419,40514.33714,14937.9847,29342.9384,29808.87215,21262.12164,9266.595115,10069.71775,10911.37506,21502.48946,23384.7937,12609.03841,13998.97585,12867.01113,19470.76325,19061.13447,19514.12044,21751.4408,26351.55746,25173.8569,5688.375858,9215.941825,12626.47493,12409.03771,13568.88155,14985.05047,Pos
3410,M134T1_1,1.019373976,-0.027683427,-0.307517847,0.760504944,0.483642466,DOWN,134.0812772,134.0811349,134.0814135,1.0416,0.88721,1.09037,25,15,10,1314.178,6190.968138,1139.681204,6073.304092,1198.102635,5293.222695,5752.477176,5402.422517,5604.986749,8494.844551,5919.311603,6498.848206,4822.413981,7436.877566,6086.15209,7404.419499,5043.984585,4650.794263,7197.190863,7256.575723,4728.830113,5011.244934,5402.721866,6868.709762,7229.212762,7846.209613,6432.831854,5947.288786,5665.097686,5626.641594,4846.560343,6336.21562,8095.583746,7550.003372,5431.603997,4857.870656,4828.329019,4792.04142,4505.567778,7944.622516,6320.008958,5067.000338,8064.894501,6360.20698,Pos
3411,M229T26,1.016104858,-0.023049291,-0.307309902,0.760785609,0.483679113,DOWN,229.2356014,229.2353653,229.2358033,26.34916667,26.28966667,26.41133333,34,22,12,987.837,7889.726581,1249.113093,7764.677548,1215.509571,8682.575378,8300.32182,8889.55704,4860.045089,8203.698425,9003.595222,8715.491602,7401.465123,7847.50032,7948.193407,9359.236945,9021.996848,7475.887305,6477.873803,6158.460392,7895.520742,8048.789,7557.076246,6777.835013,9170.030038,6827.973718,7571.348602,8282.516811,8631.186487,5041.377418,5629.925516,6233.678226,6980.860965,7347.527858,8351.388732,8916.196083,8021.300912,7127.36696,10067.59538,7697.396448,10154.89343,7556.173611,8554.890478,7909.412488,Pos
3412,M496T25_1,1.056937178,0.079889629,0.30617839,0.761220725,0.483813904,UP,496.3402679,496.3388637,496.344014,24.97783333,24.92033333,25.42316667,37,21,13,52021.816,198239.6076,95606.09792,209526.8115,134132.3043,324736.4005,120387.5008,200882.0544,281392.6201,225808.575,235959.374,371214.1547,182124.8574,247809.809,265402.5081,152578.8436,162189.0982,102371.149,9467.390115,91269.77871,577043.5141,403870.0589,344177.4433,23447.31356,30218.42469,10337.64876,191518.1688,164698.5629,111020.6272,259796.8912,186151.4124,188011.325,253038.6305,194425.3311,177014.3663,348348.9166,292266.9687,353585.0283,34205.34946,129189.5267,104585.881,252965.0806,184169.475,214557.5304,Pos
3413,M531T0_3,1.031273589,-0.04442712,-0.306107696,0.761625628,0.48392942,DOWN,531.4077097,531.4043677,531.4121272,0.257214167,0.087677667,0.969486667,64,24,15,498671.125,9325041.39,2792796.685,9042257.541,2828858.282,12367825.78,7319828.888,13441082.18,5943622.445,7421849.155,7949857.271,12739959.12,11973771.9,6984409.265,7624344.593,6983327.435,6922959.479,11673720.95,7397132.527,13131929.85,11810322.89,7113162.831,12715764.26,12400745.8,6513591.682,12455623.61,7140567.864,7361933.209,7175613.469,5691610.871,6003862.901,5729062.89,12945841.77,7091828.947,13730850.09,8155968.463,7362693.86,7966390.939,6114763.223,8263546.578,12429101.53,6869211.458,12022134.12,11949987.72,Pos
3414,M185T0_1,1.023394615,0.033362547,0.30612581,0.761932086,0.483982334,UP,185.0809312,185.0807986,185.0810693,0.151901667,0.066741167,0.407883333,41,24,14,926.613,14859.81436,6001.929201,15430.67612,5081.531818,19869.51767,13196.70343,10100.392,10874.76641,9634.602612,18188.71836,21033.32468,15800.24627,18175.09552,0,14651.07041,10517.31844,18086.94612,18711.22392,24057.28961,13656.43119,16918.63836,21283.11717,10834.99672,15226.67698,5266.817367,22085.63951,22839.80703,19710.83654,9339.466959,10197.77959,10351.83027,19948.04128,21337.75859,19609.71137,19534.77338,10562.58718,16186.80516,8490.416998,11684.2717,18708.87482,17849.99244,18033.06627,10677.88991,Pos
3415,M124T15_2,1.051196401,0.072032242,0.304595678,0.762389565,0.48413112,UP,124.0586333,124.0523366,124.0587596,14.7694,14.40673333,14.85756667,46,24,15,10809.953,132053.1602,50390.76698,138813.8068,88094.12293,91535.70011,100571.2239,124118.8587,143875.0984,12460.09087,235335.2196,141865.7196,164166.4937,184272.3383,132200.5814,157451.5212,166504.2716,92078.71765,114236.8535,120124.7145,18167.98191,21735.78484,382928.5698,37532.95577,46188.08982,51883.70133,182268.2137,210379.4971,225668.6908,125899.6102,142889.4689,147308.1449,216980.7015,11924.41101,256675.935,164396.4421,185154.5869,188063.1318,61656.18089,145798.2139,160280.5861,110315.5873,122065.2367,115369.6406,Pos
3416,M86T6_1,1.076560334,0.106429175,0.304859919,0.762744753,0.48421488,UP,85.71013922,85.71006727,85.71022568,5.6289,5.413166667,5.981016667,21,12,7,1354.095,11336.2358,7537.212172,12067.81724,6878.485921,1181.052364,7196.881542,18608.13956,2888.103449,9551.731036,11882.53305,10205.25394,18981.02202,19020.15459,3351.5533,16929.34469,27463.74239,3092.94288,9123.626477,10567.45573,21723.77187,21056.27614,23390.15174,0,2841.967853,5698.610149,7595.46197,14568.71896,14474.81285,9968.404094,22154.51919,21509.05007,12578.04465,13646.86862,14668.09358,8265.103647,13278.96704,18001.30233,935.0781209,7915.417269,7810.591761,4306.305717,9784.247659,13455.84843,Pos
3417,M733T26_3,1.295758174,-0.373796495,-0.305056801,0.763219537,0.484374492,DOWN,732.6094231,732.6067391,732.6163458,25.58475,25.51733333,25.84633333,38,20,13,1833908.125,1309640.708,3360124.977,1010713.831,2231693.827,149274.4222,150996.7288,170683.2127,6517163.975,74690.92489,99420.64033,11881963.87,74142.57207,102718.5811,35496.98054,47544.03664,65181.60345,81014.02902,89785.35475,104533.6899,13810.15757,8491.337844,3563977.781,4702594.06,14903.72679,20439.62757,88310.23041,5510519.647,71257.8563,98208.19371,110287.7916,119577.7867,8580588.737,68309.44259,64779.55093,51013.14431,75577.70978,88986.19997,113765.9347,220218.981,250676.8093,122136.7503,142600.1533,156100.3289,Pos
