,name,fold,log2fold,tstat,pvalue,qvalue,updown,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,3M_pos,29M_pos,maxint,mean1,sd1,mean2,sd2,3M1_2,3M1_3,3M2_2,3M2_3,3M3_2,3M3_3,3M4_2,3M4_3,3M5_2,3M5_3,3M6_2,3M6_3,3M7_2,3M7_3,3M8_2,3M8_3,29M1_2,29M1_3,29M2_2,29M2_3,29M3_2,29M3_3,29M4_2,29M4_3,29M5_2,29M5_3,29M6_2,29M6_3,29M7_2,29M7_3,29M8_2,29M8_3,Mode
34,M308T4_5,1.753122933,0.809927164,9.573450688,5.64E-11,3.39E-09,UP,308.0901428,308.0896812,308.0906764,4.117566667,4.070183333,4.153116667,47,23,24,3505891.25,27495665.16,4455142.451,48203281.14,9569588.208,23083611.29,22958942.74,20545294.47,21300892.36,23378165.01,24687636.91,32074567.34,30999819.44,28935047.73,30577040.96,33768910.91,35858677.24,27329584.76,28621432.1,29786088.61,30535274.18,42080868.13,43668208,39502479.42,38925507.77,43255781.77,43411978.69,39122983.24,40874690.31,43383838.68,46126477.84,62494071.47,67790300.66,50970555.72,52834689.41,56750934.54,70278412.29,Pos
35,M103T25,1.646685066,0.719564661,8.707703682,8.28E-11,4.83E-09,UP,103.0393894,103.0393094,103.0395754,25.4275,25.36966667,25.46916667,45,21,24,5642.107,22892.05584,4673.292877,37696.00649,6824.865546,20454.8075,24876.56551,16986.88139,15638.71129,24093.79564,24643.70065,24322.52059,26665.19589,15057.10101,16837.39166,27652.66769,25639.91463,22280.98045,21868.01376,25877.39882,26260.78269,33843.41184,34271.38176,39745.54141,37883.71634,52087.29518,43093.36659,38264.62714,33231.07293,30287.42573,30274.32348,29266.33759,27327.39371,47741.34108,43145.18471,42272.24821,36087.77529,Pos
36,M309T4_2,2.062962231,1.044717409,8.566353946,1.34E-10,7.59E-09,UP,309.0544585,309.053912,309.055082,4.107366667,4.05375,4.167266667,47,23,24,4396.029,24368.7118,8252.724926,50271.73207,12180.86506,14237.31473,18485.9817,9718.704035,16012.43067,22944.5931,25833.14039,26135.37471,30121.32211,28430.87866,33324.45932,32045.61136,41886.52056,13146.93035,32700.68971,30483.74976,29111.78483,45163.73893,49308.27936,38397.2914,35578.2794,39723.34037,47306.78967,47086.96591,43891.57782,47304.19425,52129.6114,64413.52101,69062.46316,60801.37665,59555.41507,64256.32112,68460.37125,Pos
37,M126T5_3,1.322468681,0.403233556,8.268406056,1.41E-10,7.79E-09,UP,125.9835397,125.9834316,125.9836736,4.9066,4.872516667,4.94145,47,23,24,11637.504,126251.6704,16494.08467,166963.8799,17261.94315,142935.5296,143809.6407,109826.6361,106862.9021,105795.0873,101853.6121,133025.6,126069.6002,141537.2791,133220.814,137840.1252,131735.9868,121920.8954,114838.3137,153301.2866,144746.1036,166139.0781,152205.1948,154320.0845,147661.2616,149721.6535,140419.8265,168990.3046,165533.3634,170419.2826,165936.9953,162345.4373,157679.6582,192758.44,185172.019,196381.6789,195887.2623,Pos
38,M694T25,3.273705541,-1.710924562,-8.813748591,1.53E-10,8.20E-09,DOWN,693.5620362,693.560758,693.5631414,24.56758333,24.521,24.64583333,40,23,17,18188.322,138210.8689,45240.82648,41741.0626,27193.93735,81965.95962,81353.98604,185219.2577,203177.9017,198876.7015,210255.4197,75420.66571,91772.05063,140592.5669,123749.0574,126143.8599,123740.7463,166234.1614,182731.7155,129426.4939,133070.9296,50322.88768,75473.87249,87656.63827,72814.29645,28040.37004,31183.75106,72192.35685,46302.4706,42610.92342,29951.10147,300.0674465,0,50134.25607,67962.3172,8994.161247,13388.22914,Pos
39,M134T10,1.87459646,0.906580064,8.271047574,2.25E-10,1.17E-08,UP,134.0811816,134.0810052,134.081391,10.3771,10.32416667,10.4211,47,23,24,8680.845,72750.39835,22470.10531,136377.6392,29890.29682,54453.58019,59407.74124,53122.17796,53610.98675,64359.79749,67530.29651,71119.90553,85379.00322,73288.82824,78844.78213,105050.9154,125382.3936,94790.06349,96662.02413,90429.77835,100163.7466,156296.2771,152877.4721,155066.023,157004.5938,126256.3491,122104.2776,133862.9098,137606.9068,118998.7964,129187.1754,124061.5016,132120.9031,205009.6441,215869.8322,132167.6491,135164.7155,Pos
40,M718T25_1,2.566935349,-1.360046961,-8.136812538,2.28E-10,1.17E-08,DOWN,717.5627438,717.5613955,717.5651653,24.58483333,24.50866667,24.69683333,42,21,20,15460.138,114197.9978,27852.11183,44488.06935,30855.62416,65696.71545,68235.40448,133184.8291,131913.4543,136925.4978,156990.9145,78584.77262,83590.28128,119127.4178,136320.8472,131185.4877,117929.5535,131651.3737,121727.6225,116467.7171,120094.1892,89644.24648,18713.0904,17576.141,53172.06432,45350.7932,48015.41512,94178.60023,85437.54142,43741.49157,47532.98453,2887.919983,2781.043274,66012.70743,61169.01753,15070.35356,11330.76755,Pos
41,M732T25_2,2.453415165,-1.294791386,-8.128264154,2.79E-10,1.39E-08,DOWN,731.605374,731.6001,731.6074796,24.61266667,24.565,24.962,45,23,21,56367.844,460274.1314,123236.7465,187605.4807,105640.8546,372071.6072,367813.046,494727.7791,519497.198,675286.2936,697280.3759,262661.4219,293971.9705,357522.6917,388621.4394,365657.115,397990.8951,534631.2486,577371.6769,561114.9839,582393.7798,268853.7069,227281.7125,294775.9015,307855.3602,173960.5863,169486.0093,282779.1886,325751.4083,199081.3221,196906.7285,2252.676445,2103.067464,302038.6201,245279.8152,34900.6924,58568.64955,Pos
42,M787T25_3,2.674770266,-1.419414985,-7.988234372,3.69E-10,1.80E-08,DOWN,786.7582503,786.7568606,786.759221,24.59233333,24.54883333,24.6685,41,23,18,10778.315,88843.99988,24679.50911,32499.43812,23631.8814,53591.451,56519.06341,94999.81857,110883.4947,117067.1539,113809.7196,53646.03153,65389.05477,85298.70411,93210.38291,82639.95561,90372.32473,108317.5481,135773.0016,87535.32882,96561.62037,55065.42415,45806.99046,65976.58644,72529.50117,18943.33234,20408.12516,61472.42049,67891.49533,18784.45012,21968.00138,0,0,37292.97207,38954.16932,6758.302981,7362.309579,Pos
43,M153T10,2.155280053,-1.107875343,-8.114839941,3.97E-10,1.88E-08,DOWN,153.0403189,153.0401289,153.0405412,9.775566667,9.724733333,9.841516667,38,23,15,4937.813,51309.4636,9774.641744,23806.4021,13266.02724,45578.02946,53128.29886,70759.15113,61910.38266,46253.29929,41176.7519,43980.44557,43689.88886,45121.27522,44854.44574,51683.17184,50111.40409,52631.92534,48884.22363,38408.72274,43870.73968,1589.068324,2505.995715,7588.888935,6687.361405,30973.6131,30053.72289,28763.50952,29223.29722,32957.9511,38853.17901,17321.31748,17741.85953,33160.8367,28568.53154,22451.55006,34263.79408,Pos
44,M126T5_8,1.336344586,0.418292065,7.983735849,4.22E-10,1.96E-08,UP,126.0603634,126.0601876,126.0606,4.903116667,4.872516667,4.94145,47,23,24,11843.761,127144.4678,16763.69551,169908.8213,19883.49588,144806.7183,145618.3714,108074.3811,106308.0416,111981.0427,102639.571,136790.3608,127019.1182,146604.5288,135971.661,142697.1625,131545.8887,119158.0286,114319.6726,150022.3993,144171.7817,160173.6563,153227.1931,157825.1578,145059.377,153874.7387,144043.9238,172734.4144,167986.6864,176383.8315,172014.5841,161398.5411,162891.7756,193872.8353,196012.7521,206400.1391,209008.6904,Pos
45,M720T25,2.860542636,-1.516288848,-8.030126083,8.32E-10,3.77E-08,DOWN,719.5779949,719.5747661,719.5804177,24.58566667,24.2575,24.635,50,23,21,86381.086,689854.8486,222645.2087,241162.2326,152333.001,396850.2382,394429.1825,867522.9772,958929.8797,987118.2447,1049470.907,393788.6146,442403.9959,700674.6455,715199.1123,650959.7235,626243.3458,822188.0474,916925.8048,618123.1992,633939.7624,349523.9187,331595.6391,398484.5686,479896.8372,179943.7041,190690.4867,393268.9831,397400.8422,186272.0934,198647.1268,6263.716974,7039.45204,308741.8486,288713.272,44630.44284,55717.17819,Pos
46,M693T25,2.789840168,-1.480182471,-7.980667078,9.17E-10,4.04E-08,DOWN,692.5589553,692.558281,692.5603622,24.5675,24.5195,24.615,44,23,21,45276.484,357105.0299,113915.212,128001.9673,78978.98457,227514.9482,215426.4049,483045.6603,479797.4327,539576.0315,554008.9299,211381.7102,213101.8337,335055.3364,329177.8874,329367.8069,314041.7884,417335.4606,450892.607,336787.4762,348485.6491,178827.2471,167030.9323,237976.6276,240457.7898,96288.63306,108463.2076,185189.723,228566.6014,110011.0081,109864.0261,1037.567237,870.9294414,165851.356,165072.1705,28076.13601,35981.45557,Pos
47,M786T25_3,2.560508056,-1.356430098,-7.741216622,9.30E-10,4.04E-08,DOWN,786.4410051,786.439778,786.4423866,24.5885,24.55666667,24.63883333,41,23,18,10338.955,90311.76658,26040.58063,34554.90923,23183.23624,48284.03436,57801.91261,90651.7161,108898.0399,120205.0895,130079.0573,57522.62541,65516.22975,86067.2553,92299.42482,79688.67294,90523.95504,116104.4737,135217.7305,89162.35645,106217.8648,54455.01054,53039.3965,70571.29223,71363.49188,22145.06959,27590.33529,61517.26987,62300.56719,26467.94112,32308.89415,0,0,36929.74971,36458.92049,4952.018582,9232.195695,Pos
48,M126T5_5,1.302169101,0.38091681,7.704282046,9.61E-10,4.09E-08,UP,126.0117735,126.0116457,126.0119772,4.905766667,4.872516667,4.959116667,47,23,24,42496.129,476694.1202,65549.23975,620736.3538,62496.40548,503431.5538,546332.1513,377399.1166,412549.8455,410085.3708,416594.5112,484304.646,507187.741,538822.8415,539889.5757,503466.2312,536362.0561,433019.977,463702.8799,548762.3268,605908.6084,587082.7129,632495.6076,585330.8328,577373.5566,560427.7791,550137.9384,618201.2304,613637.3561,613022.0064,621988.6114,593676.2922,604201.5942,705614.9164,699355.7658,761275.0101,749663.9605,Pos
49,M339T24,1.930730742,-0.949146981,-7.784947393,1.24E-09,5.18E-08,DOWN,339.2894933,339.2891468,339.2901952,24.23333333,24.1935,24.28833333,26,17,9,14453.57,98137.14936,17235.44731,50829.0189,24006.347,115074.5322,91786.27284,134828.0244,102989.6603,88440.1593,94675.74486,76507.42419,76548.45194,97579.11202,88537.33734,74574.58168,83289.79037,123680.7407,115112.0644,92842.45321,81085.38265,67668.1273,67173.77616,80911.19828,88502.25992,46516.37113,43583.73096,71967.16501,78883.5215,52722.96628,45614.20497,9935.755203,10139.29919,44528.8139,49110.26345,26164.79261,25941.39837,Pos
50,M114T6_2,1.670689441,0.740443581,7.97166946,1.28E-09,5.24E-08,UP,114.0664082,114.066275,114.0665901,5.569316667,5.440483333,5.902316667,47,23,24,131063.633,3546604.588,756828.228,5925274.837,1240641.851,4463091.755,4780368.798,2544231.804,3942303.733,3177698.453,3516995.683,3056701.929,3302093.507,3670702.302,3694776.737,3899643.157,3924793.608,4445051.832,4583456.383,4761108.3,3004424.375,6579867.583,7730508.008,6471776.458,7013859.642,6231552.418,6789166.099,3937046.694,6475707.721,7105177.132,4709834.229,8281607.802,7167723.238,5814170.058,5925857.658,4802425.782,5470483.743,Pos
51,M719T25,2.708783805,-1.437645253,-7.751232494,1.62E-09,6.40E-08,DOWN,718.5746136,718.56649,718.5813052,24.6135,24.55666667,25.01533333,73,23,21,205560.578,1883821.431,600850.133,695449.1636,432905.0226,1097005.013,821083.5877,2463185.97,2464669.25,2768309.343,2738933.358,1106749.129,1182751.559,1949573.542,1930807.255,1793164.208,1822136.169,2258332.138,2494782.941,1658692.613,1828376.646,1045708.418,976551.751,1231918.065,1300605.894,501213.0112,594109.277,1165606.424,1285667.549,560444.9083,594953.4807,14430.20508,13270.88789,873576.2894,837754.7401,151233.3087,196322.136,Pos
52,M199T5_1,1.921867425,-0.942508819,-8.303976896,1.63E-09,6.40E-08,DOWN,199.1002347,199.099456,199.1005942,4.804841667,4.73485,5.033333333,48,23,24,8578.905,48771.05163,12157.46597,25376.90737,6020.920318,73596.4269,52561.15102,56796.85727,45843.38008,56262.96833,39487.12633,50205.16794,33360.22544,63166.72003,50214.48008,43776.37136,29623.40132,47983.47147,41900.46856,37015.47509,32295.39946,31169.81669,23360.06303,18825.7625,32966.53126,31752.77631,31229.49145,22689.01678,13525.71035,27671.75704,30845.34613,20267.91854,22348.2852,20684.74718,17071.23983,23157.07616,20427.23173,Pos
53,M339T23_2,1.93044596,-0.948934169,-7.755634683,1.79E-09,6.85E-08,DOWN,339.2446128,339.2441123,339.2451463,23.38933333,23.36233333,23.43883333,40,23,17,3801.113,43888.12796,7344.313587,22734.70942,11056.97832,43254.47237,46938.29725,58713.55253,55778.64476,38303.68864,46409.74372,33724.74069,36649.10418,49266.33087,47086.80602,36779.36304,37175.365,50692.75938,52378.12793,42627.337,39991.96946,31933.95233,29741.00329,37213.51571,39035.1766,21108.0515,17448.25636,34836.38989,34798.98771,16713.20298,16794.94685,7759.441915,7045.152504,19359.46394,19845.90614,11660.72961,12182.27407,Pos
54,M205T4_1,1.95506789,0.967218706,8.076302993,1.81E-09,6.85E-08,UP,205.0815547,205.0807973,205.0818932,4.021566667,3.967716667,4.108333333,47,23,24,41220.555,152723.5198,40755.14761,298584.8496,78071.00423,187211.55,178569.4317,129009.0369,92046.03335,93504.46533,127142.9529,207678.5351,146132.7769,136079.5397,154014.1832,199341.0957,140497.9045,123908.4387,171806.9968,172266.7036,196216.4241,267815.2711,209172.0362,262598.7492,143637.6278,310457.9624,275646.9725,161216.6895,265701.6513,354125.3937,395405.8516,416098.2631,396973.9617,282879.4416,368248.3666,357917.2149,359016.7948,Pos
55,M788T25_1,2.529442187,-1.338819265,-7.335307619,3.28E-09,1.22E-07,DOWN,787.6037909,787.6015208,787.6111433,24.60958333,24.54383333,24.98716667,80,23,24,591399.813,5335459.729,1517945.787,2109342.43,1495987.215,3247057.303,3140068.395,5803031.659,6236790.879,6800297.611,7391865.806,3263311.212,3780329.984,5065653.941,5369377.406,5069728.806,5295249.968,6837911.551,7759265.681,5312299.618,5841123.997,3224424.531,2912777.651,3953984.633,4585876.322,1307276.431,1407077.525,3805552.569,4074614.678,1391228.062,853295.984,43701.90916,43180.77594,2289132.922,2242496.293,434828.1155,527982.4012,Pos
56,M786T25_2,3.015352153,-1.5923265,-7.412730048,3.98E-09,1.45E-07,DOWN,785.6533706,785.6512394,785.6607112,24.70583333,24.6135,24.97433333,69,23,19,21487.291,131937.0297,45706.17355,43755.09825,34878.07533,93575.83215,67637.943,170302.1997,120154.9412,195524.5026,211102.6169,74451.51857,28287.57401,121027.9937,129950.0215,118690.5803,138107.0721,154939.8883,180513.0044,127641.1782,151925.8073,78328.60754,49046.1671,88756.66103,96879.9707,18310.54431,31285.85396,100274.5575,109771.6364,26926.75176,29423.01971,172.0709248,142.3453085,66479.06252,47449.34887,8537.936419,13712.66861,Pos
57,M279T5_2,1.729487796,-0.790344833,-7.428115943,4.24E-09,1.52E-07,DOWN,279.1918861,279.1885284,279.1926302,5.184958333,5.123883333,5.235716667,42,23,19,6079.519,35515.4658,7848.914659,20535.25089,5772.786755,39108.65342,41816.51118,27225.62318,32603.37464,26569.5666,20975.45936,31655.36975,31188.90398,55016.75207,53454.77261,34712.45528,39582.21878,29321.79544,37498.85835,42960.18502,33905.43437,27549.92115,31064.22078,23934.47318,20553.42824,23415.82859,24080.75359,19180.11859,16807.76052,22638.77133,23684.29385,23349.84416,13760.14183,17692.92113,13411.26205,30749.13384,14875.69068,Pos
58,M790T25_1,2.964142927,-1.567615014,-7.335531851,4.42E-09,1.56E-07,DOWN,789.620245,789.6180908,789.6274571,24.66258333,24.565,24.97433333,74,23,21,109256.797,714058.0893,242853.0093,240898.6702,195733.5117,498115.9863,444518.6937,959502.153,1052375.651,1095722.884,1005292.709,367321.0563,492631.6086,602942.3926,626441.9858,478333.0041,502402.4719,845602.1022,928142.168,710036.3521,759435.8967,397841.0488,259656.3497,523792.8108,579554.606,128436.7398,134975.9408,454878.9027,529184.1281,204796.9189,135450.3158,5441.568623,6196.532223,190900.7587,128723.9062,30172.29554,24243.92623,Pos
59,M787T25_1,2.346005938,-1.230206665,-7.238309971,4.54E-09,1.57E-07,DOWN,786.5998335,786.5918453,786.6063652,24.59691667,24.54883333,25.231,68,23,23,1322849,12661486.84,3350794.944,5397039.556,3529539.114,7975012.072,7920788.809,13151447.92,14485888.41,16470869.77,17287351.54,8105316.962,9305069.097,12229631.95,12666187.72,11641574.58,12562865.39,15786978.94,18077661.23,12419337.55,14135670.02,8208040.679,7248645.175,9662497.027,11143112.92,3397176.866,4135928.985,9404079.934,9756503.398,4192971.173,4704918.533,56258.67926,93064.41448,5848411.483,5777194.051,1161039.065,1448976.769,Pos
60,M313T23,2.696372237,-1.431019676,-7.236788388,4.91E-09,1.65E-07,DOWN,313.2738228,313.2732579,313.2744184,23.36333333,23.0285,24.073,43,23,19,39906.582,323448.5634,89442.49526,119956.9403,103094.9109,380624.7199,392735.1245,542476.732,442245.3997,287859.3476,327524.7398,232854.4327,231726.9155,352308.9962,324070.1063,235705.6291,210084.6646,374934.4949,345212.7103,291381.4781,236637.4137,225497.0332,170215.4435,282298.6872,267183.4369,71594.88017,73990.39316,241829.046,184298.8049,58701.705,52287.89341,4859.605285,4485.531482,65643.30151,42218.03852,15348.63159,24934.5531,Pos
61,M128T5_3,1.39519657,0.480468399,7.257987694,4.94E-09,1.65E-07,UP,128.0260742,128.025797,128.0262613,4.91085,4.866783333,5.15055,48,23,24,8609.103,55810.88248,9389.865833,77867.15183,11385.70528,68571.67173,61056.9455,42351.08322,44775.413,50714.76723,43021.40119,54337.18095,55283.92706,68275.62936,59292.67056,61688.98151,54434.97242,54533.57307,46035.48498,69038.11045,72357.79666,73876.2744,81989.00958,76763.42051,69030.1341,74061.33173,66436.67205,80758.21125,57780.44941,74767.83694,71773.97421,80127.19434,77208.06859,95733.80124,84374.61077,111038.2089,82405.87542,Pos
62,M282T14,3.182122745,-1.669989486,-7.766753917,6.54E-09,2.11E-07,DOWN,282.1194363,282.1190772,282.1199374,14.21208333,14.12163333,14.30223333,38,23,15,8487.43,135625.3024,51498.82058,42621.01538,25961.21693,192209.8769,155412.8538,195365.8514,169515.8069,102455.589,93192.3958,116926.6855,103452.0794,59075.84501,55479.36804,152366.9478,131260.0239,132396.2967,115546.293,103332.0006,77686.12423,7836.610266,5763.101673,11935.24045,10971.04481,52682.33164,53743.31479,37280.50634,41243.27835,55373.90324,49693.64148,27794.54883,26680.16424,84971.38343,83849.26979,44876.64639,55660.61179,Pos
63,M143T5_2,1.351843095,0.434927711,7.139279237,6.54E-09,2.11E-07,UP,143.0360461,143.0238718,143.0384581,4.850908333,4.037166667,4.891016667,80,23,24,7895.439,74062.48151,11885.85627,100120.8542,13127.23037,86231.0453,95687.35341,63515.70709,65599.95641,59151.81996,65043.07579,80319.34978,78979.08506,86216.92752,88284.47079,76727.0051,83145.34049,62939.87092,71684.05948,85158.04011,83927.61771,96018.51951,103388.525,93396.57968,99165.26274,88080.45456,85820.91408,95481.33207,98986.56349,101838.4665,103256.0281,77181.88593,86256.80035,113360.6498,118761.8884,127842.4269,127209.472,Pos
64,M790T25_2,2.840997351,-1.506397487,-7.77965001,6.66E-09,2.11E-07,DOWN,789.6742924,789.6728961,789.6792918,24.74,24.694,24.9005,13,13,0,3495.5,10691.73032,4237.20949,3047.247426,2106.827216,8972.080123,7256.348213,18207.43084,12162.6175,17485.22359,14431.82743,5875.381225,4512.141223,10233.86545,5469.094324,9024.880776,8785.106419,6334.29775,9653.3253,13218.30212,16708.80694,4967.079771,4534.132306,5318.030391,3730.913435,2333.328541,2904.042012,5657.953367,6796.00281,2079.356384,1933.262103,0,0,3420.980337,6170.081814,1025.289768,637.1909397,Pos
65,M340T23,2.322899485,-1.215926728,-7.567688646,6.72E-09,2.11E-07,DOWN,340.2928321,340.2923064,340.2934347,23.3905,23.07816667,23.43883333,43,23,19,71865.07,764978.9517,133970.6408,329320.729,246596.5547,776513.8789,776104.7317,1063434.052,949045.9107,679835.9259,775431.0145,586276.3123,601036.5436,787022.125,768285.221,647644.5112,619602.5914,928232.1484,840457.4614,745978.5189,682418.9927,555142.2817,438306.2267,665291.4442,643714.7335,225089.4725,227773.6308,618267.3813,595605.1649,209232.9815,185569.5182,5253.593945,4502.826374,261797.1849,266555.3178,42078.02591,34538.21164,Pos
66,M746T25_2,2.688748139,-1.426934621,-7.275389441,6.84E-09,2.12E-07,DOWN,745.5932523,745.5821159,745.5954996,24.61283333,24.40066667,24.66583333,45,23,21,42925.863,373228.5624,125222.9744,138811.2769,92484.67703,162556.8381,176134.612,424219.4251,408894.812,532706.4327,521668.735,208465.5629,222666.7901,395851.7633,380346.2778,392703.9631,387182.3693,473886.514,523130.9407,355634.8382,398233.5801,212435.0355,189690.4998,247522.9924,275615.2353,101841.2202,104375.7676,247456.0536,279926.8884,103866.658,118539.4132,10395.60001,9716.322429,167047.8315,115573.7239,16111.45168,34111.89011,Pos
67,M788T25_2,4.299578581,-2.104195262,-8.076716478,7.61E-09,2.32E-07,DOWN,787.6698422,787.6673498,787.6765021,24.76391667,24.66433333,25.20383333,62,23,18,25214.311,114866.2948,49356.74857,25999.58533,19065.33538,73677.24481,43401.58524,162674.3515,162841.3182,152550.8581,182484.1456,55798.43693,35490.7093,79266.8235,91154.59151,67443.462,74293.75544,100546.5337,193505.7063,145239.2726,145598.1078,44170.40273,23950.88057,50721.35019,54159.56506,12509.86912,17626.97541,46675.53678,51245.32491,15091.02388,19832.61946,0,0,56584.27495,19321.56418,6152.398482,12465.8921,Pos
68,M293T4,3.510844238,1.811817991,8.234801841,7.81E-09,2.35E-07,UP,293.0979173,293.0953527,293.0987684,3.778833333,3.7211,4.331833333,27,0,23,5409.548,6007.712641,2526.48238,21092.14331,8594.78346,7020.452783,7615.217531,3115.60773,2994.748619,2109.098877,2685.216445,9131.882407,8569.346806,8282.282169,8322.530164,8403.475536,9557.719234,8617.433374,8215.50747,5982.680318,5878.643222,11809.81039,14068.95071,18299.98214,21684.31233,11915.11102,15237.39727,15705.13333,15732.31552,27715.29787,32539.47547,20896.83121,18692.82223,31377.47063,34309.5573,29035.41153,35385.65146,Pos
69,M789T25_3,3.701240045,-1.888008705,-8.124192113,8.08E-09,2.39E-07,DOWN,788.6724302,788.6694642,788.6796705,24.77341667,24.66433333,24.99383333,66,23,14,12717.16,47159.07184,19531.0499,12025.30011,7127.549056,34772.71002,27867.07222,76613.4621,39677.92635,81723.15419,73837.89051,18506.82713,13046.2926,32101.14321,27319.01626,35882.31449,25112.24519,54768.37286,61610.3114,59539.83891,59061.64389,16373.00352,10917.99666,19056.54994,18318.88115,13902.21444,8096.204641,19189.81646,28135.8286,14864.70582,14685.60637,0,0,12677.59074,17898.12996,5186.117185,4585.247316,Pos
70,M143T5_3,1.332822047,0.414484171,7.091744384,8.45E-09,2.46E-07,UP,143.0483777,143.0393635,143.0534956,4.850916667,4.106016667,4.891016667,79,23,24,433238.844,4410152.906,644631.9169,5877949.025,771028.6258,5198543.321,5669585.821,3944397.973,3914120.57,3560062.751,3607724.221,4774562.397,4697654.669,5142226.181,5055242.392,4611472.354,4649373.085,3904958.39,4109673.49,4918718.024,4605459.765,5644628.337,5629452.274,5296070.285,5587314.42,5331599.675,4904828.793,5976242.29,5803504.196,6094510.819,5833950.832,4685922.917,5247926.78,6983549.742,6920213.637,7331101.318,7489005.882,Pos
71,M143T5_4,1.341111269,0.423428939,7.042538146,9.05E-09,2.60E-07,UP,143.0607432,143.0543033,143.0688263,4.853675,4.09015,4.891016667,80,23,24,7857.213,74769.68214,11825.21303,100274.4633,12994.47872,85583.84833,97437.94908,64835.97194,65699.53515,59955.32506,65724.72788,81936.23462,80815.90443,88261.71783,88006.4993,78441.22657,84192.02082,66849.60915,71673.86012,84895.7978,83632.3495,93525.9059,101205.3229,92792.04205,98194.06406,87833.49828,82409.68916,102656.0743,98491.46203,98487.08881,100753.9748,88983.93916,87529.09201,118422.4002,118092.5817,126903.6814,129945.8259,Pos
72,M787T25_4,3.329986813,-1.735516464,-7.515585427,9.31E-09,2.63E-07,DOWN,787.4442156,787.4430848,787.4454947,24.63383333,24.5885,24.6685,23,15,8,5073.914,28178.32406,11737.13906,7268.451474,6482.704594,8566.246086,10032.73461,35674.73003,34164.77932,40111.13561,42270.3525,16067.54658,12239.43205,32516.45961,20604.10432,28004.34065,27608.96263,39328.68168,46262.99721,28663.83434,35378.41082,17634.72284,6658.249758,15534.97045,12205.9251,5128.23346,3824.67686,19275.3641,18391.26803,3721.081265,4791.769557,0,0,9805.792186,7255.201105,0,622.1006566,Pos
73,M76T5,1.406435488,0.492043379,7.064539798,9.42E-09,2.63E-07,UP,76.03978388,76.03969518,76.03989666,4.808133333,4.776766667,4.84465,47,23,24,211982.719,1797773.465,320080.6011,2528452.401,387086.3475,1790505.606,1964319.238,1695284.829,1801518.171,1288727.905,1394878.245,1867406.974,2058687.632,2221480.544,2329303.167,2167044.06,2382317.229,1716993.609,1925478.722,1644445.72,1685262.357,2442174.417,2570204.177,2386576.633,2499461.532,2096361.481,2124539.609,2148508.439,2202656.033,2641380.374,2790818.609,2483298.214,2714789.242,3302448.144,3460443.772,2616862.365,2786736.651,Pos
74,M190T4_1,2.545372698,1.347876914,7.871490741,1.03E-08,2.85E-07,UP,190.0703845,190.069819,190.0707829,4.062616667,3.998466667,4.137183333,47,23,24,20217.865,45862.5707,15421.57419,116737.3353,41201.4034,55049.8294,25782.23778,38324.4371,35413.4533,42991.47114,19874.87664,40937.04083,63404.47047,44783.31653,50306.37082,61343.0152,35499.32378,54960.40327,55164.84118,42424.30838,28271.56419,77732.88678,72739.50934,45112.40984,39924.15612,145935.2257,140277.001,73183.25805,78794.81122,98852.59984,118454.5092,158712.0216,170247.633,114488.1221,133487.9485,120616.8588,150455.6532,Pos
75,M166T19,2.322977664,1.215975282,7.824505987,1.27E-08,3.45E-07,UP,166.0517189,166.0515442,166.0542863,18.51483333,18.2145,19.5375,51,23,24,11752.465,190774.1915,53824.79165,443164.1857,148149.4498,224358.8967,197523.2898,155486.0055,131000.019,115836.0408,139712.7538,126801.6029,249554.3537,247334.0423,205899.6485,269659.507,231711.2773,180255.5618,95178.59856,211215.7617,227181.6415,578975.3883,572924.2133,470871.8847,453409.2995,357971.8515,244076.495,288838.6746,260128.9855,299414.2377,281928.6305,747056.6174,720569.7234,452347.7951,518653.7415,452383.7709,463351.5233,Pos
76,M285T7,3.470391829,-1.795098561,-7.783478929,1.34E-08,3.61E-07,DOWN,285.0828632,285.0823317,285.0832044,7.455833333,7.376966667,7.540616667,26,21,5,5716.927,45390.34333,18901.97231,12363.18896,7700.844258,66494.80473,36876.37852,87486.23192,76838.33483,49016.25038,45004.19198,44482.27552,50721.72288,14392.00746,16841.53361,31002.87121,39283.08859,45892.87496,43553.32576,31368.47243,23150.1901,0,0,1577.549564,244.8708032,15672.00196,17478.36694,18201.67238,17461.5307,18121.63412,20177.72293,10791.15544,13653.86468,15342.82504,19661.79539,19901.3501,20231.52233,Pos
77,M745T25_2,2.571834131,-1.3627976,-7.065802996,1.40E-08,3.71E-07,DOWN,744.5893959,744.5822222,744.590646,24.61291667,24.03966667,24.90933333,48,23,21,105294.406,885456.9183,298981.5264,344290.0565,217960.1937,407170.5183,400927.1513,1076557.942,1046707.301,1284865.679,1288188.734,472971.2419,503630.2785,922907.9988,919112.339,945873.1813,925766.0884,1136248.889,1215583.365,847977.2227,940370.5545,505936.2428,457212.9781,595311.4143,650582.5887,235970.1663,253176.2227,597933.353,682798.8891,254972.7392,280382.6873,25950.7402,26710.96902,441604.8564,430564.0383,85430.1187,65110.36942,Pos
