log2FoldChange,Cell.type,pval_sig,col.sign
-0.220234829,Fibroblast,0.454850387,2
-0.366259874,Fibroblast,0.454850387,2
0.264872825,Fibroblast,0.454850387,2
0.213631394,Fibroblast,0.454850387,2
-0.349111653,Fibroblast,0.454850387,2
0.513713647,Fibroblast,0.454850387,2
-0.348982905,Fibroblast,0.454850387,2
0.279295947,Fibroblast,0.454850387,2
-0.4224209,Fibroblast,0.454850387,2
0.261113329,Fibroblast,0.454850387,2
0.399609404,Fibroblast,0.454850387,2
-0.264441471,Fibroblast,0.454850387,2
-0.541899895,Fibroblast,0.454850387,2
-0.438761786,Fibroblast,0.454850387,2
0.32887733,Fibroblast,0.454850387,2
0.257391305,Fibroblast,0.454850387,2
-0.716448153,Fibroblast,0.454850387,2
0.268384481,Fibroblast,0.454850387,2
0.031411695,Fibroblast,0.454850387,2
-0.21867954,Fibroblast,0.454850387,2
0.344215188,Fibroblast,0.454850387,2
-0.143221218,Fibroblast,0.454850387,2
0.121159909,Fibroblast,0.454850387,2
-0.397724324,Fibroblast,0.454850387,2
0.291580121,Fibroblast,0.454850387,2
0.262723857,Fibroblast,0.454850387,2
0.555054251,Fibroblast,0.454850387,2
0.191747486,Fibroblast,0.454850387,2
-0.3637133,Fibroblast,0.454850387,2
-0.168047715,Fibroblast,0.454850387,2
0.415838018,Fibroblast,0.454850387,2
0.243341014,Fibroblast,0.454850387,2
-0.097045244,Fibroblast,0.454850387,2
-0.361423315,Fibroblast,0.454850387,2
0.339082563,Fibroblast,0.454850387,2
-0.498352271,Fibroblast,0.454850387,2
-0.121770858,Fibroblast,0.454850387,2
0.398360685,Fibroblast,0.454850387,2
0.234938853,Fibroblast,0.454850387,2
0.134865224,Fibroblast,0.454850387,2
-0.085791875,Fibroblast,0.454850387,2
-0.231261507,Fibroblast,0.454850387,2
0.218889064,Fibroblast,0.454850387,2
1.264813208,Fibroblast,0.454850387,2
0.186472609,Fibroblast,0.454850387,2
-0.291720125,Fibroblast,0.454850387,2
-0.202991805,Fibroblast,0.454850387,2
0.204880194,Fibroblast,0.454850387,2
0.160451964,Fibroblast,0.454850387,2
0.120989587,Fibroblast,0.454850387,2
0.204229478,Fibroblast,0.454850387,2
-0.17463847,Fibroblast,0.454850387,2
-0.585404346,Fibroblast,0.454850387,2
0.221725899,Fibroblast,0.454850387,2
0.37505753,Fibroblast,0.454850387,2
0.443613833,Fibroblast,0.454850387,2
-0.5488351,Fibroblast,0.454850387,2
0.287878177,Fibroblast,0.454850387,2
0.229988609,Fibroblast,0.454850387,2
-0.205709992,Fibroblast,0.454850387,2
0.281786454,Fibroblast,0.454850387,2
0.108363466,Fibroblast,0.454850387,2
0.212636089,Fibroblast,0.454850387,2
0.178190792,Fibroblast,0.454850387,2
-0.288496497,Fibroblast,0.454850387,2
0.304500309,Fibroblast,0.454850387,2
-0.315580568,Fibroblast,0.454850387,2
0.036727187,Fibroblast,0.454850387,2
0.349812873,Fibroblast,0.454850387,2
-0.825934164,Fibroblast,0.454850387,2
-0.205859338,Fibroblast,0.454850387,2
-0.039570505,Fibroblast,0.454850387,2
0.081155124,Fibroblast,0.454850387,2
0.190700826,Fibroblast,0.454850387,2
-0.302989442,Fibroblast,0.454850387,2
0.229739508,Fibroblast,0.454850387,2
0.361072846,Fibroblast,0.454850387,2
-0.5241407,Fibroblast,0.454850387,2
0.410669351,Fibroblast,0.454850387,2
1.096718567,Fibroblast,0.454850387,2
0.190485175,Fibroblast,0.454850387,2
-0.05470686,Fibroblast,0.454850387,2
0.377545784,Fibroblast,0.454850387,2
-0.102622932,Fibroblast,0.454850387,2
-0.253118952,Fibroblast,0.454850387,2
0.597354736,Fibroblast,0.454850387,2
-0.124106289,Fibroblast,0.454850387,2
0.356714777,Fibroblast,0.454850387,2
0.125692713,Fibroblast,0.454850387,2
-0.123195217,Fibroblast,0.454850387,2
0.152882558,Fibroblast,0.454850387,2
0.042266952,Fibroblast,0.454850387,2
0.22454799,Fibroblast,0.454850387,2
0.078240518,Fibroblast,0.454850387,2
-0.209025684,Fibroblast,0.454850387,2
-0.101704173,Fibroblast,0.454850387,2
0.079381017,Fibroblast,0.454850387,2
0.106300864,Fibroblast,0.454850387,2
-0.149495,Fibroblast,0.454850387,2
-0.262781984,Fibroblast,0.454850387,2
0.080444821,Fibroblast,0.454850387,2
0.225543996,Fibroblast,0.454850387,2
-0.178163873,Fibroblast,0.454850387,2
-0.053739072,Fibroblast,0.454850387,2
-0.092294282,Fibroblast,0.454850387,2
-0.025147034,Fibroblast,0.454850387,2
-0.252824659,Fibroblast,0.454850387,2
0.331648038,Fibroblast,0.454850387,2
-0.321003615,Fibroblast,0.454850387,2
0.319279983,Fibroblast,0.454850387,2
-0.210789724,Fibroblast,0.454850387,2
-0.243900564,Fibroblast,0.454850387,2
-0.194385733,Fibroblast,0.454850387,2
-0.135563034,Fibroblast,0.454850387,2
0.029193555,Fibroblast,0.454850387,2
-0.211519534,Fibroblast,0.454850387,2
0.357747175,Fibroblast,0.454850387,2
0.307503516,Fibroblast,0.454850387,2
-0.2531959,Fibroblast,0.454850387,2
0.06356545,Fibroblast,0.454850387,2
0.124342801,Fibroblast,0.454850387,2
0.090394277,Fibroblast,0.454850387,2
-0.041877209,Fibroblast,0.454850387,2
0.104966181,Fibroblast,0.454850387,2
-0.271880935,Fibroblast,0.454850387,2
-0.182687142,Fibroblast,0.454850387,2
0.215260977,Fibroblast,0.454850387,2
0.399069556,Fibroblast,0.454850387,2
0.107981186,Fibroblast,0.454850387,2
0.181085401,Fibroblast,0.454850387,2
0.033948871,Fibroblast,0.454850387,2
0.177835145,Fibroblast,0.454850387,2
-0.765525835,Fibroblast,0.454850387,2
0.119057033,Fibroblast,0.454850387,2
-0.2020598,Fibroblast,0.454850387,2
0.112620265,Fibroblast,0.454850387,2
0.177207951,Fibroblast,0.454850387,2
-0.363556532,Fibroblast,0.454850387,2
-0.012658988,Fibroblast,0.454850387,2
-0.138905168,Fibroblast,0.454850387,2
0.099027269,Fibroblast,0.454850387,2
-0.260307265,Fibroblast,0.454850387,2
7.502190487,Fibroblast,0.454850387,2
2.106845761,Fibroblast,0.454850387,2
-0.576395284,Fibroblast,0.454850387,2
0.455231692,Fibroblast,0.454850387,2
-0.049332371,Fibroblast,0.454850387,2
0.321826315,Fibroblast,0.454850387,2
-0.508955164,Fibroblast,0.454850387,2
0.119440615,Fibroblast,0.454850387,2
0.629173116,Fibroblast,0.454850387,2
0.184308296,Fibroblast,0.454850387,2
-0.46170265,Fibroblast,0.454850387,2
-0.460114903,Fibroblast,0.454850387,2
-2.976188157,Fibroblast,0.454850387,2
0.27461283,Fibroblast,0.454850387,2
0.256987451,Fibroblast,0.454850387,2
-2.705749944,Fibroblast,0.454850387,2
-0.457547668,Fibroblast,0.454850387,2
-0.773782225,Fibroblast,0.454850387,2
-0.445275919,Fibroblast,0.454850387,2
-0.203718245,Fibroblast,0.454850387,2
0.293069487,Fibroblast,0.454850387,2
0.466931072,Fibroblast,0.454850387,2
-0.45004968,Fibroblast,0.454850387,2
-0.548026436,Fibroblast,0.454850387,2
-0.220234829,Fibroblast,0.454850387,2
-0.366259874,Fibroblast,0.454850387,2
0.264872825,Fibroblast,0.454850387,2
0.213631394,Fibroblast,0.454850387,2
-0.349111653,Fibroblast,0.454850387,2
0.513713647,Fibroblast,0.454850387,2
-0.348982905,Fibroblast,0.454850387,2
0.279295947,Fibroblast,0.454850387,2
-0.4224209,Fibroblast,0.454850387,2
0.261113329,Fibroblast,0.454850387,2
0.399609404,Fibroblast,0.454850387,2
-0.264441471,Fibroblast,0.454850387,2
-0.541899895,Fibroblast,0.454850387,2
-0.438761786,Fibroblast,0.454850387,2
0.32887733,Fibroblast,0.454850387,2
0.257391305,Fibroblast,0.454850387,2
-0.716448153,Fibroblast,0.454850387,2
0.268384481,Fibroblast,0.454850387,2
0.031411695,Fibroblast,0.454850387,2
-0.21867954,Fibroblast,0.454850387,2
0.344215188,Fibroblast,0.454850387,2
-0.143221218,Fibroblast,0.454850387,2
0.121159909,Fibroblast,0.454850387,2
-0.397724324,Fibroblast,0.454850387,2
0.291580121,Fibroblast,0.454850387,2
0.262723857,Fibroblast,0.454850387,2
0.555054251,Fibroblast,0.454850387,2
0.191747486,Fibroblast,0.454850387,2
-0.3637133,Fibroblast,0.454850387,2
-0.168047715,Fibroblast,0.454850387,2
0.415838018,Fibroblast,0.454850387,2
0.243341014,Fibroblast,0.454850387,2
-0.097045244,Fibroblast,0.454850387,2
-0.361423315,Fibroblast,0.454850387,2
0.339082563,Fibroblast,0.454850387,2
-0.498352271,Fibroblast,0.454850387,2
-0.121770858,Fibroblast,0.454850387,2
0.398360685,Fibroblast,0.454850387,2
0.234938853,Fibroblast,0.454850387,2
0.134865224,Fibroblast,0.454850387,2
-0.085791875,Fibroblast,0.454850387,2
-0.231261507,Fibroblast,0.454850387,2
0.218889064,Fibroblast,0.454850387,2
1.264813208,Fibroblast,0.454850387,2
0.186472609,Fibroblast,0.454850387,2
-0.291720125,Fibroblast,0.454850387,2
-0.202991805,Fibroblast,0.454850387,2
0.204880194,Fibroblast,0.454850387,2
0.160451964,Fibroblast,0.454850387,2
0.120989587,Fibroblast,0.454850387,2
0.204229478,Fibroblast,0.454850387,2
-0.17463847,Fibroblast,0.454850387,2
-0.585404346,Fibroblast,0.454850387,2
0.221725899,Fibroblast,0.454850387,2
0.37505753,Fibroblast,0.454850387,2
0.443613833,Fibroblast,0.454850387,2
-0.5488351,Fibroblast,0.454850387,2
0.287878177,Fibroblast,0.454850387,2
0.229988609,Fibroblast,0.454850387,2
-0.205709992,Fibroblast,0.454850387,2
0.281786454,Fibroblast,0.454850387,2
0.108363466,Fibroblast,0.454850387,2
0.212636089,Fibroblast,0.454850387,2
0.178190792,Fibroblast,0.454850387,2
-0.288496497,Fibroblast,0.454850387,2
0.304500309,Fibroblast,0.454850387,2
-0.315580568,Fibroblast,0.454850387,2
0.036727187,Fibroblast,0.454850387,2
0.349812873,Fibroblast,0.454850387,2
-0.825934164,Fibroblast,0.454850387,2
-0.205859338,Fibroblast,0.454850387,2
-0.039570505,Fibroblast,0.454850387,2
0.081155124,Fibroblast,0.454850387,2
0.190700826,Fibroblast,0.454850387,2
-0.302989442,Fibroblast,0.454850387,2
0.229739508,Fibroblast,0.454850387,2
0.361072846,Fibroblast,0.454850387,2
-0.5241407,Fibroblast,0.454850387,2
0.410669351,Fibroblast,0.454850387,2
1.096718567,Fibroblast,0.454850387,2
0.190485175,Fibroblast,0.454850387,2
-0.05470686,Fibroblast,0.454850387,2
0.377545784,Fibroblast,0.454850387,2
-0.102622932,Fibroblast,0.454850387,2
-0.253118952,Fibroblast,0.454850387,2
0.597354736,Fibroblast,0.454850387,2
-0.124106289,Fibroblast,0.454850387,2
0.356714777,Fibroblast,0.454850387,2
0.125692713,Fibroblast,0.454850387,2
-0.123195217,Fibroblast,0.454850387,2
0.152882558,Fibroblast,0.454850387,2
0.042266952,Fibroblast,0.454850387,2
0.22454799,Fibroblast,0.454850387,2
0.078240518,Fibroblast,0.454850387,2
-0.209025684,Fibroblast,0.454850387,2
-0.101704173,Fibroblast,0.454850387,2
0.079381017,Fibroblast,0.454850387,2
0.106300864,Fibroblast,0.454850387,2
-0.149495,Fibroblast,0.454850387,2
-0.262781984,Fibroblast,0.454850387,2
0.080444821,Fibroblast,0.454850387,2
0.225543996,Fibroblast,0.454850387,2
-0.178163873,Fibroblast,0.454850387,2
-0.053739072,Fibroblast,0.454850387,2
-0.092294282,Fibroblast,0.454850387,2
-0.025147034,Fibroblast,0.454850387,2
-0.252824659,Fibroblast,0.454850387,2
0.331648038,Fibroblast,0.454850387,2
-0.321003615,Fibroblast,0.454850387,2
0.319279983,Fibroblast,0.454850387,2
-0.210789724,Fibroblast,0.454850387,2
-0.243900564,Fibroblast,0.454850387,2
-0.194385733,Fibroblast,0.454850387,2
-0.135563034,Fibroblast,0.454850387,2
0.029193555,Fibroblast,0.454850387,2
-0.211519534,Fibroblast,0.454850387,2
0.357747175,Fibroblast,0.454850387,2
0.307503516,Fibroblast,0.454850387,2
-0.2531959,Fibroblast,0.454850387,2
0.06356545,Fibroblast,0.454850387,2
0.124342801,Fibroblast,0.454850387,2
0.090394277,Fibroblast,0.454850387,2
-0.041877209,Fibroblast,0.454850387,2
0.104966181,Fibroblast,0.454850387,2
-0.271880935,Fibroblast,0.454850387,2
-0.182687142,Fibroblast,0.454850387,2
0.215260977,Fibroblast,0.454850387,2
0.399069556,Fibroblast,0.454850387,2
0.107981186,Fibroblast,0.454850387,2
0.181085401,Fibroblast,0.454850387,2
0.033948871,Fibroblast,0.454850387,2
0.177835145,Fibroblast,0.454850387,2
-0.765525835,Fibroblast,0.454850387,2
0.119057033,Fibroblast,0.454850387,2
-0.2020598,Fibroblast,0.454850387,2
0.112620265,Fibroblast,0.454850387,2
0.177207951,Fibroblast,0.454850387,2
-0.363556532,Fibroblast,0.454850387,2
-0.012658988,Fibroblast,0.454850387,2
-0.138905168,Fibroblast,0.454850387,2
0.099027269,Fibroblast,0.454850387,2
-0.260307265,Fibroblast,0.454850387,2
0.770871585,Fibroblast,0.503114564,2
-0.32851838,Fibroblast,0.503114564,2
0.17443029,Fibroblast,0.503114564,2
-0.526421989,Fibroblast,0.503114564,2
-0.320660515,Fibroblast,0.503114564,2
-0.366827958,Fibroblast,0.503114564,2
0.250241697,Fibroblast,0.503114564,2
0.166144671,Fibroblast,0.503114564,2
-0.224126695,Fibroblast,0.503114564,2
2.230441892,Fibroblast,0.503114564,2
0.256712305,Fibroblast,0.503114564,2
-0.384373781,Fibroblast,0.503114564,2
-0.421068173,Fibroblast,0.503114564,2
-0.265526322,Fibroblast,0.503114564,2
0.249367619,Fibroblast,0.503114564,2
-0.281355594,Fibroblast,0.503114564,2
0.139258176,Fibroblast,0.503114564,2
0.129655384,Fibroblast,0.503114564,2
-0.634932104,Fibroblast,0.503114564,2
-0.470879868,Fibroblast,0.503114564,2
0.273580276,Fibroblast,0.503114564,2
-0.571942304,Fibroblast,0.503114564,2
-0.50540794,Fibroblast,0.503114564,2
-0.039055153,Fibroblast,0.503114564,2
-0.096560915,Fibroblast,0.503114564,2
-0.3396347,Fibroblast,0.503114564,2
-0.323184967,Fibroblast,0.503114564,2
-0.341318927,Fibroblast,0.503114564,2
-0.45446307,Fibroblast,0.503114564,2
0.1720775,Fibroblast,0.503114564,2
-0.037796051,Fibroblast,0.503114564,2
-0.236098395,Fibroblast,0.503114564,2
0.246881125,Fibroblast,0.503114564,2
-0.426321974,Fibroblast,0.503114564,2
-0.346106814,Fibroblast,0.503114564,2
0.294726109,Fibroblast,0.503114564,2
1.033256279,Fibroblast,0.503114564,2
0.232452958,Fibroblast,0.503114564,2
-0.19551552,Fibroblast,0.503114564,2
-0.381339977,Fibroblast,0.503114564,2
0.195330059,Fibroblast,0.503114564,2
0.149259688,Fibroblast,0.503114564,2
-0.238694864,Fibroblast,0.503114564,2
-0.042537217,Fibroblast,0.503114564,2
0.336846258,Fibroblast,0.503114564,2
0.348534626,Fibroblast,0.503114564,2
-0.190698031,Fibroblast,0.503114564,2
0.10364862,Fibroblast,0.503114564,2
-0.168626601,Fibroblast,0.503114564,2
0.330080341,Fibroblast,0.503114564,2
0.779950172,Fibroblast,0.503114564,2
0.113142093,Fibroblast,0.503114564,2
0.199489223,Fibroblast,0.503114564,2
1.562052378,Fibroblast,0.503114564,2
-0.06910754,Fibroblast,0.503114564,2
0.230385472,Fibroblast,0.503114564,2
-0.187318706,Fibroblast,0.503114564,2
-0.469844254,Fibroblast,0.503114564,2
-0.06270763,Fibroblast,0.503114564,2
-0.228249791,Fibroblast,0.503114564,2
0.145900465,Fibroblast,0.503114564,2
0.32472359,Fibroblast,0.503114564,2
0.486240122,Fibroblast,0.503114564,2
-0.233227557,Fibroblast,0.503114564,2
0.138916904,Fibroblast,0.503114564,2
0.224402243,Fibroblast,0.503114564,2
0.127584799,Fibroblast,0.503114564,2
-0.343578954,Fibroblast,0.503114564,2
-0.290426504,Fibroblast,0.503114564,2
-0.058263503,Fibroblast,0.503114564,2
0.190878231,Fibroblast,0.503114564,2
-0.294876624,Fibroblast,0.503114564,2
-0.328941089,Fibroblast,0.503114564,2
0.101054478,Fibroblast,0.503114564,2
-0.06948575,Fibroblast,0.503114564,2
-0.177627841,Fibroblast,0.503114564,2
0.237869564,Fibroblast,0.503114564,2
0.24671056,Fibroblast,0.503114564,2
0.129304213,Fibroblast,0.503114564,2
-0.204633509,Fibroblast,0.503114564,2
0.104685555,Fibroblast,0.503114564,2
0.185613214,Fibroblast,0.503114564,2
0.250367301,Fibroblast,0.503114564,2
0.276898677,Fibroblast,0.503114564,2
0.148600464,Fibroblast,0.503114564,2
0.136382391,Fibroblast,0.503114564,2
0.281175542,Fibroblast,0.503114564,2
-0.083973252,Fibroblast,0.503114564,2
0.191966557,Fibroblast,0.503114564,2
0.223945369,Fibroblast,0.503114564,2
-0.183907262,Fibroblast,0.503114564,2
0.567310123,Fibroblast,0.503114564,2
0.541991153,Fibroblast,0.503114564,2
0.065354669,Fibroblast,0.503114564,2
-0.588224492,Fibroblast,0.503114564,2
0.121967863,Fibroblast,0.503114564,2
-0.080696434,Fibroblast,0.503114564,2
0.08680481,Fibroblast,0.503114564,2
1.413094181,Fibroblast,0.503114564,2
0.117996604,Fibroblast,0.503114564,2
-0.247249067,Fibroblast,0.503114564,2
0.108879536,Fibroblast,0.503114564,2
0.258962927,Fibroblast,0.503114564,2
-0.317809131,Fibroblast,0.503114564,2
-0.192102794,Fibroblast,0.503114564,2
0.046718921,Fibroblast,0.503114564,2
-0.400263043,Fibroblast,0.503114564,2
0.080957208,Fibroblast,0.503114564,2
-0.74428049,Fibroblast,0.503114564,2
0.098104378,Fibroblast,0.503114564,2
-0.218544756,Fibroblast,0.503114564,2
-0.228582909,Fibroblast,0.503114564,2
0.063480738,Fibroblast,0.503114564,2
0.130039639,Fibroblast,0.503114564,2
0.15594883,Fibroblast,0.503114564,2
1.069716551,Fibroblast,0.503114564,2
-0.211342987,Fibroblast,0.503114564,2
0.159937886,Fibroblast,0.503114564,2
0.055765722,Fibroblast,0.503114564,2
-0.16767304,Fibroblast,0.503114564,2
0.637918159,Fibroblast,0.503114564,2
0.024671361,Fibroblast,0.503114564,2
-0.037991184,Fibroblast,0.503114564,2
-0.533725069,Fibroblast,0.503114564,2
-0.114219878,Fibroblast,0.503114564,2
0.132043512,Fibroblast,0.503114564,2
0.289348937,Fibroblast,0.503114564,2
0.01690641,Fibroblast,0.503114564,2
0.113951207,Fibroblast,0.503114564,2
-0.007016384,Fibroblast,0.503114564,2
0.037889821,Fibroblast,0.503114564,2
0.43203325,Fibroblast,0.503114564,2
-0.160844252,Fibroblast,0.503114564,2
-0.176485978,Fibroblast,0.503114564,2
0.146291473,Fibroblast,0.503114564,2
0.157686286,Fibroblast,0.503114564,2
-0.133176316,Fibroblast,0.503114564,2
0.117146886,Fibroblast,0.503114564,2
-0.087597135,Fibroblast,0.503114564,2
0.238533106,Fibroblast,0.503114564,2
0.044014759,Fibroblast,0.503114564,2
-0.032205074,Fibroblast,0.503114564,2
0.158287447,Fibroblast,0.503114564,2
-0.412880729,Fibroblast,0.503114564,2
0.223666643,Fibroblast,0.503114564,2
-0.017188563,Fibroblast,0.503114564,2
-0.10778586,Fibroblast,0.503114564,2
-0.08412156,Fibroblast,0.503114564,2
-0.107980973,Fibroblast,0.503114564,2
0.007394911,Fibroblast,0.503114564,2
-0.015413214,Fibroblast,0.503114564,2
0.222627614,Fibroblast,0.503114564,2
0.233385732,Fibroblast,0.503114564,2
-0.19971383,Fibroblast,0.503114564,2
-0.012535948,Fibroblast,0.503114564,2
-0.180616508,Fibroblast,0.503114564,2
0.026025409,Fibroblast,0.503114564,2
0.215385355,Fibroblast,0.503114564,2
-0.106776826,Fibroblast,0.503114564,2
-0.138956152,Fibroblast,0.503114564,2
0.2483282,Fibroblast,0.503114564,2
0.288911971,Fibroblast,0.503114564,2
-0.334272298,Fibroblast,0.503114564,2
-0.248576231,Fibroblast,0.503114564,2
0.015642214,Fibroblast,0.503114564,2
0.158721887,Fibroblast,0.503114564,2
-0.13607346,Fibroblast,0.503114564,2
0.145319386,Fibroblast,0.503114564,2
-0.050992607,Fibroblast,0.503114564,2
-0.132913933,Fibroblast,0.503114564,2
0.45272316,Fibroblast,0.503114564,2
0.770871585,Fibroblast,0.503114564,2
-0.32851838,Fibroblast,0.503114564,2
0.17443029,Fibroblast,0.503114564,2
-0.526421989,Fibroblast,0.503114564,2
-0.320660515,Fibroblast,0.503114564,2
-0.366827958,Fibroblast,0.503114564,2
0.250241697,Fibroblast,0.503114564,2
0.166144671,Fibroblast,0.503114564,2
-0.224126695,Fibroblast,0.503114564,2
2.230441892,Fibroblast,0.503114564,2
0.256712305,Fibroblast,0.503114564,2
-0.384373781,Fibroblast,0.503114564,2
-0.421068173,Fibroblast,0.503114564,2
-0.265526322,Fibroblast,0.503114564,2
0.249367619,Fibroblast,0.503114564,2
-0.281355594,Fibroblast,0.503114564,2
0.139258176,Fibroblast,0.503114564,2
0.129655384,Fibroblast,0.503114564,2
-0.634932104,Fibroblast,0.503114564,2
-0.470879868,Fibroblast,0.503114564,2
0.273580276,Fibroblast,0.503114564,2
-0.571942304,Fibroblast,0.503114564,2
-0.50540794,Fibroblast,0.503114564,2
-0.039055153,Fibroblast,0.503114564,2
-0.096560915,Fibroblast,0.503114564,2
-0.3396347,Fibroblast,0.503114564,2
-0.323184967,Fibroblast,0.503114564,2
-0.341318927,Fibroblast,0.503114564,2
-0.45446307,Fibroblast,0.503114564,2
0.1720775,Fibroblast,0.503114564,2
-0.037796051,Fibroblast,0.503114564,2
-0.236098395,Fibroblast,0.503114564,2
0.246881125,Fibroblast,0.503114564,2
-0.426321974,Fibroblast,0.503114564,2
-0.346106814,Fibroblast,0.503114564,2
0.294726109,Fibroblast,0.503114564,2
1.033256279,Fibroblast,0.503114564,2
0.232452958,Fibroblast,0.503114564,2
-0.19551552,Fibroblast,0.503114564,2
-0.381339977,Fibroblast,0.503114564,2
0.195330059,Fibroblast,0.503114564,2
0.149259688,Fibroblast,0.503114564,2
-0.238694864,Fibroblast,0.503114564,2
-0.042537217,Fibroblast,0.503114564,2
0.336846258,Fibroblast,0.503114564,2
0.348534626,Fibroblast,0.503114564,2
-0.190698031,Fibroblast,0.503114564,2
0.10364862,Fibroblast,0.503114564,2
-0.168626601,Fibroblast,0.503114564,2
0.330080341,Fibroblast,0.503114564,2
0.779950172,Fibroblast,0.503114564,2
0.113142093,Fibroblast,0.503114564,2
0.199489223,Fibroblast,0.503114564,2
1.562052378,Fibroblast,0.503114564,2
-0.06910754,Fibroblast,0.503114564,2
0.230385472,Fibroblast,0.503114564,2
-0.187318706,Fibroblast,0.503114564,2
-0.469844254,Fibroblast,0.503114564,2
-0.06270763,Fibroblast,0.503114564,2
-0.228249791,Fibroblast,0.503114564,2
0.145900465,Fibroblast,0.503114564,2
0.32472359,Fibroblast,0.503114564,2
0.486240122,Fibroblast,0.503114564,2
-0.233227557,Fibroblast,0.503114564,2
0.138916904,Fibroblast,0.503114564,2
0.224402243,Fibroblast,0.503114564,2
0.127584799,Fibroblast,0.503114564,2
-0.343578954,Fibroblast,0.503114564,2
-0.290426504,Fibroblast,0.503114564,2
-0.058263503,Fibroblast,0.503114564,2
0.190878231,Fibroblast,0.503114564,2
-0.294876624,Fibroblast,0.503114564,2
-0.328941089,Fibroblast,0.503114564,2
0.101054478,Fibroblast,0.503114564,2
-0.06948575,Fibroblast,0.503114564,2
-0.177627841,Fibroblast,0.503114564,2
0.237869564,Fibroblast,0.503114564,2
0.24671056,Fibroblast,0.503114564,2
0.129304213,Fibroblast,0.503114564,2
-0.204633509,Fibroblast,0.503114564,2
0.104685555,Fibroblast,0.503114564,2
0.185613214,Fibroblast,0.503114564,2
0.250367301,Fibroblast,0.503114564,2
0.276898677,Fibroblast,0.503114564,2
0.148600464,Fibroblast,0.503114564,2
0.136382391,Fibroblast,0.503114564,2
0.281175542,Fibroblast,0.503114564,2
-0.083973252,Fibroblast,0.503114564,2
0.191966557,Fibroblast,0.503114564,2
0.223945369,Fibroblast,0.503114564,2
-0.183907262,Fibroblast,0.503114564,2
0.567310123,Fibroblast,0.503114564,2
0.541991153,Fibroblast,0.503114564,2
0.065354669,Fibroblast,0.503114564,2
-0.588224492,Fibroblast,0.503114564,2
0.121967863,Fibroblast,0.503114564,2
-0.080696434,Fibroblast,0.503114564,2
0.08680481,Fibroblast,0.503114564,2
1.413094181,Fibroblast,0.503114564,2
0.117996604,Fibroblast,0.503114564,2
-0.247249067,Fibroblast,0.503114564,2
0.108879536,Fibroblast,0.503114564,2
0.258962927,Fibroblast,0.503114564,2
-0.317809131,Fibroblast,0.503114564,2
-0.192102794,Fibroblast,0.503114564,2
0.046718921,Fibroblast,0.503114564,2
-0.400263043,Fibroblast,0.503114564,2
0.080957208,Fibroblast,0.503114564,2
-0.74428049,Fibroblast,0.503114564,2
0.098104378,Fibroblast,0.503114564,2
-0.218544756,Fibroblast,0.503114564,2
-0.228582909,Fibroblast,0.503114564,2
0.063480738,Fibroblast,0.503114564,2
0.130039639,Fibroblast,0.503114564,2
0.15594883,Fibroblast,0.503114564,2
1.069716551,Fibroblast,0.503114564,2
-0.211342987,Fibroblast,0.503114564,2
0.159937886,Fibroblast,0.503114564,2
0.055765722,Fibroblast,0.503114564,2
-0.16767304,Fibroblast,0.503114564,2
0.637918159,Fibroblast,0.503114564,2
0.024671361,Fibroblast,0.503114564,2
-0.037991184,Fibroblast,0.503114564,2
-0.533725069,Fibroblast,0.503114564,2
-0.114219878,Fibroblast,0.503114564,2
0.132043512,Fibroblast,0.503114564,2
0.289348937,Fibroblast,0.503114564,2
0.01690641,Fibroblast,0.503114564,2
0.113951207,Fibroblast,0.503114564,2
-0.007016384,Fibroblast,0.503114564,2
0.037889821,Fibroblast,0.503114564,2
0.43203325,Fibroblast,0.503114564,2
-0.160844252,Fibroblast,0.503114564,2
-0.176485978,Fibroblast,0.503114564,2
0.146291473,Fibroblast,0.503114564,2
0.157686286,Fibroblast,0.503114564,2
-0.133176316,Fibroblast,0.503114564,2
0.117146886,Fibroblast,0.503114564,2
-0.087597135,Fibroblast,0.503114564,2
0.238533106,Fibroblast,0.503114564,2
0.044014759,Fibroblast,0.503114564,2
-0.032205074,Fibroblast,0.503114564,2
0.158287447,Fibroblast,0.503114564,2
-0.412880729,Fibroblast,0.503114564,2
0.223666643,Fibroblast,0.503114564,2
-0.017188563,Fibroblast,0.503114564,2
-0.10778586,Fibroblast,0.503114564,2
-0.08412156,Fibroblast,0.503114564,2
-0.107980973,Fibroblast,0.503114564,2
0.007394911,Fibroblast,0.503114564,2
-0.015413214,Fibroblast,0.503114564,2
0.222627614,Fibroblast,0.503114564,2
0.233385732,Fibroblast,0.503114564,2
-0.19971383,Fibroblast,0.503114564,2
-0.012535948,Fibroblast,0.503114564,2
-0.180616508,Fibroblast,0.503114564,2
0.026025409,Fibroblast,0.503114564,2
0.215385355,Fibroblast,0.503114564,2
-0.106776826,Fibroblast,0.503114564,2
-0.138956152,Fibroblast,0.503114564,2
0.2483282,Fibroblast,0.503114564,2
0.288911971,Fibroblast,0.503114564,2
-0.334272298,Fibroblast,0.503114564,2
-0.248576231,Fibroblast,0.503114564,2
0.015642214,Fibroblast,0.503114564,2
0.158721887,Fibroblast,0.503114564,2
-0.13607346,Fibroblast,0.503114564,2
0.145319386,Fibroblast,0.503114564,2
-0.050992607,Fibroblast,0.503114564,2
-0.132913933,Fibroblast,0.503114564,2
0.45272316,Fibroblast,0.503114564,2
-0.413669983,Fibroblast,0.548522333,2
