-log10pvalue	-log10qvalue	rank	basepairs
1255.94	1248.66	137	1
1254.27	1246.99	138	2
1252.59	1245.32	140	1
1250.93	1243.66	141	1
1248.73	1241.47	142	2
1245.38	1238.12	144	1
1243.70	1236.44	145	1
1240.44	1233.19	146	1
1238.78	1231.53	147	2
1238.68	1231.44	149	1
1237.00	1229.76	150	1
1235.33	1228.09	151	1
1234.90	1227.66	152	1
1233.79	1226.56	153	1
1233.66	1226.43	154	1
1229.99	1222.76	155	1
1228.81	1221.59	156	1
1228.27	1221.05	157	4
1227.15	1219.94	161	1
1226.97	1219.76	162	1
1226.55	1219.35	163	3
1226.49	1219.29	166	1
1226.22	1219.03	167	1
1225.86	1218.67	168	1
1224.83	1217.64	169	2
1224.49	1217.31	171	1
1223.10	1215.92	172	1
1222.75	1215.57	173	1
1222.52	1215.34	174	1
1221.95	1214.78	175	2
1221.40	1214.23	177	3
1220.84	1213.68	180	1
1220.52	1213.36	181	2
1219.77	1212.62	183	1
1219.68	1212.53	184	2
1219.29	1212.14	186	1
1219.17	1212.02	187	1
1217.96	1210.82	188	2
1217.55	1210.41	190	1
1217.50	1210.36	191	2
1216.42	1209.29	193	1
1215.82	1208.69	194	1
1214.08	1206.95	195	1
1213.90	1206.78	196	1
1213.06	1205.94	197	2
1212.81	1205.69	199	1
1212.24	1205.12	200	2
1212.03	1204.92	202	2
1211.09	1203.98	204	1
1210.33	1203.22	205	1
1208.63	1201.53	206	1
1207.28	1200.18	207	2
1206.93	1199.83	209	1
1206.35	1199.26	210	1
1204.35	1197.26	211	1
1203.53	1196.44	212	2
1202.71	1195.62	214	1
1202.46	1195.38	215	1
1202.32	1195.24	216	1
1200.21	1193.13	217	1
1200.13	1193.05	218	2
1199.40	1192.33	220	2
1198.43	1191.36	222	1
1197.74	1190.67	223	1
1197.45	1190.38	224	1
1197.39	1190.33	225	1
1194.43	1187.37	226	1
1193.97	1186.91	227	1
1192.78	1185.72	228	1
1191.65	1184.59	229	1
1191.49	1184.43	230	1
1191.11	1184.06	231	3
1190.55	1183.50	234	1
1190.30	1183.25	235	1
1189.85	1182.81	236	1
1188.26	1181.22	237	1
1188.21	1181.17	238	2
1187.13	1180.09	240	1
1186.27	1179.24	241	1
1186.16	1179.13	242	1
1184.89	1177.86	243	2
1184.86	1177.83	245	1
1183.71	1176.68	246	2
1182.00	1174.98	248	2
1181.93	1174.91	250	1
1181.58	1174.56	251	2
1181.48	1174.47	253	1
1180.30	1173.29	254	6
1179.79	1172.79	260	2
1179.56	1172.56	262	1
1179.32	1172.32	263	1
1178.58	1171.58	264	5
1178.52	1171.53	269	1
1178.27	1171.28	270	1
1177.91	1170.93	271	1
1176.88	1169.90	272	4
1176.82	1169.84	276	3
1176.26	1169.29	279	1
1175.18	1168.21	280	5
1175.10	1168.14	285	1
1174.72	1167.76	286	1
1174.60	1167.64	287	1
1173.47	1166.51	288	3
1171.77	1164.82	291	1
1171.70	1164.75	292	1
1171.33	1164.38	293	1
1171.01	1164.06	294	2
1170.63	1163.68	296	1
1170.06	1163.12	297	2
1170.00	1163.06	299	1
1169.67	1162.73	300	1
1168.35	1161.41	301	2
1168.30	1161.36	303	1
1167.72	1160.79	304	2
1167.16	1160.23	306	1
1166.59	1159.66	307	2
1166.36	1159.43	309	1
1164.95	1158.02	310	1
1164.90	1157.98	311	2
1163.70	1156.78	313	1
1161.20	1154.28	314	1
1161.15	1154.23	315	1
1160.23	1153.31	316	1
1159.79	1152.87	317	1
1159.51	1152.60	318	2
1158.14	1151.23	320	1
1157.86	1150.95	321	1
1156.50	1149.59	322	1
1156.40	1149.49	323	3
1156.23	1149.33	326	1
1154.85	1147.95	327	1
1154.78	1147.88	328	1
1154.70	1147.80	329	1
1154.46	1147.56	330	2
1153.30	1146.40	332	1
1153.07	1146.18	333	1
1153.05	1146.16	334	1
1153.00	1146.11	335	1
1152.95	1146.06	336	1
1152.77	1145.88	337	3
1152.07	1145.18	340	1
1151.57	1144.69	341	2
1151.30	1144.42	343	1
1150.45	1143.57	344	1
1149.93	1143.05	345	2
1148.64	1141.76	347	1
1148.04	1141.16	348	1
1147.91	1141.04	349	2
1147.72	1140.85	351	1
1147.05	1140.18	352	1
1146.64	1139.77	353	2
1146.39	1139.52	355	2
1146.04	1139.18	357	4
1145.22	1138.36	361	1
1145.00	1138.14	362	1
1144.76	1137.90	363	1
1144.66	1137.80	364	1
1144.56	1137.71	365	1
1144.35	1137.50	366	2
1141.72	1134.87	368	1
1141.49	1134.64	369	1
1141.20	1134.35	370	1
1141.16	1134.31	371	1
1140.99	1134.14	372	1
1140.08	1133.23	373	1
1139.47	1132.63	374	1
1139.43	1132.59	375	2
1137.75	1130.91	377	2
1137.63	1130.79	379	2
1136.84	1130.00	381	1
1136.81	1129.98	382	1
1136.05	1129.22	383	1
1135.95	1129.12	384	1
1134.95	1128.12	385	3
1134.34	1127.51	388	1
1134.31	1127.48	389	1
1134.30	1127.47	390	1
1134.27	1127.45	391	1
1134.07	1127.25	392	1
1133.53	1126.71	393	1
1133.46	1126.64	394	1
1133.32	1126.50	395	1
1131.53	1124.71	396	3
1131.52	1124.70	399	1
1130.97	1124.16	400	1
1130.91	1124.10	401	2
1130.78	1123.97	403	1
1130.06	1123.25	404	1
1129.83	1123.02	405	3
1129.13	1122.32	408	1
1128.61	1121.80	409	1
1128.26	1121.46	410	2
1128.14	1121.34	412	1
1128.11	1121.31	413	1
1127.56	1120.76	414	1
1127.51	1120.71	415	1
1127.49	1120.69	416	1
1126.98	1120.18	417	1
1125.88	1119.08	418	1
1125.68	1118.89	419	1
1124.70	1117.91	420	2
1124.20	1117.41	422	3
1124.10	1117.31	425	1
1123.53	1116.74	426	1
1123.49	1116.70	427	1
1123.28	1116.49	428	1
1123.00	1116.22	429	2
1122.56	1115.78	431	1
1122.53	1115.75	432	1
1122.41	1115.63	433	1
1121.58	1114.80	434	1
1121.29	1114.51	435	2
1120.91	1114.13	437	1
1120.84	1114.06	438	1
1120.52	1113.75	439	1
1120.27	1113.50	440	1
1119.88	1113.11	441	1
1119.18	1112.41	442	2
1118.51	1111.74	444	1
1117.63	1110.86	445	1
1116.76	1109.99	446	1
1115.38	1108.61	447	1
1115.07	1108.30	448	2
1114.77	1108.01	450	1
1114.15	1107.39	451	1
1113.64	1106.88	452	1
1113.07	1106.31	453	1
1112.71	1105.95	454	1
1112.48	1105.72	455	1
1112.40	1105.64	456	1
1111.07	1104.31	457	1
1110.72	1103.96	458	2
1110.03	1103.28	460	3
1109.66	1102.91	463	1
1109.43	1102.68	464	1
1109.13	1102.38	465	1
1109.03	1102.28	466	3
1108.34	1101.59	469	1
1107.79	1101.05	470	1
1107.46	1100.72	471	2
1107.33	1100.59	473	3
1106.76	1100.02	476	1
1106.15	1099.41	477	1
1105.79	1099.05	478	1
1105.66	1098.92	479	3
1105.61	1098.88	482	1
1104.99	1098.26	483	1
1104.56	1097.83	484	1
1104.39	1097.66	485	2
1104.11	1097.38	487	1
1103.97	1097.24	488	5
1102.88	1096.16	493	2
1102.71	1095.99	495	2
1102.67	1095.95	497	1
1102.45	1095.73	498	2
1101.60	1094.88	500	1
1101.24	1094.52	501	2
1101.17	1094.45	503	1
1101.04	1094.33	504	1
1100.75	1094.04	505	1
1100.59	1093.88	506	2
1099.41	1092.70	508	1
1099.36	1092.65	509	1
1098.92	1092.21	510	1
1098.28	1091.57	511	1
1098.18	1091.47	512	1
1097.77	1091.06	513	1
1097.24	1090.53	514	1
1096.97	1090.26	515	2
1096.59	1089.89	517	1
1096.14	1089.44	518	1
1096.07	1089.37	519	1
1095.77	1089.07	520	4
1095.28	1088.58	524	1
1094.93	1088.23	525	2
1094.92	1088.22	527	2
1094.70	1088.01	529	1
1094.55	1087.86	530	1
1094.51	1087.82	531	1
1094.38	1087.69	532	2
1093.25	1086.56	534	1
1092.68	1085.99	535	5
1092.57	1085.89	540	1
1092.44	1085.76	541	1
1092.19	1085.51	542	1
1091.90	1085.22	543	1
1090.99	1084.31	544	1
1090.21	1083.53	545	1
1090.01	1083.33	546	1
1089.33	1082.65	547	1
1089.09	1082.41	548	1
1088.52	1081.84	549	2
1088.36	1081.68	551	1
1087.72	1081.05	552	2
1087.59	1080.92	554	1
1087.44	1080.77	555	1
1086.83	1080.16	556	2
1085.77	1079.10	558	2
1085.14	1078.47	560	1
1084.49	1077.82	561	1
1084.44	1077.77	562	1
1084.09	1077.42	563	3
1083.46	1076.80	566	3
1083.27	1076.61	569	1
1082.76	1076.10	570	2
1082.44	1075.78	572	1
1081.77	1075.11	573	2
1081.26	1074.60	575	1
1080.78	1074.12	576	6
1080.08	1073.43	582	2
1079.13	1072.48	584	1
1079.10	1072.45	585	3
1078.77	1072.12	588	2
1078.40	1071.75	590	2
1077.45	1070.81	592	3
1076.74	1070.10	595	1
1076.71	1070.07	596	1
1076.42	1069.78	597	1
1075.79	1069.15	598	3
1075.43	1068.79	601	1
1075.42	1068.78	602	2
1075.11	1068.47	604	1
1075.02	1068.38	605	2
1074.83	1068.20	607	1
1074.11	1067.48	608	2
1074.06	1067.43	610	2
1073.74	1067.11	612	4
1072.46	1065.83	616	1
1072.07	1065.44	617	2
1071.66	1065.03	619	1
1071.58	1064.96	620	1
1070.80	1064.18	621	1
1070.68	1064.06	622	1
1070.39	1063.77	623	4
1070.23	1063.61	627	1
1069.97	1063.35	628	1
1068.72	1062.10	629	3
1068.35	1061.73	632	1
1068.29	1061.67	633	3
1065.34	1058.73	636	1
1065.29	1058.68	637	1
1064.92	1058.31	638	1
1064.67	1058.06	639	1
1064.16	1057.55	640	1
1063.39	1056.78	641	1
1062.50	1055.89	642	2
1061.92	1055.31	644	1
1061.74	1055.13	645	1
1060.48	1053.87	646	2
1060.33	1053.72	648	1
1060.32	1053.72	649	1
1059.26	1052.66	650	2
1059.19	1052.59	652	1
1058.66	1052.06	653	1
1058.54	1051.94	654	1
1058.46	1051.86	655	5
1057.58	1050.98	660	2
1057.09	1050.49	662	1
1056.98	1050.38	663	1
1056.81	1050.22	664	3
1055.91	1049.32	667	1
1055.52	1048.93	668	1
1055.31	1048.72	669	2
1055.17	1048.58	671	3
1053.89	1047.30	674	1
1053.64	1047.05	675	3
1053.53	1046.94	678	3
1052.83	1046.25	681	1
1052.56	1045.98	682	1
1051.97	1045.39	683	3
1051.89	1045.31	686	1
1050.91	1044.33	687	1
1050.30	1043.72	688	7
1050.10	1043.53	695	1
1049.25	1042.68	696	1
1048.64	1042.07	697	5
1048.60	1042.03	702	1
1047.59	1041.02	703	1
1046.97	1040.40	704	7
1046.75	1040.18	711	1
1046.08	1039.52	712	1
1045.95	1039.39	713	2
1045.85	1039.29	715	1
1045.82	1039.26	716	2
1045.80	1039.24	718	2
1045.30	1038.74	720	9
1044.29	1037.74	729	2
1044.26	1037.71	731	1
1043.69	1037.14	732	2
1043.63	1037.08	734	5
1042.64	1036.09	739	6
1042.58	1036.04	745	3
1042.05	1035.51	748	2
1040.99	1034.45	750	3
1040.41	1033.87	753	1
1040.02	1033.48	754	1
1039.35	1032.81	755	1
1039.33	1032.79	756	1
1038.77	1032.23	757	1
1036.25	1029.71	758	1
1036.18	1029.64	759	1
1036.04	1029.50	760	1
1035.50	1028.96	761	4
1034.39	1027.86	765	5
1033.85	1027.32	770	2
1033.30	1026.77	772	1
1032.92	1026.39	773	1
1032.74	1026.21	774	2
1032.60	1026.07	776	1
1032.23	1025.70	777	2
1031.36	1024.83	779	1
1031.08	1024.56	780	1
1030.58	1024.06	781	1
1030.01	1023.49	782	1
1029.44	1022.92	783	3
1029.25	1022.73	786	1
1028.96	1022.44	787	4
1028.16	1021.64	791	1
1028.09	1021.57	792	1
1027.32	1020.80	793	1
1026.58	1020.06	794	1
1026.56	1020.04	795	1
1026.14	1019.62	796	1
1025.69	1019.17	797	3
1024.83	1018.32	800	1
1024.50	1017.99	801	1
1024.06	1017.55	802	1
1023.29	1016.78	803	1
1021.76	1015.25	804	1
1021.68	1015.17	805	1
1020.84	1014.33	806	1
1019.56	1013.05	807	2
1018.69	1012.18	809	2
1018.64	1012.13	811	1
1018.47	1011.96	812	1
1017.93	1011.42	813	1
1017.92	1011.41	814	3
1016.87	1010.37	817	1
1016.54	1010.04	818	1
1016.27	1009.77	819	2
1016.20	1009.70	821	1
1015.81	1009.31	822	1
1013.71	1007.21	823	2
1013.67	1007.17	825	1
1013.52	1007.02	826	1
1012.98	1006.48	827	3
1012.76	1006.26	830	1
1012.07	1005.57	831	1
1012.06	1005.56	832	1
1011.82	1005.32	833	1
1011.34	1004.84	834	2
1010.47	1003.98	836	2
1009.74	1003.25	838	2
1009.70	1003.21	840	2
1008.05	1001.56	842	1
1007.27	1000.78	843	1
1007.09	1000.60	844	1
1006.51	1000.02	845	1
1006.42	999.93	846	2
1005.87	999.38	848	1
1005.43	998.94	849	1
1004.84	998.35	850	3
1004.78	998.29	853	1
1004.35	997.86	854	1
1004.19	997.71	855	1
1004.15	997.67	856	1
1004.07	997.59	857	1
1003.17	996.69	858	3
1002.62	996.14	861	5
1001.50	995.02	866	6
1000.87	994.39	872	1
1000.72	994.24	873	1
1000.47	993.99	874	1
1000.20	993.73	875	1
999.86	993.39	876	2
999.83	993.36	878	3
999.41	992.94	881	3
999.27	992.80	884	3
998.16	991.69	887	2
997.82	991.35	889	1
996.87	990.40	890	1
996.58	990.11	891	1
996.50	990.03	892	1
996.08	989.61	893	1
995.70	989.23	894	1
995.51	989.04	895	2
994.94	988.48	897	3
994.83	988.37	900	2
994.63	988.17	902	1
994.49	988.03	903	1
993.54	987.08	904	1
993.31	986.85	905	1
993.16	986.70	906	2
992.89	986.43	908	2
992.21	985.75	910	2
991.50	985.04	912	1
991.45	984.99	913	1
990.56	984.10	914	1
989.83	983.37	915	10
988.91	982.46	925	7
988.54	982.09	932	1
988.27	981.82	933	1
988.17	981.72	934	4
987.85	981.41	938	1
987.26	980.82	939	7
986.68	980.24	946	1
986.50	980.06	947	5
985.61	979.17	952	3
985.22	978.78	955	1
985.13	978.69	956	1
985.09	978.65	957	1
984.84	978.40	958	8
984.49	978.06	966	1
983.96	977.53	967	1
983.61	977.18	968	1
983.50	977.07	969	1
983.18	976.75	970	5
982.32	975.89	975	1
981.92	975.49	976	1
981.86	975.43	977	1
981.51	975.08	978	1
981.14	974.71	979	1
980.67	974.24	980	4
980.33	973.91	984	1
980.24	973.82	985	1
979.02	972.60	986	2
978.60	972.18	988	1
978.44	972.02	989	1
978.19	971.77	990	1
977.38	970.96	991	5
977.16	970.74	996	2
976.10	969.68	998	1
975.73	969.31	999	1
975.26	968.84	1000	1
974.09	967.67	1001	4
972.75	966.34	1005	1
972.64	966.23	1006	1
972.44	966.03	1007	3
972.40	965.99	1010	1
971.55	965.14	1011	1
970.82	964.41	1012	1
970.80	964.39	1013	3
969.83	963.42	1016	1
969.48	963.07	1017	3
969.40	962.99	1020	1
969.16	962.75	1021	2
967.73	961.32	1023	1
967.65	961.24	1024	1
967.51	961.10	1025	5
966.97	960.57	1030	2
965.87	959.47	1032	1
964.74	958.34	1033	1
964.49	958.09	1034	1
964.39	957.99	1035	1
964.23	957.83	1036	5
963.66	957.26	1041	1
962.95	956.55	1042	1
962.71	956.31	1043	1
962.59	956.19	1044	1
962.00	955.60	1045	1
959.75	953.35	1046	2
958.70	952.30	1048	1
958.44	952.04	1049	1
958.17	951.77	1050	2
957.70	951.31	1052	1
956.59	950.20	1053	1
955.81	949.42	1054	1
955.01	948.62	1055	1
954.37	947.98	1056	1
954.18	947.79	1057	1
953.74	947.35	1058	1
953.71	947.32	1059	2
953.43	947.04	1061	4
953.18	946.79	1065	2
952.69	946.30	1067	1
952.66	946.27	1068	1
952.56	946.17	1069	3
951.85	945.46	1072	1
951.12	944.73	1073	1
951.03	944.64	1074	1
950.94	944.55	1075	1
950.44	944.05	1076	1
950.28	943.90	1077	2
950.02	943.64	1079	2
949.31	942.93	1081	2
949.23	942.85	1083	1
948.79	942.41	1084	1
947.69	941.31	1085	1
947.14	940.76	1086	1
947.12	940.74	1087	2
946.03	939.65	1089	1
945.80	939.42	1090	1
945.28	938.90	1091	1
944.50	938.12	1092	1
944.36	937.98	1093	1
942.75	936.37	1094	1
942.19	935.81	1095	1
942.12	935.74	1096	2
939.24	932.86	1098	1
938.96	932.58	1099	2
938.90	932.52	1101	1
936.78	930.41	1102	1
936.04	929.67	1103	1
935.81	929.44	1104	1
935.74	929.37	1105	1
935.68	929.31	1106	1
935.61	929.24	1107	1
934.23	927.86	1108	1
933.99	927.62	1109	1
933.83	927.46	1110	1
932.12	925.75	1111	1
932.09	925.72	1112	1
930.50	924.13	1113	2
929.89	923.52	1115	1
929.40	923.03	1116	2
929.03	922.66	1118	1
928.99	922.62	1119	2
928.77	922.40	1121	1
928.25	921.88	1122	1
927.14	920.77	1123	2
927.00	920.63	1125	1
926.68	920.31	1126	1
926.08	919.72	1127	1
925.74	919.38	1128	1
925.62	919.26	1129	1
925.56	919.20	1130	4
925.50	919.14	1134	1
925.11	918.75	1135	2
925.05	918.69	1137	1
924.29	917.93	1138	1
924.16	917.80	1139	1
924.10	917.74	1140	3
923.96	917.60	1143	1
923.86	917.50	1144	1
923.59	917.23	1145	1
923.55	917.19	1146	2
923.51	917.15	1148	2
922.82	916.46	1150	1
922.34	915.98	1151	1
922.27	915.91	1152	2
922.23	915.88	1154	1
922.12	915.77	1155	1
922.04	915.69	1156	1
921.80	915.45	1157	1
921.74	915.39	1158	1
921.11	914.76	1159	2
920.82	914.47	1161	1
920.60	914.25	1162	3
920.21	913.86	1165	1
920.19	913.84	1166	1
920.18	913.83	1167	1
920.12	913.77	1168	2
919.40	913.05	1170	3
919.18	912.83	1173	1
918.96	912.61	1174	1
918.92	912.57	1175	1
918.90	912.55	1176	2
918.89	912.54	1178	1
918.69	912.34	1179	2
918.56	912.22	1181	4
917.70	911.36	1185	1
917.65	911.31	1186	2
917.25	910.91	1188	1
917.20	910.86	1189	1
917.15	910.81	1190	1
916.94	910.60	1191	3
916.90	910.56	1194	5
915.99	909.65	1199	2
915.90	909.56	1201	1
915.69	909.35	1202	1
915.40	909.06	1203	2
915.32	908.98	1205	1
915.28	908.94	1206	8
915.08	908.75	1214	1
914.44	908.11	1215	1
914.28	907.95	1216	1
913.89	907.56	1217	1
913.78	907.45	1218	2
913.70	907.37	1220	2
913.67	907.34	1222	6
913.54	907.21	1228	2
912.57	906.24	1230	1
912.24	905.91	1231	1
912.15	905.82	1232	2
912.13	905.80	1234	1
912.06	905.73	1235	6
911.83	905.51	1241	2
911.82	905.50	1243	1
911.68	905.36	1244	1
911.41	905.09	1245	1
910.99	904.67	1246	1
910.94	904.62	1247	1
910.79	904.47	1248	1
910.53	904.21	1249	1
910.27	903.95	1250	1
909.98	903.66	1251	1
909.35	903.03	1252	2
909.19	902.87	1254	1
909.16	902.84	1255	2
908.83	902.51	1257	3
908.76	902.44	1260	2
908.71	902.39	1262	1
908.41	902.09	1263	1
908.28	901.96	1264	1
907.45	901.14	1265	3
907.25	900.94	1268	2
907.22	900.91	1270	3
906.69	900.38	1273	1
906.58	900.27	1274	2
905.90	899.59	1276	2
905.75	899.44	1278	1
905.70	899.39	1279	1
905.62	899.31	1280	1
905.61	899.30	1281	2
905.38	899.07	1283	1
904.98	898.67	1284	1
904.88	898.57	1285	1
904.51	898.20	1286	1
904.45	898.14	1287	1
904.05	897.74	1288	1
904.04	897.73	1289	1
903.95	897.64	1290	1
903.18	896.87	1291	1
902.39	896.08	1292	1
902.34	896.03	1293	1
902.21	895.91	1294	2
901.56	895.26	1296	2
901.49	895.19	1298	1
901.42	895.12	1299	3
901.18	894.88	1302	2
901.01	894.71	1304	1
900.83	894.53	1305	1
900.78	894.48	1306	1
900.64	894.34	1307	1
900.46	894.16	1308	3
899.87	893.57	1311	2
899.40	893.10	1313	1
899.23	892.93	1314	2
899.17	892.87	1316	1
898.94	892.64	1317	1
898.32	892.02	1318	2
898.14	891.84	1320	1
897.91	891.61	1321	1
897.76	891.46	1322	1
897.62	891.32	1323	2
897.58	891.29	1325	1
897.55	891.26	1326	1
897.23	890.94	1327	1
896.77	890.48	1328	3
896.44	890.15	1331	1
896.40	890.11	1332	1
896.13	889.84	1333	1
896.02	889.73	1334	1
895.96	889.67	1335	5
895.94	889.65	1340	1
895.53	889.24	1341	4
894.74	888.45	1345	1
894.73	888.44	1346	1
894.70	888.41	1347	1
894.50	888.21	1348	2
894.35	888.06	1350	2
894.29	888.00	1352	1
893.83	887.54	1353	1
893.68	887.39	1354	1
893.55	887.27	1355	1
893.01	886.73	1356	1
892.73	886.45	1357	1
891.75	885.47	1358	1
891.39	885.11	1359	2
891.32	885.04	1361	1
891.31	885.03	1362	1
891.22	884.94	1363	1
891.12	884.84	1364	2
891.11	884.83	1366	1
890.59	884.31	1367	2
890.01	883.73	1369	1
889.63	883.35	1370	1
889.50	883.22	1371	3
889.05	882.77	1374	1
888.27	881.99	1375	1
888.02	881.74	1376	1
888.01	881.73	1377	2
887.19	880.91	1379	1
887.00	880.72	1380	1
886.88	880.60	1381	1
886.50	880.22	1382	1
886.38	880.10	1383	2
885.96	879.68	1385	1
885.46	879.18	1386	1
885.20	878.93	1387	1
884.79	878.52	1388	1
884.76	878.49	1389	1
883.52	877.25	1390	3
883.25	876.98	1393	1
882.88	876.61	1394	1
882.44	876.17	1395	1
882.36	876.09	1396	1
881.84	875.57	1397	1
881.63	875.36	1398	1
880.25	873.98	1399	1
879.90	873.63	1400	1
879.58	873.31	1401	1
879.27	873.00	1402	2
878.49	872.22	1404	4
878.25	871.98	1408	1
876.86	870.59	1409	2
876.84	870.57	1411	1
876.81	870.54	1412	9
876.75	870.49	1421	1
875.18	868.92	1422	1
875.14	868.88	1423	4
875.12	868.86	1427	1
874.52	868.26	1428	1
874.37	868.11	1429	1
873.64	867.38	1430	1
873.50	867.24	1431	1
873.42	867.16	1432	1
872.94	866.68	1433	3
872.63	866.37	1436	2
871.80	865.54	1438	1
871.78	865.52	1439	2
871.56	865.30	1441	1
871.36	865.10	1442	3
870.56	864.30	1445	1
870.47	864.21	1446	1
870.25	863.99	1447	1
870.18	863.92	1448	1
870.09	863.83	1449	1
869.77	863.51	1450	3
868.87	862.62	1453	1
868.63	862.38	1454	1
868.40	862.15	1455	1
868.19	861.94	1456	1
867.49	861.24	1457	2
867.28	861.03	1459	2
867.01	860.76	1461	1
866.71	860.46	1462	1
865.80	859.55	1463	1
865.70	859.45	1464	1
865.39	859.14	1465	1
865.04	858.79	1466	3
865.02	858.77	1469	2
864.10	857.85	1471	1
863.97	857.72	1472	2
863.46	857.21	1474	2
862.88	856.63	1476	1
862.51	856.26	1477	1
862.15	855.90	1478	1
861.88	855.63	1479	1
861.35	855.10	1480	2
860.92	854.67	1482	2
860.76	854.51	1484	2
860.53	854.29	1486	1
860.51	854.27	1487	1
860.30	854.06	1488	1
859.33	853.09	1489	1
859.16	852.92	1490	1
859.02	852.78	1491	1
858.78	852.54	1492	1
858.73	852.49	1493	2
858.28	852.04	1495	1
857.74	851.50	1496	1
857.57	851.33	1497	1
857.32	851.08	1498	1
857.15	850.91	1499	1
856.75	850.51	1500	1
856.37	850.13	1501	2
855.98	849.74	1503	1
855.68	849.44	1504	1
855.63	849.39	1505	1
855.27	849.03	1506	1
855.22	848.98	1507	1
854.39	848.15	1508	1
854.00	847.76	1509	1
853.60	847.36	1510	1
852.80	846.56	1511	1
852.25	846.01	1512	1
852.15	845.91	1513	1
850.85	844.61	1514	1
850.59	844.35	1515	3
850.15	843.91	1518	1
849.28	843.04	1519	1
849.22	842.98	1520	1
849.10	842.87	1521	1
849.03	842.80	1522	1
848.42	842.19	1523	1
847.60	841.37	1524	1
847.47	841.24	1525	1
847.17	840.94	1526	1
846.44	840.21	1527	1
846.13	839.90	1528	1
843.76	837.53	1529	1
843.26	837.03	1530	1
842.98	836.75	1531	1
842.76	836.53	1532	1
842.37	836.14	1533	1
842.24	836.01	1534	1
841.53	835.30	1535	2
841.42	835.19	1537	1
841.24	835.01	1538	1
841.15	834.92	1539	1
840.42	834.19	1540	1
839.78	833.55	1541	3
838.08	831.85	1544	1
837.94	831.71	1545	1
837.93	831.70	1546	2
836.71	830.48	1548	1
836.26	830.03	1549	1
836.15	829.92	1550	1
835.36	829.13	1551	1
835.15	828.92	1552	2
833.68	827.45	1554	2
833.61	827.39	1556	1
833.58	827.36	1557	3
833.10	826.88	1560	1
832.92	826.70	1561	3
832.07	825.85	1564	1
832.01	825.79	1565	1
831.67	825.45	1566	1
831.50	825.28	1567	1
831.20	824.98	1568	1
830.45	824.23	1569	5
830.08	823.86	1574	1
828.88	822.66	1575	3
828.56	822.34	1578	2
828.26	822.04	1580	1
827.77	821.55	1581	1
827.45	821.23	1582	1
827.10	820.88	1583	1
827.05	820.83	1584	1
826.95	820.73	1585	1
825.75	819.53	1586	1
825.53	819.31	1587	1
825.27	819.05	1588	2
824.65	818.43	1590	1
824.19	817.97	1591	1
824.02	817.81	1592	2
823.43	817.22	1594	1
822.98	816.77	1595	1
822.52	816.31	1596	1
821.82	815.61	1597	1
820.99	814.78	1598	1
819.48	813.27	1599	1
818.66	812.45	1600	1
818.55	812.34	1601	1
816.87	810.66	1602	1
816.53	810.32	1603	1
816.38	810.17	1604	1
814.17	807.96	1605	1
813.52	807.31	1606	1
812.65	806.44	1607	2
812.25	806.04	1609	1
812.18	805.97	1610	1
811.88	805.67	1611	1
811.84	805.63	1612	1
811.41	805.20	1613	1
811.13	804.92	1614	1
810.17	803.96	1615	1
