-log10pvalue	-log10qvalue	rank	basepairs
1252.99	1245.69	130	1
1250.32	1243.02	131	1
1249.56	1242.26	132	1
1249.53	1242.24	133	1
1248.08	1240.79	134	1
1246.84	1239.55	135	1
1246.50	1239.22	136	1
1246.39	1239.11	137	1
1244.06	1236.78	138	1
1242.58	1235.31	139	1
1241.59	1234.32	140	1
1238.78	1231.51	141	1
1238.08	1230.82	142	1
1237.78	1230.52	143	1
1236.31	1229.05	144	1
1232.93	1225.67	145	1
1228.78	1221.53	146	1
1226.33	1219.08	147	1
1223.63	1216.38	148	1
1221.63	1214.39	149	1
1217.38	1210.14	150	1
1213.72	1206.48	151	1
1213.35	1206.11	152	1
1211.17	1203.94	153	1
1206.36	1199.13	154	1
1203.69	1196.46	155	1
1201.52	1194.30	156	1
1143.69	1136.47	157	1
1119.88	1112.66	158	1
1118.05	1110.83	159	1
1103.98	1096.77	160	1
1101.29	1094.08	161	1
1054.14	1046.93	162	1
1023.83	1016.63	163	1
989.86	982.66	164	1
987.49	980.29	165	1
974.25	967.05	166	1
932.62	925.43	167	1
921.34	914.15	168	1
908.42	901.23	169	1
887.71	880.52	170	1
850.39	843.21	171	1
833.84	826.66	172	1
799.41	792.23	173	1
768.43	761.25	174	1
755.90	748.73	175	1
751.93	744.76	176	1
749.98	742.81	177	1
747.54	740.37	178	1
746.73	739.57	179	1
745.17	738.01	180	1
744.03	736.87	181	1
742.50	735.34	182	1
741.34	734.19	183	1
741.27	734.12	184	1
740.52	733.37	185	1
734.03	726.88	186	1
733.15	726.00	187	1
732.73	725.59	188	1
727.79	720.65	189	1
725.83	718.69	190	1
725.80	718.66	191	1
711.57	704.44	192	1
710.29	703.16	193	1
707.97	700.84	194	1
707.41	700.28	195	1
705.71	698.59	196	1
705.14	698.02	197	1
702.69	695.57	198	1
702.67	695.55	199	1
701.18	694.06	200	1
700.80	693.69	201	1
695.35	688.24	202	1
694.89	687.78	203	1
692.54	685.43	204	1
689.85	682.74	205	1
686.74	679.64	206	1
685.15	678.05	207	1
684.34	677.24	208	1
683.54	676.44	209	1
683.38	676.29	210	1
680.59	673.50	211	1
677.86	670.77	212	1
671.06	663.97	213	1
670.59	663.50	214	1
668.59	661.51	215	1
666.89	659.81	216	1
666.84	659.76	217	1
665.24	658.16	218	1
664.18	657.10	219	1
660.28	653.21	220	1
657.85	650.78	221	1
655.15	648.08	222	1
654.97	647.90	223	1
654.78	647.71	224	1
653.65	646.59	225	1
649.72	642.66	226	1
648.00	640.94	227	1
644.79	637.73	228	1
644.15	637.09	229	1
640.55	633.49	230	1
634.04	626.99	231	1
631.97	624.92	232	1
629.73	622.68	233	1
629.54	622.49	234	1
628.84	621.79	235	1
625.25	618.21	236	1
622.55	615.51	237	1
620.55	613.51	238	1
619.88	612.84	239	1
617.25	610.21	240	1
617.21	610.18	241	1
614.01	606.98	242	1
607.09	600.06	243	1
606.79	599.76	244	1
604.46	597.43	245	1
603.84	596.81	246	1
603.21	596.19	247	1
601.89	594.87	248	1
600.52	593.50	249	1
600.48	593.46	250	1
600.21	593.19	251	1
599.71	592.69	252	1
596.87	589.86	253	1
592.84	585.83	254	1
585.34	578.33	255	1
578.57	571.56	256	1
578.52	571.51	257	1
567.54	560.53	258	1
561.03	554.03	259	1
560.89	553.89	260	1
560.70	553.70	261	1
556.09	549.09	262	1
554.14	547.14	263	1
552.69	545.69	264	1
550.32	543.33	265	1
547.98	540.99	266	1
547.78	540.79	267	1
546.09	539.10	268	1
541.88	534.89	269	1
538.17	531.18	270	1
534.83	527.85	271	6
533.16	526.19	277	1
530.83	523.86	278	1
529.12	522.15	279	1
527.50	520.53	280	1
525.01	518.04	281	1
521.20	514.23	282	1
519.04	512.07	283	1
518.39	511.43	284	1
516.41	509.45	285	1
513.45	506.49	286	1
512.30	505.34	287	1
510.99	504.03	288	1
508.87	501.91	289	1
506.74	499.79	290	1
506.18	499.23	291	1
504.13	497.18	292	1
503.26	496.31	293	1
502.34	495.39	294	1
500.23	493.28	295	1
500.14	493.19	296	1
498.34	491.40	297	1
495.37	488.43	298	1
494.36	487.42	299	1
491.50	484.56	300	1
491.45	484.51	301	4
489.69	482.76	305	6
489.28	482.36	311	1
488.88	481.96	312	1
487.93	481.01	313	8
486.68	479.77	321	1
486.18	479.27	322	8
486.15	479.25	330	1
484.42	477.52	331	3
484.37	477.48	334	4
482.67	475.78	338	6
482.59	475.71	344	4
481.76	474.88	348	1
480.92	474.05	349	6
480.82	473.95	355	1
479.48	472.61	356	1
479.34	472.48	357	2
479.28	472.42	359	8
479.17	472.32	367	2
479.04	472.19	369	1
478.14	471.29	370	1
478.09	471.24	371	1
477.89	471.04	372	2
477.70	470.86	374	3
477.42	470.58	377	1
477.26	470.42	378	1
476.62	469.78	379	1
476.37	469.53	380	5
476.31	469.48	385	2
476.21	469.38	387	2
476.12	469.29	389	2
475.67	468.85	391	3
474.73	467.91	394	1
474.64	467.82	395	3
473.92	467.10	398	3
473.72	466.91	401	1
473.16	466.35	402	2
472.92	466.11	404	1
472.18	465.37	405	9
471.94	465.14	414	1
471.52	464.72	415	2
471.50	464.70	417	1
470.92	464.12	418	1
470.43	463.64	419	4
470.28	463.49	423	2
470.24	463.45	425	1
469.96	463.17	426	2
469.48	462.69	428	1
468.52	461.74	429	3
468.40	461.62	432	5
467.76	460.98	437	3
467.19	460.42	440	1
466.95	460.18	441	1
466.84	460.07	442	2
466.79	460.02	444	1
466.64	459.87	445	2
465.64	458.87	447	3
465.61	458.85	450	2
465.21	458.45	452	2
465.07	458.31	454	1
464.87	458.11	455	1
464.82	458.06	456	1
464.47	457.71	457	1
464.46	457.70	458	1
464.33	457.57	459	1
464.10	457.35	460	2
463.92	457.17	462	5
463.74	456.99	467	1
463.11	456.36	468	1
463.10	456.35	469	1
462.92	456.18	470	2
462.78	456.04	472	1
462.61	455.87	473	3
462.56	455.82	476	3
462.23	455.49	479	5
462.18	455.45	484	3
461.93	455.20	487	1
461.57	454.84	488	2
461.08	454.35	490	1
461.02	454.29	491	2
460.90	454.18	493	5
460.62	453.90	498	1
460.54	453.82	499	2
460.52	453.80	501	1
460.04	453.32	502	5
459.69	452.98	507	1
459.58	452.87	508	1
459.48	452.77	509	2
459.44	452.73	511	1
459.38	452.67	512	1
459.19	452.48	513	2
459.07	452.36	515	2
458.85	452.15	517	3
458.60	451.90	520	1
458.52	451.82	521	1
458.20	451.50	522	1
457.94	451.24	523	1
457.62	450.92	524	1
457.52	450.82	525	2
457.16	450.46	527	8
457.10	450.41	535	1
456.85	450.16	536	1
456.73	450.04	537	1
456.48	449.79	538	1
456.41	449.72	539	1
455.97	449.29	540	2
455.94	449.26	542	1
455.77	449.09	543	2
455.47	448.79	545	4
455.32	448.64	549	1
455.14	448.46	550	1
454.77	448.09	551	1
454.42	447.75	552	3
454.36	447.69	555	1
454.29	447.62	556	1
454.11	447.44	557	1
453.83	447.16	558	1
453.55	446.88	559	1
453.36	446.69	560	1
453.33	446.66	561	1
452.93	446.26	562	1
452.87	446.20	563	1
452.54	445.87	564	1
452.35	445.69	565	3
452.24	445.58	568	1
452.10	445.44	569	5
451.52	444.86	574	1
451.50	444.84	575	1
451.38	444.72	576	1
451.34	444.68	577	1
450.89	444.24	578	1
450.65	444.00	579	2
450.58	443.93	581	3
450.42	443.77	584	5
450.27	443.62	589	5
449.63	442.99	594	5
449.51	442.87	599	1
449.38	442.74	600	1
449.26	442.62	601	1
449.21	442.57	602	1
448.92	442.28	603	3
448.74	442.11	606	6
448.73	442.10	612	1
447.97	441.34	613	1
447.92	441.29	614	7
447.87	441.25	621	1
447.55	440.93	622	3
447.53	440.91	625	3
447.48	440.86	628	1
447.26	440.64	629	3
447.20	440.58	632	1
447.06	440.44	633	2
446.22	439.61	635	12
446.01	439.40	647	2
445.85	439.25	649	1
445.81	439.21	650	1
445.70	439.10	651	9
445.60	439.00	660	5
445.43	438.84	665	1
445.38	438.79	666	6
445.35	438.76	672	1
444.83	438.24	673	4
444.51	437.92	677	3
444.48	437.90	680	1
444.18	437.60	681	3
444.14	437.56	684	1
443.94	437.36	685	8
443.93	437.35	693	1
443.92	437.34	694	2
443.81	437.24	696	3
443.70	437.13	699	4
443.32	436.75	703	4
442.95	436.38	707	2
442.80	436.23	709	10
442.62	436.06	719	3
442.50	435.94	722	1
442.28	435.72	723	11
442.15	435.60	734	3
442.02	435.47	737	4
442.01	435.46	741	1
441.63	435.08	742	1
441.41	434.86	743	3
441.10	434.56	746	4
441.09	434.55	750	2
440.96	434.42	752	1
440.83	434.29	753	2
440.74	434.20	755	2
440.63	434.09	757	3
440.37	433.83	760	1
440.34	433.80	761	6
439.57	433.04	767	2
439.40	432.87	769	7
439.20	432.67	776	3
439.15	432.62	779	3
438.97	432.45	782	2
438.74	432.22	784	1
438.67	432.15	785	9
438.52	432.00	794	3
438.35	431.83	797	1
438.04	431.53	798	8
437.69	431.18	806	2
437.57	431.06	808	2
437.50	430.99	810	1
437.48	430.97	811	2
437.47	430.96	813	1
437.32	430.81	814	2
437.04	430.53	816	1
436.99	430.49	817	3
436.83	430.33	820	1
436.77	430.27	821	6
436.52	430.02	827	3
435.81	429.31	830	1
435.79	429.29	831	1
435.67	429.17	832	2
435.35	428.85	834	1
435.32	428.82	835	2
435.03	428.54	837	3
435.00	428.51	840	3
434.19	427.70	843	1
434.14	427.65	844	4
434.13	427.64	848	1
434.11	427.62	849	1
434.02	427.53	850	1
433.65	427.16	851	4
433.47	426.99	855	6
433.29	426.81	861	3
433.07	426.59	864	1
432.45	425.97	865	1
432.37	425.89	866	2
431.98	425.50	868	5
431.96	425.48	873	1
431.95	425.47	874	2
431.44	424.97	876	1
430.81	424.34	877	1
430.76	424.29	878	1
430.72	424.25	879	1
430.44	423.97	880	5
430.31	423.84	885	2
430.27	423.80	887	5
429.81	423.34	892	1
429.76	423.29	893	1
429.73	423.26	894	2
429.12	422.66	896	1
429.07	422.61	897	1
428.64	422.18	898	3
428.58	422.12	901	3
428.40	421.94	904	1
428.22	421.76	905	1
427.99	421.53	906	3
427.43	420.97	909	7
427.41	420.95	916	1
427.40	420.95	917	4
427.05	420.60	921	1
426.98	420.53	922	1
426.89	420.44	923	1
426.23	419.78	924	6
426.01	419.56	930	1
425.78	419.33	931	2
425.75	419.30	933	1
425.22	418.77	934	1
424.92	418.47	935	1
424.52	418.07	936	1
424.47	418.02	937	7
423.76	417.32	944	1
423.72	417.28	945	3
423.65	417.21	948	1
423.52	417.08	949	1
423.31	416.87	950	1
422.71	416.27	951	4
422.50	416.06	955	2
422.38	415.94	957	1
422.22	415.78	958	1
421.99	415.55	959	1
421.35	414.92	960	1
420.95	414.52	961	1
420.72	414.29	962	2
420.70	414.27	964	3
420.30	413.87	967	1
420.15	413.72	968	2
419.84	413.41	970	2
419.60	413.17	972	1
419.19	412.76	973	2
419.09	412.66	975	4
419.03	412.60	979	1
418.77	412.34	980	1
418.67	412.24	981	4
418.47	412.05	985	1
418.45	412.03	986	1
418.33	411.91	987	2
417.84	411.42	989	1
417.72	411.30	990	3
417.57	411.15	993	5
417.43	411.01	998	4
417.36	410.94	1002	1
417.24	410.82	1003	2
417.02	410.61	1005	1
417.01	410.60	1006	5
416.98	410.57	1011	2
416.83	410.42	1013	2
416.82	410.41	1015	1
416.67	410.26	1016	4
416.08	409.67	1020	5
416.04	409.63	1025	3
415.69	409.29	1028	1
415.68	409.28	1029	3
415.42	409.02	1032	1
415.35	408.95	1033	7
415.05	408.65	1040	4
414.73	408.33	1044	1
414.52	408.12	1045	6
414.33	407.93	1051	3
414.10	407.71	1054	3
414.02	407.63	1057	5
413.92	407.53	1062	4
413.89	407.50	1066	3
413.80	407.41	1069	2
413.69	407.30	1071	3
413.66	407.27	1074	1
413.52	407.13	1075	1
413.43	407.04	1076	1
413.42	407.04	1077	7
412.57	406.19	1084	5
412.44	406.06	1089	3
412.36	405.98	1092	5
412.35	405.97	1097	2
412.17	405.79	1099	3
412.04	405.67	1102	8
411.87	405.50	1110	1
411.80	405.43	1111	3
411.77	405.40	1114	1
411.75	405.38	1115	2
410.82	404.45	1117	1
410.78	404.41	1118	1
410.42	404.05	1119	4
410.39	404.02	1123	1
410.37	404.00	1124	1
410.17	403.80	1125	2
410.02	403.66	1127	4
409.58	403.22	1131	2
409.12	402.76	1133	1
409.07	402.71	1134	3
409.03	402.67	1137	3
408.87	402.51	1140	2
408.77	402.41	1142	1
408.73	402.37	1143	6
408.55	402.19	1149	1
408.45	402.09	1150	1
408.28	401.92	1151	5
407.78	401.43	1156	3
407.47	401.12	1159	1
407.36	401.01	1160	2
407.32	400.97	1162	1
407.25	400.90	1163	1
407.15	400.80	1164	1
407.08	400.73	1165	2
406.94	400.59	1167	2
406.92	400.57	1169	2
406.53	400.18	1171	2
406.38	400.03	1173	4
406.23	399.88	1177	4
406.15	399.81	1181	4
405.81	399.47	1185	1
405.79	399.45	1186	2
405.64	399.30	1188	5
405.57	399.23	1193	2
405.54	399.20	1195	1
405.18	398.84	1196	1
405.14	398.80	1197	1
405.01	398.67	1198	1
404.78	398.44	1199	2
404.75	398.41	1201	5
404.52	398.18	1206	1
404.51	398.17	1207	2
404.21	397.88	1209	1
404.03	397.70	1210	2
403.93	397.60	1212	1
403.91	397.58	1213	1
403.83	397.50	1214	1
403.69	397.36	1215	4
403.68	397.35	1219	1
403.48	397.15	1220	1
403.39	397.06	1221	2
403.38	397.05	1223	3
403.11	396.78	1226	5
402.88	396.55	1231	1
402.82	396.49	1232	1
402.79	396.46	1233	2
402.42	396.09	1235	3
402.24	395.92	1238	1
402.16	395.84	1239	1
402.08	395.76	1240	2
402.07	395.75	1242	3
401.96	395.64	1245	1
401.49	395.17	1246	3
401.30	394.98	1249	3
401.27	394.95	1252	1
401.25	394.93	1253	1
401.24	394.92	1254	2
400.86	394.54	1256	2
400.81	394.49	1258	1
400.46	394.14	1259	4
400.44	394.12	1263	1
400.14	393.82	1264	5
400.00	393.69	1269	1
399.87	393.56	1270	2
399.85	393.54	1272	3
399.64	393.33	1275	2
399.60	393.29	1277	2
399.16	392.85	1279	3
399.12	392.81	1282	1
398.85	392.54	1283	6
398.59	392.28	1289	1
398.52	392.21	1290	2
398.34	392.03	1292	1
398.31	392.00	1293	1
398.02	391.72	1294	5
397.75	391.45	1299	1
397.51	391.21	1300	2
397.23	390.93	1302	1
396.96	390.66	1303	1
396.89	390.59	1304	2
396.80	390.50	1306	3
396.62	390.32	1309	3
396.40	390.10	1312	3
396.34	390.04	1315	1
395.97	389.67	1316	2
395.75	389.45	1318	2
395.62	389.32	1320	1
395.50	389.20	1321	1
395.27	388.97	1322	1
395.11	388.81	1323	1
394.93	388.63	1324	4
394.78	388.49	1328	2
394.47	388.18	1330	2
394.44	388.15	1332	1
394.31	388.02	1333	1
393.93	387.64	1334	2
393.25	386.96	1336	2
393.19	386.90	1338	1
393.16	386.87	1339	2
393.08	386.79	1341	1
392.92	386.63	1342	3
392.83	386.54	1345	2
392.62	386.33	1347	1
392.46	386.17	1348	1
392.40	386.11	1349	2
392.35	386.06	1351	3
392.21	385.92	1354	2
391.56	385.28	1356	3
391.54	385.26	1359	3
391.45	385.17	1362	1
390.98	384.70	1363	1
390.96	384.68	1364	1
390.79	384.51	1365	1
390.66	384.38	1366	1
389.93	383.65	1367	11
389.88	383.60	1378	2
389.82	383.54	1380	1
389.56	383.28	1381	6
389.52	383.25	1387	4
389.19	382.92	1391	1
389.16	382.89	1392	2
388.96	382.69	1394	1
388.55	382.28	1395	1
388.31	382.04	1396	2
388.20	381.93	1398	4
388.17	381.90	1402	1
388.03	381.76	1403	1
387.92	381.65	1404	4
387.63	381.36	1408	2
387.26	380.99	1410	1
386.70	380.43	1411	3
386.56	380.29	1414	3
386.52	380.25	1417	3
386.44	380.18	1420	1
386.33	380.07	1421	3
386.30	380.04	1424	1
386.06	379.80	1425	4
385.98	379.72	1429	1
385.57	379.31	1430	1
384.84	378.58	1431	2
384.74	378.48	1433	4
384.67	378.41	1437	1
384.59	378.33	1438	1
384.43	378.17	1439	2
383.92	377.66	1441	2
383.88	377.62	1443	1
383.16	376.90	1444	2
383.15	376.89	1446	4
383.06	376.80	1450	2
383.04	376.79	1452	2
382.98	376.73	1454	1
382.79	376.54	1455	1
382.33	376.08	1456	1
382.18	375.93	1457	1
382.15	375.90	1458	1
381.56	375.31	1459	2
381.49	375.24	1461	4
381.16	374.91	1465	1
380.95	374.70	1466	2
380.83	374.58	1468	2
380.02	373.77	1470	3
379.97	373.72	1473	3
379.81	373.56	1476	3
379.58	373.33	1479	1
379.52	373.27	1480	2
379.48	373.23	1482	4
379.30	373.06	1486	1
379.21	372.97	1487	2
378.81	372.57	1489	1
378.39	372.15	1490	1
378.38	372.14	1491	2
378.14	371.90	1493	4
378.00	371.76	1497	1
377.98	371.74	1498	1
377.89	371.65	1499	2
377.78	371.54	1501	2
377.75	371.51	1503	1
377.57	371.33	1504	1
377.12	370.88	1505	1
376.85	370.61	1506	1
376.80	370.56	1507	1
376.52	370.28	1508	2
376.47	370.23	1510	1
376.29	370.05	1511	1
376.26	370.02	1512	5
375.82	369.58	1517	1
375.43	369.19	1518	2
375.21	368.97	1520	1
375.04	368.81	1521	1
374.80	368.57	1522	2
374.74	368.51	1524	1
374.63	368.40	1525	3
374.37	368.14	1528	1
373.75	367.52	1529	1
373.71	367.48	1530	1
373.56	367.33	1531	4
373.22	366.99	1535	3
373.13	366.90	1538	1
373.02	366.79	1539	1
373.01	366.78	1540	2
372.40	366.17	1542	1
372.10	365.87	1543	3
372.07	365.84	1546	1
371.70	365.47	1547	2
371.46	365.23	1549	2
371.38	365.15	1551	1
371.17	364.94	1552	2
370.69	364.46	1554	2
370.62	364.40	1556	3
370.47	364.25	1559	1
370.39	364.17	1560	1
370.27	364.05	1561	2
370.19	363.97	1563	3
369.76	363.54	1566	3
368.71	362.49	1569	3
368.67	362.45	1572	2
368.63	362.41	1574	1
368.13	361.91	1575	2
367.93	361.71	1577	1
367.68	361.46	1578	1
367.31	361.09	1579	1
367.16	360.94	1580	2
366.51	360.29	1582	2
366.42	360.20	1584	3
366.41	360.19	1587	1
366.28	360.06	1588	1
366.03	359.81	1589	1
365.65	359.43	1590	1
365.35	359.13	1591	2
365.22	359.01	1593	2
365.19	358.98	1595	1
364.90	358.69	1596	3
364.89	358.68	1599	1
364.52	358.31	1600	2
363.87	357.66	1602	1
363.72	357.51	1603	1
363.68	357.47	1604	2
363.67	357.46	1606	2
363.61	357.40	1608	1
363.40	357.19	1609	1
363.28	357.07	1610	1
362.70	356.49	1611	1
362.53	356.32	1612	1
362.17	355.96	1613	2
362.08	355.87	1615	1
362.00	355.79	1616	1
361.99	355.78	1617	2
361.82	355.61	1619	1
361.65	355.44	1620	2
361.50	355.29	1622	3
361.12	354.91	1625	2
361.01	354.80	1627	1
360.45	354.24	1628	1
360.42	354.22	1629	2
360.39	354.19	1631	3
360.35	354.15	1634	1
360.33	354.13	1635	1
360.04	353.84	1636	1
360.00	353.80	1637	1
359.61	353.41	1638	2
359.19	352.99	1640	1
358.82	352.62	1641	1
358.78	352.58	1642	3
358.77	352.57	1645	1
358.66	352.46	1646	1
357.57	351.37	1647	1
357.54	351.34	1648	1
357.43	351.23	1649	2
357.08	350.88	1651	1
356.72	350.52	1652	1
356.60	350.40	1653	3
356.55	350.35	1656	1
356.49	350.29	1657	1
356.43	350.23	1658	1
356.30	350.10	1659	1
356.29	350.09	1660	2
355.49	349.29	1662	3
355.32	349.12	1665	1
355.25	349.05	1666	1
355.20	349.01	1667	1
355.10	348.91	1668	3
355.00	348.81	1671	1
354.74	348.55	1672	1
354.02	347.83	1673	1
353.96	347.77	1674	1
353.81	347.62	1675	1
353.66	347.47	1676	2
353.60	347.41	1678	2
353.59	347.40	1680	3
353.06	346.87	1683	1
353.03	346.84	1684	1
353.02	346.83	1685	5
352.78	346.59	1690	1
352.61	346.42	1691	1
352.36	346.17	1692	3
352.10	345.91	1695	2
352.00	345.81	1697	1
351.98	345.79	1698	1
351.91	345.72	1699	1
351.79	345.60	1700	3
351.61	345.42	1703	2
351.18	344.99	1705	2
350.76	344.58	1707	2
350.60	344.42	1709	1
350.57	344.39	1710	3
350.31	344.13	1713	1
350.15	343.97	1714	1
350.08	343.90	1715	1
350.05	343.87	1716	2
349.34	343.16	1718	4
349.16	342.98	1722	2
349.10	342.92	1724	1
348.77	342.59	1725	1
348.67	342.49	1726	1
348.55	342.37	1727	1
348.48	342.30	1728	3
348.11	341.93	1731	4
347.61	341.43	1735	1
347.57	341.39	1736	1
346.93	340.75	1737	3
346.92	340.74	1740	1
346.89	340.71	1741	1
346.11	339.93	1742	1
345.97	339.79	1743	1
345.79	339.61	1744	2
345.74	339.57	1746	1
345.66	339.49	1747	3
345.37	339.20	1750	2
345.35	339.18	1752	1
345.24	339.07	1753	1
345.18	339.01	1754	1
344.62	338.45	1755	1
344.44	338.27	1756	1
344.34	338.17	1757	1
343.96	337.79	1758	1
343.81	337.64	1759	1
343.57	337.40	1760	1
343.56	337.39	1761	1
343.22	337.05	1762	1
343.12	336.95	1763	2
342.89	336.72	1765	6
342.78	336.61	1771	3
342.25	336.08	1774	2
341.56	335.39	1776	1
341.45	335.28	1777	1
341.19	335.02	1778	1
340.98	334.81	1779	2
340.70	334.53	1781	1
340.39	334.22	1782	1
340.36	334.19	1783	2
340.20	334.03	1785	2
339.60	333.44	1787	1
339.50	333.34	1788	1
338.73	332.57	1789	1
338.54	332.38	1790	1
338.52	332.36	1791	5
338.01	331.85	1796	2
337.74	331.58	1798	1
337.21	331.05	1799	1
337.16	331.00	1800	1
337.08	330.92	1801	1
336.84	330.68	1802	6
336.53	330.37	1808	1
336.42	330.26	1809	3
335.79	329.63	1812	2
335.69	329.53	1814	1
335.47	329.31	1815	1
335.43	329.27	1816	1
335.16	329.00	1817	1
335.05	328.89	1818	2
334.69	328.53	1820	1
334.67	328.51	1821	1
334.37	328.21	1822	1
334.18	328.02	1823	1
333.96	327.80	1824	1
333.79	327.63	1825	2
333.29	327.13	1827	1
332.94	326.79	1828	2
332.84	326.69	1830	1
332.67	326.52	1831	1
332.14	325.99	1832	2
331.94	325.79	1834	1
331.87	325.72	1835	1
331.61	325.46	1836	1
331.51	325.36	1837	5
331.16	325.01	1842	1
330.76	324.61	1843	1
330.62	324.47	1844	3
330.50	324.35	1847	1
330.41	324.26	1848	1
330.21	324.06	1849	6
330.09	323.94	1855	6
329.84	323.69	1861	1
329.65	323.50	1862	2
329.53	323.38	1864	1
329.17	323.02	1865	2
329.15	323.00	1867	1
328.67	322.52	1868	2
328.55	322.40	1870	1
328.51	322.37	1871	1
328.14	322.00	1872	12
327.57	321.43	1884	2
327.42	321.28	1886	1
327.25	321.11	1887	2
327.20	321.06	1889	5
326.93	320.79	1894	2
326.64	320.50	1896	4
325.98	319.84	1900	2
325.83	319.69	1902	1
325.57	319.43	1903	1
325.36	319.22	1904	1
325.24	319.10	1905	1
325.14	319.00	1906	1
325.13	318.99	1907	9
324.73	318.60	1916	3
324.41	318.28	1919	1
324.29	318.16	1920	1
323.63	317.50	1921	2
323.48	317.35	1923	2
322.99	316.86	1925	1
322.80	316.67	1926	2
322.30	316.17	1928	1
322.20	316.07	1929	1
322.13	316.00	1930	2
321.86	315.73	1932	2
321.81	315.68	1934	1
321.80	315.67	1935	2
321.64	315.51	1937	3
321.58	315.45	1940	1
320.77	314.64	1941	1
320.67	314.54	1942	1
320.63	314.50	1943	1
320.35	314.22	1944	1
320.33	314.20	1945	4
320.20	314.07	1949	1
320.19	314.06	1950	1
320.17	314.04	1951	3
320.16	314.03	1954	1
319.43	313.30	1955	1
319.13	313.00	1956	4
319.07	312.95	1960	1
319.02	312.90	1961	4
318.75	312.63	1965	1
318.29	312.17	1966	1
318.22	312.10	1967	1
317.58	311.46	1968	1
317.33	311.21	1969	1
317.01	310.89	1970	1
316.98	310.86	1971	1
316.95	310.83	1972	1
316.86	310.74	1973	2
316.58	310.46	1975	1
316.14	310.02	1976	1
315.99	309.87	1977	1
315.93	309.81	1978	2
315.77	309.65	1980	2
315.49	309.37	1982	1
